outer_fold,test_run,candidate,order,variant,capacity_regime,coefficient_budget,architecture,preprocessing,spatial_ranks,property_rank,property_weights,geometry,budget,channels,solver,storage_floats,fit_seconds,condition_number,selection_loss,relative_frobenius_p,anomaly_relative_frobenius_p,rmse_p,train_range_nrmse_p,ssim_p,anomaly_ssim_p,relative_frobenius_so,anomaly_relative_frobenius_so,rmse_so,train_range_nrmse_so,ssim_so,anomaly_ssim_so,pair_role,pair_3d_variant,pair_4d_variant,pair_inner_loss,iterations,model_label
3,3,4D-E-6ca320f290f9,4D,4D-E,equal_per_property,64,joint-property-residual,standardized_anomaly,"[80, 48]",2.0,"[1.0, 1.0]",wells,20,40,ridge(alpha_relative=1e-06),408916,1.7642350419992,5158459.404648898,0.2884843852400639,0.000535875087304,0.0682887921021661,0.0861293898863794,0.0020802842512691,0.9992389367713193,0.990854087439656,0.0029216759172062,1.0268443783951635,0.0007865894539716,0.0012027343007437,0.9998923989395884,0.8915371716344921,4D,3D-independent,4D-E,0.3344996427597329,0.0,4D-E
3,3,3D-current-5e7711139fcb,3D,3D-current,equal_per_property,64,legacy-independent,raw_minmax,"[48, 48]",,"[1.0, 1.0]",wells,20,40,ridge(alpha_relative=0.0001),242016,12.458822458000212,141861587.50148016,0.3048353844412195,0.001349518000601,0.1719746940370391,0.2169034627402219,0.0052388720990533,0.9960270497265266,0.9598799842618522,0.0027305335530315,0.9596659959571976,0.0007351290688613,0.0011240488187694,0.9999192254495746,0.8647183201968647,3D,3D-current,4D-A-current,0.8458568880698197,0.0,3D current
3,3,4D-A-current-43ce2f360e5a,4D,4D-A-current,equal_per_property,64,legacy-joint,raw_minmax,"[48, 48]",2.0,"[1.0, 1.0]",wells,20,40,ridge(alpha_relative=0.0001),380500,16.334943583002314,346584942.83524233,1.5476893726163046,0.0024856898483077,0.3167618000969985,0.3995165200879332,0.0096495275997796,0.9812128449473896,0.8506774476578731,0.0157324350259133,5.529279400801553,0.0042355715785584,0.006476399086036,0.990665068397247,0.4598899732087926,4D,3D-current,4D-A-current,0.8458568880698197,0.0,4D current
3,3,4D-A-c45120ace2c4,4D,4D-A,equal_per_property,64,joint,standardized_anomaly,"[64, 48]",2.0,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=1e-06),404420,1.147397542001272,26207034.2142756,0.3865004593273333,0.0006800113676344,0.0866566780424977,0.1092959266026319,0.0026398259077333,0.9993217601822528,0.988527377799884,0.0039571811755877,1.3907802780292386,0.0010653738020159,0.0016290094004292,0.9997416791056056,0.8743428597249228,4D,3D-independent,4D-A,0.2824754354271966,0.0,4D-A
3,3,3D-independent-fa9b36e31dc0,3D,3D-independent,equal_per_property,64,independent,raw_minmax,"[80, 48]",,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=1e-06),272608,0.8929653330051224,77304632388.42673,0.1848005521012405,0.0003505036241545,0.0446661352393938,0.0563352617365957,0.0013606662944712,0.9999169886306788,0.99825096178355,0.0018482573698039,0.6495835759311089,0.000497597884403,0.0007608518529294,0.9999662636561948,0.9118440437475308,3D,3D-independent,4D-B,0.2037489343571235,0.0,3D optimized
3,3,4D-B-643a4d560541,4D,4D-B,equal_per_property,64,shared-independent,ensemble_anomaly,"[80, 48]",,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=1e-06),259184,0.6256560000038007,105533885554.72874,0.1266168875933001,0.0001981173185206,0.0252469142470544,0.0318427263636365,0.0007690977755575,0.9999548753443545,0.9992439981184628,0.0012717222681143,0.446956096055272,0.0003423799739692,0.0005235159669397,0.9999773393585591,0.9322269217397892,4D,3D-independent,4D-B,0.2037489343571235,0.0,4D optimized
3,3,4D-B-643a4d560541,4D,4D-B,equal_per_property,64,shared-independent,ensemble_anomaly,"[80, 48]",,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=1e-06),259184,0.6256560000038007,105533885554.72874,0.1266168875933001,0.0001981173185206,0.0252469142470544,0.0318427263636365,0.0007690977755575,0.9999548753443545,0.9992439981184628,0.0012717222681143,0.446956096055272,0.0003423799739692,0.0005235159669397,0.9999773393585591,0.9322269217397892,4D,3D-independent,4D-B,0.2037489343571235,0.0,4D-B
3,3,4D-C-4e04f7cc08d6,4D,4D-C,equal_per_property,64,joint,standardized_anomaly,"[80, 48]",2.0,"[1.0, 0.5]",wells,30,60,ridge(alpha_relative=1e-06),504948,1.069590416002029,235405528.54073095,0.3176046655673007,0.0009538617720091,0.1215545745383484,0.1533109756462406,0.0037029219480634,0.9997497845616165,0.9819706174559872,0.0030848689129511,1.0841997507988077,0.0008305251583593,0.0012699141725657,0.9998289513693676,0.888700708679919,4D,3D-independent,4D-C,0.2903157749023461,0.0,4D-C
3,3,4D-D-e24c5d642104,4D,4D-D,equal_per_property,64,partial-spatial,standardized_anomaly,"[80, 48]",,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=0.0001),286032,1.3619777920030174,34262856.61291512,0.3196021619788218,0.0002100676162897,0.0267697904158537,0.0337634572955141,0.0008154892142265,0.9998715184624448,0.9986464079680516,0.0034039094088405,1.196328867431876,0.000916418972926,0.001401250076549,0.9998696414863129,0.8907336118968331,4D,3D-independent,4D-D,0.2772738188166189,0.0,4D-D
3,3,4D-E-6ca320f290f9,4D,4D-E,equal_per_property,64,joint-property-residual,standardized_anomaly,"[80, 48]",2.0,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=0.0001),408916,1.7642350419992,14027906.180836238,0.3404585904301958,0.0004306249936762,0.0548763347352057,0.0692128984046574,0.0016717000169842,0.9994555184218592,0.992200541282385,0.0035303932107353,1.2407825250634044,0.000950471628829,0.0014533182769033,0.9998371582762478,0.8754484548732688,4D,3D-independent,4D-E,0.2881298803506077,0.0,4D-E
3,3,3D-current-5e7711139fcb,3D,3D-current,equal_per_property,64,legacy-independent,raw_minmax,"[48, 48]",,"[1.0, 1.0]",wells,30,60,ridge(alpha_relative=0.0001),242016,12.458822458000212,471131750.87667984,0.2628226337440357,0.0013052041738686,0.1663275987107612,0.2097810512857203,0.0050668444044486,0.9962470209281556,0.9588567708334098,0.0022910938879743,0.8052217103845093,0.0006168207362515,0.0009431495084937,0.9999356737819024,0.8816607774048458,3D,3D-current,4D-A-current,0.8115775119457835,0.0,3D current
