comparison,capacity_regime,geometry,budget,metric,mean_improvement,median_improvement,std_improvement,iqr_improvement,four_d_wins,ties,wilcoxon_p,empirical_advantage,fold_differences
optimized,equal_per_property,grid,30,train_range_nrmse_p,0.01972823905525039,0.01758573146306205,0.006372292131213725,0.0058896948569527215,10,0,0.001953125,True,"[0.032522821410729, 0.017553472347375303, 0.0169255622134381, 0.016256045425516903, 0.013058416747662501, 0.0191068961295231, 0.0233818605960922, 0.027961402178042303, 0.0128979229253757, 0.0176179905787488]"
optimized,equal_per_property,grid,30,train_range_nrmse_so,0.00037289098556928,0.00032610685678209996,0.0003860837143944198,0.0006168996631349751,8,0,0.013671875,True,"[0.00037431057610169997, 0.0007063844987820999, 0.00027790313746249996, -3.5888466461999865e-06, 0.00012789024865309992, 1.768099380459998e-05, 0.0005293783862605001, -0.00010989979448919996, 0.0010924861683049, 0.0007163644874588]"
optimized,equal_per_property,grid,100,anomaly_relative_frobenius_p,0.02393033002384016,0.012046515027207334,0.050202895072795746,0.07462421717804485,7,0,0.232421875,True,"[0.0615680448696853, 0.0716271788209468, 0.040567761922919596, 0.1226152944617887, -0.03320888892699331, 0.009231277609467375, -0.026582084377451493, 0.0045469312097389004, -0.0259239677966476, 0.014861752444947293]"
optimized,equal_per_property,grid,100,anomaly_relative_frobenius_so,0.0158575680186298,0.005541676402929907,0.05045987134611551,0.07616685942904489,5,0,0.556640625,False,"[-0.04870324082866101, 0.10716250074078904, 0.013737061655309635, 0.019205630417390485, -0.029112298076410414, 0.07171684539874879, 0.0646549512612627, -0.0026537088494498207, -0.010399615541521606, -0.02703244599115978]"
optimized,equal_per_property,grid,100,anomaly_ssim_p,0.018904662685762675,0.01657132416915813,0.032628953578737206,0.030852669676144834,7,0,0.10546875,True,"[0.0440022635785694, 0.032926138438635344, 0.01859657116131519, 0.09220534899500243, -0.01272057250588754, 0.019334081239785417, 0.00606621294934262, -0.003788131699410169, -0.022121362476727024, 0.014546077177001071]"
optimized,equal_per_property,grid,100,anomaly_ssim_so,0.022035265946995296,0.02067533035903868,0.019326805360084454,0.03519607687587056,10,0,0.001953125,True,"[0.000353814419539078, 0.05050968022700497, 0.036962318081086076, 0.005298803199540347, 0.020473796318536186, 0.03869971679412565, 0.043729358886171354, 0.020876864399541173, 0.002326119253480141, 0.0011221878909279948]"
optimized,equal_per_property,grid,100,relative_frobenius_p,8.309795533030001e-05,0.00010082159463270003,0.00026673989649193765,0.00037290890895190005,7,0,0.322265625,True,"[0.00029539676352260003, 0.00029723838323450003, 0.0003183429124014, 0.0004148374257537, -0.00041226229053149994, 7.397524941420001e-05, -0.00012195253603970008, 6.133388553760001e-05, -0.00022359817984099993, 0.00012766793985120005]"
optimized,equal_per_property,grid,100,relative_frobenius_so,4.8598533897319975e-05,1.4314632588350055e-05,0.000159005447902921,0.00024456026650849995,5,0,0.6953125,False,"[-0.0001357703069436, 0.0003216538104234999, 3.9086002763399994e-05, 5.5070570776899865e-05, -8.691272079500005e-05, 0.0002543914403204, 0.00020076059017729996, -1.0456737586699884e-05, -6.015056234019993e-05, -9.16867478228001e-05]"
optimized,equal_per_property,grid,100,ssim_p,-2.081080290720072e-05,-8.047265125449288e-05,0.00016276975197545537,0.00023476374439315717,4,0,0.845703125,False,"[0.00010450681585738586, -0.00010868265324159854, 0.00022984668065240133, 0.00011728607170358174, -9.206284408658227e-05, -0.00027683764322739, -0.00014921134639478417, -0.00012466909778763302, -6.888245842240348e-05, 0.00016059844587501537]"
optimized,equal_per_property,grid,100,ssim_so,-4.236120839273827e-06,-6.109703570233993e-06,8.541646114338657e-06,9.463117068342353e-06,2,0,0.130859375,False,"[-4.7653844181816396e-07, 4.002054347918005e-07, -7.588894339827235e-06, -2.055542978052216e-07, -1.4238734934779451e-05, -1.247285896754935e-05, 1.5118318327234093e-05, -1.0339515618129624e-05, -4.6305128006407514e-06, -7.927122754214366e-06]"
optimized,equal_per_property,grid,100,rmse_p,0.013408274939986864,0.01621042119014915,0.0424996155608577,0.05966587662611794,7,0,0.322265625,True,"[0.0471485815338751, 0.047556242808285305, 0.05116617933803119, 0.06634618631391279, -0.06516023769563431, 0.011885700154649098, -0.01951424833464971, 0.009696548458208394, -0.03557734540245841, 0.0205351422256492]"
optimized,equal_per_property,grid,100,rmse_so,1.3087107631000007e-05,3.857673403149988e-06,4.278763618428561e-05,6.576891345452499e-05,5,0,0.6953125,False,"[-3.65351244225e-05, 8.653552910990002e-05, 1.0522945885400013e-05, 1.4813340218799986e-05, -2.334682984379995e-05, 6.851954303510003e-05, 5.4018023210100044e-05, -2.807599079100037e-06, -1.6167754437599994e-05, -2.4680997366300023e-05]"
optimized,equal_per_property,grid,100,train_range_nrmse_p,0.00032426326783927,0.0003915302209432001,0.0010264538254124698,0.0014400766661028749,7,0,0.322265625,True,"[0.0011387794511062, 0.0011486256918032999, 0.0012358173814413002, 0.0016024591021739, -0.0015738148912002002, 0.00028707525566590026, -0.0004713275412393, 0.0002383324858224998, -0.0008592994434013998, 0.0004959851862205]"
optimized,equal_per_property,grid,100,train_range_nrmse_so,2.001083686777e-05,5.898574026950027e-06,6.542441857910333e-05,0.00010056393171175003,5,0,0.6953125,False,"[-5.5864017885099955e-05, 0.0001323171173576, 1.609010634130004e-05, 2.265033213930004e-05, -3.5698461154000047e-05, 0.00010476978080929992, 8.259623752279998e-05, -4.292958287399986e-06, -2.4721298677300024e-05, -3.773846948879994e-05]"
optimized,equal_per_property,grid,300,anomaly_relative_frobenius_p,0.02523805741036378,0.013752535368904101,0.03347208944497977,0.04211201171123572,8,0,0.037109375,True,"[0.0885450870862319, -0.0003806350369672043, 0.0009899799304985968, 0.0384955431493542, 0.013554860636962901, 0.05983502091060959, -0.024767469406393794, 0.0139502101008453, 0.048770105054895194, 0.0133878716776011]"
optimized,equal_per_property,grid,300,anomaly_relative_frobenius_so,-0.006479809487876622,-0.00877176594990961,0.031867688684102564,0.038120787514430626,3,0,0.556640625,False,"[-0.002409729702774699, 0.032101966308895696, -0.019372843030800724, 0.05083590232114543, -0.050791648778606424, -0.03114793362558399, -0.005351208479361491, -0.0404956884222038, 0.014025411950981503, -0.012192323420457729]"
optimized,equal_per_property,grid,300,anomaly_ssim_p,0.01016525914975459,0.004613918311155707,0.021707043883435168,0.01856652775007822,9,0,0.064453125,True,"[0.055787013886014813, 0.0016141901106888623, 0.000385668554915064, 0.012712847489916634, 0.0011260708558051835, 0.02218188872950022, -0.027713973726828156, 0.00497153280612006, 0.02633104897522187, 0.0042563038161913536]"
optimized,equal_per_property,grid,300,anomaly_ssim_so,0.012729570562752823,0.012207016223621303,0.010779414194548361,0.01511273126027185,9,0,0.005859375,True,"[0.004548008735223985, 0.009827123543232008, 0.014586908904010598, 0.0307811121655438, 0.007972021287610764, 0.023284585631934807, 0.01739121173624758, 0.00114255163701793, 0.021558586932707513, -0.003796404946000753]"
optimized,equal_per_property,grid,300,relative_frobenius_p,0.00018192262672878998,0.00014925638025959997,0.00020090570129557822,0.00032795294051495005,8,0,0.013671875,True,"[0.00042482966945710005, -1.5795588331e-06, 7.76856004259998e-06, 0.0001302398048561, 0.00016827295566309994, 0.0004794905735508, -0.00011362749671950005, 0.0001881753978856, 0.0004206496014218, 0.00011500675996339998]"
optimized,equal_per_property,grid,300,relative_frobenius_so,-2.1825475811299996e-05,-2.8984571711099976e-05,0.00010439386716138613,0.000155807507012,3,0,0.431640625,False,"[-6.717617469200062e-06, 9.635571878180004e-05, -5.512146740230001e-05, 0.00014576778246509986, -0.00015163489936209998, -0.00011048684104769993, -1.661607891619986e-05, -0.00015957017564700003, 8.112188499060009e-05, -4.135306450600009e-05]"
optimized,equal_per_property,grid,300,ssim_p,3.849267982206639e-05,4.3467354489512555e-05,8.755992355206343e-05,6.767432530316309e-05,9,0,0.083984375,True,"[0.00010663317639725278, -0.00018550257641281043, 2.756364184763882e-05, 7.041525156259443e-05, 3.692655399878397e-05, 0.00012508387062992732, 9.978539457389246e-06, 4.477828671323181e-05, 0.00010689363176086264, 4.21564222657933e-05]"
optimized,equal_per_property,grid,300,ssim_so,-4.174328972994523e-06,-1.5140326680707084e-06,6.568349278978515e-06,1.0159074869259266e-05,3,0,0.130859375,False,"[-1.0595736001928202e-06, 1.7712111766154948e-06, -4.61195142775761e-06, 1.7979149634639313e-06, -1.0357147065209737e-05, -1.4901495400510001e-05, -1.9684917359485965e-06, -1.4020536027836705e-05, 1.967506063627056e-06, -3.6072667619624355e-07]"
optimized,equal_per_property,grid,300,rmse_p,0.029026659648735083,0.023713035918982103,0.03212479369505979,0.052074328139251246,8,0,0.013671875,True,"[0.0678075008999489, -0.0002527193243867, 0.001248614374171897, 0.020829640292861308, 0.026596431545102897, 0.0770403780903844, -0.018182116261251005, 0.029749490811584504, 0.06693076023171769, 0.018498615827216902]"
optimized,equal_per_property,grid,300,rmse_so,-5.864916466490007e-06,-7.801298178900017e-06,2.806472822516706e-05,4.193101794349998e-05,3,0,0.431640625,False,"[-1.8076779494999968e-06, 2.592287993290001e-05, -1.4840100741800007e-05, 3.920983066139997e-05, -4.073275075729997e-05, -2.9759286910199995e-05, -4.470836311900011e-06, -4.284405862630002e-05, 2.1804596083699974e-05, -1.1131760045900022e-05]"
optimized,equal_per_property,grid,300,train_range_nrmse_p,0.00070234842247521,0.000572740836508,0.0007759520239341354,0.00126092010900545,8,0,0.013671875,True,"[0.0016377542259727999, -6.103928562599999e-06, 3.015779888749983e-05, 0.000503098196547, 0.000642383476469, 0.0018607558620135003, -0.0004391525620141999, 0.0007312158679591, 0.0016165783130513, 0.0004467969744287]"
optimized,equal_per_property,grid,300,train_range_nrmse_so,-8.967748257519998e-06,-1.1928571966899975e-05,4.291236185156105e-05,6.411460678889995e-05,3,0,0.431640625,False,"[-2.764029270500021e-06, 3.9637369547600013e-05, -2.2691250306500004e-05, 5.995377642639991e-05, -6.228239681089999e-05, -4.550342615419994e-05, -6.836130535599989e-06, -6.55106912923e-05, 3.334030921899999e-05, -1.702101339819996e-05]"
optimized,equal_per_property,wells,5,anomaly_relative_frobenius_p,0.10188795484598911,0.0793782924674023,0.0999048830115509,0.08775910531720242,9,0,0.005859375,True,"[0.009156356354249828, 0.3308761354063289, 0.06401863312073952, 0.07591731701006932, -0.02082468634838361, 0.08283926792473528, 0.14066241084484832, 0.0411837762312543, 0.17843118736728203, 0.11661915054876718]"
optimized,equal_per_property,wells,5,anomaly_relative_frobenius_so,1.1825850410388241,1.1040722830976064,0.33534076741206287,0.4845828923134623,10,0,0.001953125,True,"[1.7367798949687188, 1.5820569416136006, 1.1111019452401916, 1.5373212124521833, 1.0970426209550213, 0.9140017244702308, 0.9769339441913865, 0.9703334140540376, 0.6859765941920726, 1.2143021182507985]"
optimized,equal_per_property,wells,5,anomaly_ssim_p,0.10504296154767441,0.06751344804183262,0.13314238620786453,0.14071570908180475,10,0,0.001953125,True,"[0.012736874732710679, 0.4381508488643694, 0.010152893335483415, 0.09064768137484847, 0.006043746384399862, 0.09920382792606353, 0.1700890124522335, 0.010073994651046414, 0.16895152104677214, 0.04437921470881678]"
optimized,equal_per_property,wells,5,anomaly_ssim_so,0.11109639829257197,0.11135745219914667,0.012153315582352116,0.013230626869987161,10,0,0.001953125,True,"[0.11728603241042246, 0.13495071821399518, 0.11451814642358993, 0.10740080753497172, 0.09805400867938274, 0.10269671453741369, 0.09226451977285921, 0.11655536139589406, 0.1081967579747034, 0.11904091598248723]"
optimized,equal_per_property,wells,5,relative_frobenius_p,0.0006323183483062499,0.0006004289934253499,0.0005589689186443906,0.0005990835204304998,9,0,0.009765625,True,"[4.3931199024199556e-05, 0.0013730694012801998, 0.0005023663408972, 0.00025684678650260027, -0.00025852213581910007, 0.0006638361194709001, 0.0006453270362251997, 0.0005555309506255, 0.0015389962306371, 0.0010018015542187]"
optimized,equal_per_property,wells,5,relative_frobenius_so,0.00386203011207066,0.00389557991917095,0.000669033001866373,0.0010853813301697009,10,0,0.001953125,True,"[0.004841631386767801, 0.0047486260591085, 0.0031614136117128003, 0.0044081425497312, 0.0032751436786311, 0.0032421143714638995, 0.0030334851604413996, 0.0038235249072068, 0.0039676349311351, 0.004118584464508]"
optimized,equal_per_property,wells,5,ssim_p,-2.017073429970706e-05,0.0002872320777029258,0.0008534756198625217,0.0005039611592324023,7,0,0.431640625,True,"[0.0004366681837355557, 0.00021451529040061867, 0.0002475867793809705, 0.0004829954122246294, -0.002203594937038811, 0.0003268773760248811, -0.00019629499240336745, 0.0003314703989134582, -0.0005936458312257864, 0.0007517149769907805]"
optimized,equal_per_property,wells,5,ssim_so,0.0002255290090650841,0.00022363293332505751,6.063109823415328e-05,9.983886214104398e-05,10,0,0.001953125,True,"[0.0002588866033231829, 0.00028366355105380325, 0.00014277765709602708, 0.00025442297997557706, 0.00016410847763581593, 0.00019284288667453797, 0.00017951715638198085, 0.00017700155051281197, 0.00031091152980033954, 0.0002911576981967645]"
optimized,equal_per_property,wells,5,rmse_p,0.10114151679283653,0.09554422509116928,0.08917615591081715,0.0965236275304203,9,0,0.005859375,True,"[0.007011903902995775, 0.21968233419028393, 0.0807436424384253, 0.04107827233879113, -0.040860792283079095, 0.10665941825585051, 0.10326207597570108, 0.08782637420663747, 0.24487408846254938, 0.16113785044020978]"
optimized,equal_per_property,wells,5,rmse_so,0.00103882455430027,0.0010465283233872,0.0001799899639027876,0.0002915873063903501,10,0,0.001953125,True,"[0.0013028592857002, 0.0012775376981511, 0.0008511329377673, 0.0011857388510893001, 0.0008797817106575, 0.0008732534196920999, 0.0008162103511435001, 0.0010266036533412, 0.0010664529934332, 0.0011086746420273]"
optimized,equal_per_property,wells,5,train_range_nrmse_p,0.0024466130598478396,0.0023263910500219993,0.0021532827657519335,0.00233133432773915,9,0,0.005859375,True,"[0.00016935847947249956, 0.005305986305594199, 0.0019502022245409005, 0.0009921633038470993, -0.000986910509162501, 0.0025761443891888, 0.0024940883982948, 0.0021586937017491984, 0.0059144426190033995, 0.0038919616859499993]"
optimized,equal_per_property,wells,5,train_range_nrmse_so,0.0015884142834653402,0.00160019372861185,0.0002752135847772357,0.00044585145819887504,10,0,0.001953125,True,"[0.0019921364875185, 0.0019534185238579, 0.0013014244897090002, 0.0018130535322189998, 0.0013452298848299002, 0.0013352478040511999, 0.0012480261221222, 0.0015697279195746, 0.0016306595376491002, 0.001695218533122]"
optimized,equal_per_property,wells,10,anomaly_relative_frobenius_p,0.056445842331742636,0.05022333864644804,0.0452909002927558,0.06526702497882697,10,0,0.001953125,True,"[0.003154080250417912, 0.05049510699978138, 0.0173312588336115, 0.07537973107774526, 0.0499515702931147, 0.08700194767281769, 0.1323734005591204, 0.008961480049807402, 0.11648614990095421, 0.02332369768005589]"
optimized,equal_per_property,wells,10,anomaly_relative_frobenius_so,-0.008760545301486367,-0.011796174108314905,0.16408250575117192,0.10152760443383457,4,0,0.845703125,False,"[0.15644508992633654, -0.14039764512966002, 0.28972324855682874, 0.03610569691223886, -0.07978926023628918, -0.3244252189775627, 0.02837526521981404, -0.03005028106994012, -0.007278459828286121, -0.01631388838834369]"
optimized,equal_per_property,wells,10,anomaly_ssim_p,0.053229198940878686,0.04763525661138551,0.03800592045050112,0.06702079104543096,10,0,0.001953125,True,"[0.025730916449663965, 0.0884420382389337, 0.014744767374629597, 0.06953959677310706, 0.01591357926478798, 0.09679844324775233, 0.07418755458985948, 0.014117905050298085, 0.10912742108918183, 0.02368976733057282]"
optimized,equal_per_property,wells,10,anomaly_ssim_so,0.013790829865900545,0.010802083428412879,0.01965051599880964,0.03409602522105035,6,0,0.10546875,False,"[0.04277709184689993, 0.006023128119601484, 0.039715438777115586, -0.004278500748681746, -0.0008487408019136611, -0.003636768979754068, 0.015581038737224273, -0.009594776243439851, 0.03622733259553601, 0.01594305535641749]"
optimized,equal_per_property,wells,10,relative_frobenius_p,0.00038662616214873004,0.00023228626923849994,0.00032257696998397935,0.00046481584445935025,10,0,0.001953125,True,"[1.5132932998599986e-05, 0.0002095445362073, 0.00013600167105979992, 0.00025502800226969986, 0.0006201095384420002, 0.0006971939368417, 0.0006072989489145, 0.00012088205566980004, 0.0010047108258602001, 0.00020035917322369992]"
optimized,equal_per_property,wells,10,relative_frobenius_so,-5.741372358875005e-05,-4.8715170238249885e-05,0.0005199115347395446,0.00030793129287557547,4,0,0.76953125,False,"[0.00043612288459079964, -0.0004214108220530004, 0.0008243483197387001, 0.0001035301260123001, -0.0002382052313137004, -0.0011507895846937996, 8.810825591600013e-05, -0.00011841084360830019, -4.209804198000017e-05, -5.5332298496499604e-05]"
optimized,equal_per_property,wells,10,ssim_p,-8.437956738757135e-05,-0.00015979276760103023,0.00035841357798923853,0.00024192163331449024,2,0,0.275390625,False,"[-2.1685493245660048e-05, -0.0001258351508404143, -0.0005043272593591164, -0.0004467628706927851, -0.00029107718365584123, -0.00020053247417384235, 0.0002544203104379861, -0.00019375038436164616, 0.0007267758441620309, -4.102101214642495e-05]"
optimized,equal_per_property,wells,10,ssim_so,-1.8111882468474506e-06,7.798535982594945e-06,4.382115861387725e-05,3.148379276390889e-05,6,0,0.556640625,False,"[2.838524629678041e-05, -2.7722046327394168e-05, 2.5471245590269476e-05, 9.236976642568173e-06, -6.82673492902186e-06, -0.00011283354759605846, 6.360095322621717e-06, 2.4676411565560663e-05, 3.950528889840044e-05, -4.364817932200893e-06]"
optimized,equal_per_property,wells,10,rmse_p,0.06169958962746184,0.0371565880762043,0.05138155820296768,0.07335178545796246,10,0,0.001953125,True,"[0.002415383015101108, 0.03352578739859138, 0.0218590884880292, 0.04078738875381721, 0.09801159565214768, 0.1120190624371496, 0.09717700744355201, 0.019110785176187917, 0.15986241080598468, 0.03222738710405759]"
optimized,equal_per_property,wells,10,rmse_so,-1.544763753299999e-05,-1.3105128989749943e-05,0.00013998591070373966,8.275198297067501e-05,4,0,0.76953125,False,"[0.00011735853155779997, -0.00011337346947939996, 0.00022193553052450002, 2.7848394484899955e-05, -6.398760679110006e-05, -0.00030996159451530004, 2.3707012461400057e-05, -3.179291559329996e-05, -1.1315452068199955e-05, -1.4894805911299931e-05]"
optimized,equal_per_property,wells,10,train_range_nrmse_p,0.00149104424524755,0.0008974428837058,0.0012402709539951098,0.0017716650109680248,10,0,0.001953125,True,"[5.833873373629981e-05, 0.0008097481733196996, 0.0005279628427502002, 0.0009851375940919003, 0.0023672735736197, 0.0027055958479673993, 0.0023471157688424006, 0.00046972600164789987, 0.0038611559989212, 0.0007783879175787996]"
optimized,equal_per_property,wells,10,train_range_nrmse_so,-2.3620204202560014e-05,-2.0038392419399927e-05,0.00021404540268641668,0.00012653188759509994,4,0,0.76953125,False,"[0.0001794470173441, -0.00017335365971250013, 0.0003393504372169999, 4.2581576829699977e-05, -9.784022544619998e-05, -0.0004739466563586001, 3.624919824619997e-05, -4.861294530649992e-05, -1.73018876137999e-05, -2.2774897224999953e-05]"
optimized,equal_per_property,wells,15,anomaly_relative_frobenius_p,0.004313056008752098,0.0017940815991855513,0.03234790302514728,0.045565339147760106,6,0,0.625,False,"[0.015059668540817195, 0.0009000013796595097, 0.035136923219335696, -0.018719146181342516, -0.0056334798481885995, -0.0349047430040251, 0.048353034614288415, 0.002688161818711593, -0.04567635996171071, 0.0459264995099755]"
optimized,equal_per_property,wells,15,anomaly_relative_frobenius_so,0.1413261344608323,0.09874466695435219,0.2604105205133178,0.3851298417314156,5,0,0.232421875,False,"[0.5917400790212254, -0.06598261273732609, 0.32498822606826927, -0.11915520840305382, 0.2026478144835544, -0.005158480574850022, -0.09166831184568636, -0.11940287208095435, 0.22456714044646964, 0.47068557023067503]"
optimized,equal_per_property,wells,15,anomaly_ssim_p,0.021390683367022358,0.020071639128994456,0.013993882655117485,0.023550137308373215,10,0,0.001953125,True,"[0.016868380395072435, 0.008392298272104415, 0.0035147972084772494, 0.0383620678054174, 0.0171701135536958, 0.041242485811985974, 0.037745528357105984, 0.004628758188510607, 0.023009239373560586, 0.022973164704293114]"
optimized,equal_per_property,wells,15,anomaly_ssim_so,0.015505955230547274,0.018933095695145896,0.024704533836424746,0.030941865960788656,7,0,0.083984375,True,"[0.03367411699562184, 0.011278512942493935, 0.026587678447797858, 0.009413547952678014, 0.03339947288037526, -0.009164742662135628, -0.00022391731021398353, -0.03257367512495846, 0.050357716959749, 0.03231084122406491]"
optimized,equal_per_property,wells,15,relative_frobenius_p,1.9739170932919947e-05,1.9997817406199915e-05,0.00024172688734873515,0.0002527224582311749,6,0,0.76953125,False,"[7.22546469698e-05, 3.7348246768999314e-06, 0.0002757260923518, -6.333143388240008e-05, -6.993523062399996e-05, -0.00027971069430469996, 0.00022183268673349986, 3.62608101354999e-05, -0.0003939655776969001, 0.0003945255849696999]"
optimized,equal_per_property,wells,15,relative_frobenius_so,0.00047614387126290996,0.0002933464178529999,0.0008412614231663637,0.00146832352404205,5,0,0.232421875,False,"[0.0016495972504618002, -0.00019805023830109974, 0.0009246876093953003, -0.0003416677919547001, 0.000604990814319, -1.8297978613000115e-05, -0.0002846399854565004, -0.00047049792244720006, 0.0012988787640340997, 0.0015964381911913999]"
optimized,equal_per_property,wells,15,ssim_p,-0.0002500612933190816,-0.00021069786361904708,0.00019234304918606664,0.00020551724707798535,1,0,0.00390625,False,"[-0.00013933312599401226, -0.0002179701277259527, 0.00010039014808671531, -0.000352425939679768, -0.0003403179179698457, -0.0005254994737836638, -0.00015752737071517142, -0.00020342559951214145, -0.0005298838993273991, -0.0001346196265695765]"
optimized,equal_per_property,wells,15,ssim_so,2.0776351128604097e-05,1.1646497886153018e-05,5.01387748957735e-05,7.763321886403163e-05,6,0,0.431640625,False,"[7.025099986701644e-05, -2.3899955097550496e-05, 2.0479394475581003e-05, -3.189529531766322e-05, 2.4329832371994264e-05, -3.939864536040005e-05, -3.7501781904314413e-06, 2.8136012967250323e-06, 9.314330645315838e-05, 9.569045078761107e-05]"
optimized,equal_per_property,wells,15,rmse_p,0.0032325713592190677,0.003165090924634892,0.038710624651792154,0.0403280171487856,6,0,0.76953125,False,"[0.011532638588292482, 0.0005975480933831934, 0.044316522026605604, -0.010128785039714205, -0.011053633464477824, -0.044941483386378794, 0.03549658152456742, 0.00573263375588659, -0.0626849889581701, 0.06345868045219631]"
optimized,equal_per_property,wells,15,rmse_so,0.00012811989650177,7.879322966259999e-05,0.00022631962661444517,0.00039484061659592507,5,0,0.232421875,False,"[0.00044389853827030005, -5.328207410070006e-05, 0.00024894941888829996, -9.190464476049995e-05, 0.00016251496293930002, -4.928503614100039e-06, -7.658718938490005e-05, -0.0001263271190318, 0.00034912313508000004, 0.0004297424407318]"
optimized,equal_per_property,wells,15,train_range_nrmse_p,7.832063204920981e-05,7.766779246884967e-05,0.0009349954620797558,0.0009740423940411004,6,0,0.76953125,False,"[0.0002785477614410999, 1.4432576074499721e-05, 0.0010703775211293998, -0.0002446404937890001, -0.0002669783531105002, -0.0010854714207228005, 0.0008573487538676003, 0.00014090300886319962, -0.0015140302209746999, 0.0015327171877132996]"
optimized,equal_per_property,wells,15,train_range_nrmse_so,0.00019590167825462996,0.00012047875737850007,0.00034605393764981096,0.000603730892283075,5,0,0.232421875,False,"[0.0006787428884686001, -8.14709348212002e-05, 0.00038065601278460003, -0.00014052676156920004, 0.00024849344130440005, -7.535926547399922e-06, -0.00011710561234410007, -0.00019316043255660008, 0.0005338265948313999, 0.0006570975129957999]"
optimized,equal_per_property,wells,20,anomaly_relative_frobenius_p,0.04185658741779765,0.02717282699484865,0.03453307178774023,0.046216091242030126,10,0,0.001953125,True,"[0.0762101149791129, 0.031029509161930702, 0.021291624388347398, 0.0801739036556018, 0.00026448485680840433, 0.042519928611382804, 0.1074923999480455, 0.022411035415558805, 0.013856728333421608, 0.023316144827766595]"
optimized,equal_per_property,wells,20,anomaly_relative_frobenius_so,0.08220375971951074,0.08702796706433169,0.16298319616920692,0.13043753079566467,7,0,0.130859375,True,"[0.4280632966287693, -0.18785617832068413, 0.08340077943628843, 0.19472537633660358, 0.09065515469237495, -0.05519583721191745, -0.002237661113015821, 0.02470706952840024, 0.14698430607686153, 0.09879129114142693]"
optimized,equal_per_property,wells,20,anomaly_ssim_p,0.021968726165176766,0.016244705885422428,0.01821543284120936,0.027425421327255978,10,0,0.001953125,True,"[0.04304542404079803, 0.012622707668252242, 0.0025296091434678925, 0.032486062636031154, 0.002326464496807401, 0.053791126342960016, 0.03596809238660337, 0.006818791826281201, 0.019866704102592614, 0.010232279007973744]"
optimized,equal_per_property,wells,20,anomaly_ssim_so,0.008845261087668987,0.012547391296578447,0.008960649811235032,0.003812817368138738,8,0,0.013671875,True,"[0.014248249429916315, -0.003998327997951745, 0.01224185391519006, 0.013508333986256948, 0.012852928677966835, 0.013119501217954133, -0.010872133773159431, 0.00898572950555554, 0.016930430727457813, 0.011436045187503407]"
optimized,equal_per_property,wells,20,relative_frobenius_p,0.00023920253684017002,0.00023577107400079997,0.00014325193103073832,0.00019278299268895,10,0,0.001953125,True,"[0.00036564781876980004, 0.0001287662209747, 0.0001670794097643, 0.00027124785656729996, 3.283371904399938e-06, 0.0003407353193319, 0.0004931505969401999, 0.0003023040854485, 0.0001195163972663, 0.00020029429143429998]"
optimized,equal_per_property,wells,20,relative_frobenius_so,0.00027755965004720007,0.00025397223842545027,0.0005050577942021555,0.00048340967994769967,7,0,0.130859375,True,"[0.0011933145348383, -0.0005638600737266999, 0.0002372998809577003, 0.0005583590533903998, 0.00027064459589320024, -0.00019578870835660006, -6.948178861899794e-06, 9.735632552449998e-05, 0.0008501457222547001, 0.0003350733485584]"
optimized,equal_per_property,wells,20,ssim_p,9.122609993301722e-05,0.00012001866356137203,0.000201736338826627,0.0002442784193892322,7,0,0.193359375,True,"[0.00010551397352198677, -0.0002266939176516214, 1.9158572285737918e-05, 0.00019973673404483083, -8.18104463894409e-05, 0.0004273677092525574, 0.00031454953455045676, 0.0001516307085398516, -0.00013171522242494405, 0.0001345233536007573]"
optimized,equal_per_property,wells,20,ssim_so,8.112348772271183e-06,3.7477680706610172e-06,3.257309730581447e-05,2.373548344872245e-05,5,0,0.556640625,False,"[5.13135545425758e-05, -4.0518413762402616e-05, -3.416031153169463e-06, 2.338854524841505e-05, 9.843582642554694e-06, -2.9133461570851615e-05, 7.659623829536777e-06, -3.838894751306832e-06, 6.598907038557478e-05, -1.640876882147424e-07]"
optimized,equal_per_property,wells,20,rmse_p,0.038240182726701356,0.037799214701677894,0.02289743721720574,0.03084308702439824,10,0,0.001953125,True,"[0.05836142478462741, 0.020601772905442794, 0.026854108292246992, 0.0433814784101499, 0.0005189543129376917, 0.05474638976880922, 0.0789115464719908, 0.04779260579974069, 0.019016595527862196, 0.032216950993205894]"
optimized,equal_per_property,wells,20,rmse_so,7.464409776657999e-05,6.829437812754999e-05,0.00013587331996048614,0.00013006068270242496,7,0,0.130859375,True,"[0.00032111509495, -0.0001516970365115, 6.388716239569996e-05, 0.0001501920627551, 7.270159385940002e-05, -5.27350794945e-05, -1.8695247243999359e-06, 2.613984788509997e-05, 0.0002285090402945999, 9.019781625630005e-05]"
optimized,equal_per_property,wells,20,train_range_nrmse_p,0.0009256514801885999,0.0009129642413376501,0.0005540222737598008,0.0007500440366582749,10,0,0.001953125,True,"[0.0014096031973785, 0.0004975945166923001, 0.0006486076197210998, 0.0010477926284292, 1.2534300893300102e-05, 0.0013222892749419, 0.0019059501824619997, 0.0011746994916054002, 0.0004593077355162, 0.0007781358542461002]"
