capacity_regime,geometry,budget,metric,coupling_metric,spearman_rho,p_value
equal_total,grid,300,anomaly_relative_frobenius_p,property_rank1_energy,0.6969696969696969,0.025096675882251854
equal_total,grid,300,anomaly_relative_frobenius_so,anomaly_pearson,0.6727272727272726,0.033041222545437725
equal_total,grid,300,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.5151515151515151,0.12755286970323432
equal_total,grid,300,anomaly_relative_frobenius_so,subspace_cosine_mean_16,0.16363636363636364,0.6514773427962428
equal_total,grid,300,anomaly_relative_frobenius_so,property_rank1_energy,0.6727272727272726,0.033041222545437725
equal_total,grid,300,anomaly_ssim_p,anomaly_pearson,0.41818181818181815,0.22911284098281895
equal_total,grid,300,anomaly_ssim_p,temporal_spatial_mean_pearson,0.7212121212121211,0.018573155089460232
equal_total,grid,300,anomaly_ssim_p,subspace_cosine_mean_16,0.05454545454545454,0.8810361811618524
equal_total,grid,300,anomaly_ssim_p,property_rank1_energy,0.41818181818181815,0.22911284098281895
equal_total,grid,300,anomaly_ssim_so,anomaly_pearson,0.6969696969696969,0.025096675882251854
equal_total,grid,300,anomaly_ssim_so,temporal_spatial_mean_pearson,0.49090909090909085,0.14965567342083683
equal_total,grid,300,anomaly_ssim_so,subspace_cosine_mean_16,0.16363636363636364,0.6514773427962428
equal_total,grid,300,anomaly_ssim_so,property_rank1_energy,0.6969696969696969,0.025096675882251854
equal_total,grid,300,relative_frobenius_p,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,relative_frobenius_p,temporal_spatial_mean_pearson,0.19999999999999998,0.5795840000000001
equal_total,grid,300,relative_frobenius_p,subspace_cosine_mean_16,0.3939393939393939,0.2599977668348876
equal_total,grid,300,relative_frobenius_p,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,grid,300,relative_frobenius_so,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,relative_frobenius_so,temporal_spatial_mean_pearson,0.5393939393939393,0.1075931877824148
equal_total,grid,300,relative_frobenius_so,subspace_cosine_mean_16,0.17575757575757575,0.6271883447764844
equal_total,grid,300,relative_frobenius_so,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,grid,300,ssim_p,anomaly_pearson,-0.0303030303030303,0.9337729580941466
equal_total,grid,300,ssim_p,temporal_spatial_mean_pearson,0.09090909090909088,0.8027717312071619
equal_total,grid,300,ssim_p,subspace_cosine_mean_16,-0.04242424242424241,0.9073638178128159
equal_total,grid,300,ssim_p,property_rank1_energy,-0.0303030303030303,0.9337729580941466
equal_total,grid,300,ssim_so,anomaly_pearson,0.7454545454545454,0.013330146315440055
equal_total,grid,300,ssim_so,temporal_spatial_mean_pearson,0.6606060606060605,0.03758837757140935
equal_total,grid,300,ssim_so,subspace_cosine_mean_16,0.5151515151515151,0.12755286970323432
equal_total,grid,300,ssim_so,property_rank1_energy,0.7454545454545454,0.013330146315440055
equal_total,grid,300,rmse_p,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,rmse_p,temporal_spatial_mean_pearson,0.19999999999999998,0.5795840000000001
equal_total,grid,300,rmse_p,subspace_cosine_mean_16,0.3939393939393939,0.2599977668348876
equal_total,grid,300,rmse_p,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,grid,300,rmse_so,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,rmse_so,temporal_spatial_mean_pearson,0.5393939393939393,0.1075931877824148
equal_total,grid,300,rmse_so,subspace_cosine_mean_16,0.17575757575757575,0.6271883447764844
equal_total,grid,300,rmse_so,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,grid,300,train_range_nrmse_p,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,train_range_nrmse_p,temporal_spatial_mean_pearson,0.19999999999999998,0.5795840000000001
equal_total,grid,300,train_range_nrmse_p,subspace_cosine_mean_16,0.3939393939393939,0.2599977668348876
equal_total,grid,300,train_range_nrmse_p,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,grid,300,train_range_nrmse_so,anomaly_pearson,0.6242424242424242,0.053717767217167436
equal_total,grid,300,train_range_nrmse_so,temporal_spatial_mean_pearson,0.5393939393939393,0.1075931877824148
equal_total,grid,300,train_range_nrmse_so,subspace_cosine_mean_16,0.17575757575757575,0.6271883447764844
equal_total,grid,300,train_range_nrmse_so,property_rank1_energy,0.6242424242424242,0.053717767217167436
equal_total,wells,5,anomaly_relative_frobenius_p,anomaly_pearson,0.3696969696969697,0.29305007529282234
equal_total,wells,5,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,5,anomaly_relative_frobenius_p,subspace_cosine_mean_16,0.6363636363636362,0.04791172612997546
equal_total,wells,5,anomaly_relative_frobenius_p,property_rank1_energy,0.3696969696969697,0.29305007529282234
equal_total,wells,5,anomaly_relative_frobenius_so,anomaly_pearson,0.2727272727272727,0.4458383415427514
equal_total,wells,5,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.16363636363636364,0.6514773427962428
equal_total,wells,5,anomaly_relative_frobenius_so,subspace_cosine_mean_16,-0.4666666666666666,0.17393859716506654
equal_total,wells,5,anomaly_relative_frobenius_so,property_rank1_energy,0.2727272727272727,0.4458383415427514
equal_total,wells,5,anomaly_ssim_p,anomaly_pearson,0.41818181818181815,0.22911284098281895
equal_total,wells,5,anomaly_ssim_p,temporal_spatial_mean_pearson,0.5636363636363636,0.0897240283170912
equal_total,wells,5,anomaly_ssim_p,subspace_cosine_mean_16,0.34545454545454546,0.3282265114713673
equal_total,wells,5,anomaly_ssim_p,property_rank1_energy,0.41818181818181815,0.22911284098281895
equal_total,wells,5,anomaly_ssim_so,anomaly_pearson,-0.2121212121212121,0.5563057751029298
equal_total,wells,5,anomaly_ssim_so,temporal_spatial_mean_pearson,0.09090909090909088,0.8027717312071619
equal_total,wells,5,anomaly_ssim_so,subspace_cosine_mean_16,-0.22424242424242422,0.5334005612725946
equal_total,wells,5,anomaly_ssim_so,property_rank1_energy,-0.2121212121212121,0.5563057751029298
equal_total,wells,5,relative_frobenius_p,anomaly_pearson,0.28484848484848485,0.4250381548921453
equal_total,wells,5,relative_frobenius_p,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,5,relative_frobenius_p,subspace_cosine_mean_16,0.5636363636363636,0.0897240283170912
equal_total,wells,5,relative_frobenius_p,property_rank1_energy,0.28484848484848485,0.4250381548921453
equal_total,wells,5,relative_frobenius_so,anomaly_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,5,relative_frobenius_so,temporal_spatial_mean_pearson,0.43030303030303024,0.21449233253280778
equal_total,wells,5,relative_frobenius_so,subspace_cosine_mean_16,-0.38181818181818183,0.27625533338543623
equal_total,wells,5,relative_frobenius_so,property_rank1_energy,0.1515151515151515,0.6760651759978539
equal_total,wells,5,ssim_p,anomaly_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,5,ssim_p,temporal_spatial_mean_pearson,0.09090909090909088,0.8027717312071619
equal_total,wells,5,ssim_p,subspace_cosine_mean_16,0.6727272727272726,0.033041222545437725
equal_total,wells,5,ssim_p,property_rank1_energy,0.1515151515151515,0.6760651759978539
equal_total,wells,5,ssim_so,anomaly_pearson,0.43030303030303024,0.21449233253280778
equal_total,wells,5,ssim_so,temporal_spatial_mean_pearson,0.6606060606060605,0.03758837757140935
equal_total,wells,5,ssim_so,subspace_cosine_mean_16,0.19999999999999998,0.5795840000000001
equal_total,wells,5,ssim_so,property_rank1_energy,0.43030303030303024,0.21449233253280778
equal_total,wells,5,rmse_p,anomaly_pearson,0.28484848484848485,0.4250381548921453
equal_total,wells,5,rmse_p,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,5,rmse_p,subspace_cosine_mean_16,0.5636363636363636,0.0897240283170912
equal_total,wells,5,rmse_p,property_rank1_energy,0.28484848484848485,0.4250381548921453
equal_total,wells,5,rmse_so,anomaly_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,5,rmse_so,temporal_spatial_mean_pearson,0.43030303030303024,0.21449233253280778
equal_total,wells,5,rmse_so,subspace_cosine_mean_16,-0.38181818181818183,0.27625533338543623
equal_total,wells,5,rmse_so,property_rank1_energy,0.1515151515151515,0.6760651759978539
equal_total,wells,5,train_range_nrmse_p,anomaly_pearson,0.28484848484848485,0.4250381548921453
equal_total,wells,5,train_range_nrmse_p,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,5,train_range_nrmse_p,subspace_cosine_mean_16,0.5636363636363636,0.0897240283170912
equal_total,wells,5,train_range_nrmse_p,property_rank1_energy,0.28484848484848485,0.4250381548921453
equal_total,wells,5,train_range_nrmse_so,anomaly_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,5,train_range_nrmse_so,temporal_spatial_mean_pearson,0.43030303030303024,0.21449233253280778
equal_total,wells,5,train_range_nrmse_so,subspace_cosine_mean_16,-0.38181818181818183,0.27625533338543623
equal_total,wells,5,train_range_nrmse_so,property_rank1_energy,0.1515151515151515,0.6760651759978539
equal_total,wells,10,anomaly_relative_frobenius_p,anomaly_pearson,-0.0303030303030303,0.9337729580941466
equal_total,wells,10,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.10303030303030303,0.7769984634438898
equal_total,wells,10,anomaly_relative_frobenius_p,subspace_cosine_mean_16,0.3696969696969697,0.29305007529282234
equal_total,wells,10,anomaly_relative_frobenius_p,property_rank1_energy,-0.0303030303030303,0.9337729580941466
equal_total,wells,10,anomaly_relative_frobenius_so,anomaly_pearson,0.5272727272727272,0.11730806555020232
equal_total,wells,10,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.6606060606060605,0.03758837757140935
equal_total,wells,10,anomaly_relative_frobenius_so,subspace_cosine_mean_16,0.49090909090909085,0.14965567342083683
equal_total,wells,10,anomaly_relative_frobenius_so,property_rank1_energy,0.5272727272727272,0.11730806555020232
equal_total,wells,10,anomaly_ssim_p,anomaly_pearson,-0.04242424242424241,0.9073638178128159
equal_total,wells,10,anomaly_ssim_p,temporal_spatial_mean_pearson,0.23636363636363633,0.5108853175152
equal_total,wells,10,anomaly_ssim_p,subspace_cosine_mean_16,0.13939393939393938,0.7009318849100583
equal_total,wells,10,anomaly_ssim_p,property_rank1_energy,-0.04242424242424241,0.9073638178128159
equal_total,wells,10,anomaly_ssim_so,anomaly_pearson,0.4545454545454545,0.18690481034933198
equal_total,wells,10,anomaly_ssim_so,temporal_spatial_mean_pearson,0.7939393939393938,0.0060999233136969115
equal_total,wells,10,anomaly_ssim_so,subspace_cosine_mean_16,0.41818181818181815,0.22911284098281895
equal_total,wells,10,anomaly_ssim_so,property_rank1_energy,0.4545454545454545,0.18690481034933198
equal_total,wells,10,relative_frobenius_p,anomaly_pearson,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,relative_frobenius_p,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,10,relative_frobenius_p,subspace_cosine_mean_16,0.22424242424242422,0.5334005612725946
equal_total,wells,10,relative_frobenius_p,property_rank1_energy,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,relative_frobenius_so,anomaly_pearson,0.5151515151515151,0.12755286970323432
equal_total,wells,10,relative_frobenius_so,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,10,relative_frobenius_so,subspace_cosine_mean_16,0.5272727272727272,0.11730806555020232
equal_total,wells,10,relative_frobenius_so,property_rank1_energy,0.5151515151515151,0.12755286970323432
equal_total,wells,10,ssim_p,anomaly_pearson,0.12727272727272726,0.7260570147627894
equal_total,wells,10,ssim_p,temporal_spatial_mean_pearson,0.2727272727272727,0.4458383415427514
equal_total,wells,10,ssim_p,subspace_cosine_mean_16,0.3696969696969697,0.29305007529282234
equal_total,wells,10,ssim_p,property_rank1_energy,0.12727272727272726,0.7260570147627894
equal_total,wells,10,ssim_so,anomaly_pearson,-0.0303030303030303,0.9337729580941466
equal_total,wells,10,ssim_so,temporal_spatial_mean_pearson,0.6121212121212121,0.05997214247725529
equal_total,wells,10,ssim_so,subspace_cosine_mean_16,0.35757575757575755,0.3103760917056803
equal_total,wells,10,ssim_so,property_rank1_energy,-0.0303030303030303,0.9337729580941466
equal_total,wells,10,rmse_p,anomaly_pearson,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,rmse_p,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,10,rmse_p,subspace_cosine_mean_16,0.22424242424242422,0.5334005612725946
equal_total,wells,10,rmse_p,property_rank1_energy,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,rmse_so,anomaly_pearson,0.5151515151515151,0.12755286970323432
equal_total,wells,10,rmse_so,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,10,rmse_so,subspace_cosine_mean_16,0.5272727272727272,0.11730806555020232
equal_total,wells,10,rmse_so,property_rank1_energy,0.5151515151515151,0.12755286970323432
equal_total,wells,10,train_range_nrmse_p,anomaly_pearson,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,train_range_nrmse_p,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,10,train_range_nrmse_p,subspace_cosine_mean_16,0.22424242424242422,0.5334005612725946
equal_total,wells,10,train_range_nrmse_p,property_rank1_energy,-0.24848484848484845,0.4887763045192432
equal_total,wells,10,train_range_nrmse_so,anomaly_pearson,0.5151515151515151,0.12755286970323432
equal_total,wells,10,train_range_nrmse_so,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,10,train_range_nrmse_so,subspace_cosine_mean_16,0.5272727272727272,0.11730806555020232
equal_total,wells,10,train_range_nrmse_so,property_rank1_energy,0.5151515151515151,0.12755286970323432
equal_total,wells,15,anomaly_relative_frobenius_p,anomaly_pearson,0.32121212121212117,0.3654683104386705
equal_total,wells,15,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.10303030303030303,0.7769984634438898
equal_total,wells,15,anomaly_relative_frobenius_p,subspace_cosine_mean_16,-0.18787878787878787,0.6032176100292089
equal_total,wells,15,anomaly_relative_frobenius_p,property_rank1_energy,0.32121212121212117,0.3654683104386705
equal_total,wells,15,anomaly_relative_frobenius_so,anomaly_pearson,0.309090909090909,0.3848412302612833
equal_total,wells,15,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.07878787878787878,0.8287173946974605
equal_total,wells,15,anomaly_relative_frobenius_so,subspace_cosine_mean_16,-0.17575757575757575,0.6271883447764844
equal_total,wells,15,anomaly_relative_frobenius_so,property_rank1_energy,0.309090909090909,0.3848412302612833
equal_total,wells,15,anomaly_ssim_p,anomaly_pearson,0.2727272727272727,0.4458383415427514
equal_total,wells,15,anomaly_ssim_p,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,15,anomaly_ssim_p,subspace_cosine_mean_16,-0.06666666666666665,0.8548130882487427
equal_total,wells,15,anomaly_ssim_p,property_rank1_energy,0.2727272727272727,0.4458383415427514
equal_total,wells,15,anomaly_ssim_so,anomaly_pearson,0.309090909090909,0.3848412302612833
equal_total,wells,15,anomaly_ssim_so,temporal_spatial_mean_pearson,0.33333333333333326,0.3465935070873344
equal_total,wells,15,anomaly_ssim_so,subspace_cosine_mean_16,-0.4545454545454545,0.18690481034933198
equal_total,wells,15,anomaly_ssim_so,property_rank1_energy,0.309090909090909,0.3848412302612833
equal_total,wells,15,relative_frobenius_p,anomaly_pearson,0.29696969696969694,0.40470167127015694
equal_total,wells,15,relative_frobenius_p,temporal_spatial_mean_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,15,relative_frobenius_p,subspace_cosine_mean_16,-0.2606060606060606,0.46708905438634013
equal_total,wells,15,relative_frobenius_p,property_rank1_energy,0.29696969696969694,0.40470167127015694
equal_total,wells,15,relative_frobenius_so,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,15,relative_frobenius_so,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,15,relative_frobenius_so,subspace_cosine_mean_16,-0.13939393939393938,0.7009318849100583
equal_total,wells,15,relative_frobenius_so,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,15,ssim_p,anomaly_pearson,-0.09090909090909088,0.8027717312071619
equal_total,wells,15,ssim_p,temporal_spatial_mean_pearson,0.07878787878787878,0.8287173946974605
equal_total,wells,15,ssim_p,subspace_cosine_mean_16,-0.41818181818181815,0.22911284098281895
equal_total,wells,15,ssim_p,property_rank1_energy,-0.09090909090909088,0.8027717312071619
equal_total,wells,15,ssim_so,anomaly_pearson,0.5515151515151515,0.098401176669635
equal_total,wells,15,ssim_so,temporal_spatial_mean_pearson,0.5757575757575757,0.08155281477260247
equal_total,wells,15,ssim_so,subspace_cosine_mean_16,0.33333333333333326,0.3465935070873344
equal_total,wells,15,ssim_so,property_rank1_energy,0.5515151515151515,0.098401176669635
equal_total,wells,15,rmse_p,anomaly_pearson,0.29696969696969694,0.40470167127015694
equal_total,wells,15,rmse_p,temporal_spatial_mean_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,15,rmse_p,subspace_cosine_mean_16,-0.2606060606060606,0.46708905438634013
equal_total,wells,15,rmse_p,property_rank1_energy,0.29696969696969694,0.40470167127015694
equal_total,wells,15,rmse_so,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,15,rmse_so,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,15,rmse_so,subspace_cosine_mean_16,-0.13939393939393938,0.7009318849100583
equal_total,wells,15,rmse_so,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,15,train_range_nrmse_p,anomaly_pearson,0.29696969696969694,0.40470167127015694
equal_total,wells,15,train_range_nrmse_p,temporal_spatial_mean_pearson,0.1515151515151515,0.6760651759978539
equal_total,wells,15,train_range_nrmse_p,subspace_cosine_mean_16,-0.2606060606060606,0.46708905438634013
equal_total,wells,15,train_range_nrmse_p,property_rank1_energy,0.29696969696969694,0.40470167127015694
equal_total,wells,15,train_range_nrmse_so,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,15,train_range_nrmse_so,temporal_spatial_mean_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,15,train_range_nrmse_so,subspace_cosine_mean_16,-0.13939393939393938,0.7009318849100583
equal_total,wells,15,train_range_nrmse_so,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,20,anomaly_relative_frobenius_p,anomaly_pearson,-0.12727272727272726,0.7260570147627894
equal_total,wells,20,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.6363636363636362,0.04791172612997546
equal_total,wells,20,anomaly_relative_frobenius_p,subspace_cosine_mean_16,0.09090909090909088,0.8027717312071619
equal_total,wells,20,anomaly_relative_frobenius_p,property_rank1_energy,-0.12727272727272726,0.7260570147627894
equal_total,wells,20,anomaly_relative_frobenius_so,anomaly_pearson,0.24848484848484845,0.4887763045192432
equal_total,wells,20,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.5151515151515151,0.12755286970323432
equal_total,wells,20,anomaly_relative_frobenius_so,subspace_cosine_mean_16,-0.2727272727272727,0.4458383415427514
equal_total,wells,20,anomaly_relative_frobenius_so,property_rank1_energy,0.24848484848484845,0.4887763045192432
equal_total,wells,20,anomaly_ssim_p,anomaly_pearson,-0.18787878787878787,0.6032176100292089
equal_total,wells,20,anomaly_ssim_p,temporal_spatial_mean_pearson,0.6727272727272726,0.033041222545437725
equal_total,wells,20,anomaly_ssim_p,subspace_cosine_mean_16,-0.2121212121212121,0.5563057751029298
equal_total,wells,20,anomaly_ssim_p,property_rank1_energy,-0.18787878787878787,0.6032176100292089
equal_total,wells,20,anomaly_ssim_so,anomaly_pearson,-0.12727272727272726,0.7260570147627894
equal_total,wells,20,anomaly_ssim_so,temporal_spatial_mean_pearson,0.11515151515151514,0.7514196523258484
equal_total,wells,20,anomaly_ssim_so,subspace_cosine_mean_16,-0.6121212121212121,0.05997214247725529
equal_total,wells,20,anomaly_ssim_so,property_rank1_energy,-0.12727272727272726,0.7260570147627894
equal_total,wells,20,relative_frobenius_p,anomaly_pearson,-0.29696969696969694,0.40470167127015694
equal_total,wells,20,relative_frobenius_p,temporal_spatial_mean_pearson,0.5515151515151515,0.098401176669635
equal_total,wells,20,relative_frobenius_p,subspace_cosine_mean_16,0.11515151515151514,0.7514196523258484
equal_total,wells,20,relative_frobenius_p,property_rank1_energy,-0.29696969696969694,0.40470167127015694
equal_total,wells,20,relative_frobenius_so,anomaly_pearson,0.22424242424242422,0.5334005612725946
equal_total,wells,20,relative_frobenius_so,temporal_spatial_mean_pearson,0.5636363636363636,0.0897240283170912
equal_total,wells,20,relative_frobenius_so,subspace_cosine_mean_16,-0.19999999999999998,0.5795840000000001
equal_total,wells,20,relative_frobenius_so,property_rank1_energy,0.22424242424242422,0.5334005612725946
equal_total,wells,20,ssim_p,anomaly_pearson,-0.23636363636363633,0.5108853175152
equal_total,wells,20,ssim_p,temporal_spatial_mean_pearson,0.4666666666666666,0.17393859716506654
equal_total,wells,20,ssim_p,subspace_cosine_mean_16,0.13939393939393938,0.7009318849100583
equal_total,wells,20,ssim_p,property_rank1_energy,-0.23636363636363633,0.5108853175152
equal_total,wells,20,ssim_so,anomaly_pearson,0.4545454545454545,0.18690481034933198
equal_total,wells,20,ssim_so,temporal_spatial_mean_pearson,0.8909090909090909,0.0005421442248338671
equal_total,wells,20,ssim_so,subspace_cosine_mean_16,0.4545454545454545,0.18690481034933198
equal_total,wells,20,ssim_so,property_rank1_energy,0.4545454545454545,0.18690481034933198
equal_total,wells,20,rmse_p,anomaly_pearson,-0.29696969696969694,0.40470167127015694
equal_total,wells,20,rmse_p,temporal_spatial_mean_pearson,0.5515151515151515,0.098401176669635
equal_total,wells,20,rmse_p,subspace_cosine_mean_16,0.11515151515151514,0.7514196523258484
equal_total,wells,20,rmse_p,property_rank1_energy,-0.29696969696969694,0.40470167127015694
equal_total,wells,20,rmse_so,anomaly_pearson,0.22424242424242422,0.5334005612725946
equal_total,wells,20,rmse_so,temporal_spatial_mean_pearson,0.5636363636363636,0.0897240283170912
equal_total,wells,20,rmse_so,subspace_cosine_mean_16,-0.19999999999999998,0.5795840000000001
equal_total,wells,20,rmse_so,property_rank1_energy,0.22424242424242422,0.5334005612725946
equal_total,wells,20,train_range_nrmse_p,anomaly_pearson,-0.34545454545454546,0.3282265114713673
equal_total,wells,20,train_range_nrmse_p,temporal_spatial_mean_pearson,0.4787878787878787,0.161522928017456
equal_total,wells,20,train_range_nrmse_p,subspace_cosine_mean_16,0.12727272727272726,0.7260570147627894
equal_total,wells,20,train_range_nrmse_p,property_rank1_energy,-0.34545454545454546,0.3282265114713673
equal_total,wells,20,train_range_nrmse_so,anomaly_pearson,0.22424242424242422,0.5334005612725946
equal_total,wells,20,train_range_nrmse_so,temporal_spatial_mean_pearson,0.5636363636363636,0.0897240283170912
equal_total,wells,20,train_range_nrmse_so,subspace_cosine_mean_16,-0.19999999999999998,0.5795840000000001
equal_total,wells,20,train_range_nrmse_so,property_rank1_energy,0.22424242424242422,0.5334005612725946
equal_total,wells,30,anomaly_relative_frobenius_p,anomaly_pearson,0.4787878787878787,0.161522928017456
equal_total,wells,30,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.6484848484848483,0.0425401276844895
equal_total,wells,30,anomaly_relative_frobenius_p,subspace_cosine_mean_16,0.5272727272727272,0.11730806555020232
equal_total,wells,30,anomaly_relative_frobenius_p,property_rank1_energy,0.4787878787878787,0.161522928017456
equal_total,wells,30,anomaly_relative_frobenius_so,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,30,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.18787878787878787,0.6032176100292089
equal_total,wells,30,anomaly_relative_frobenius_so,subspace_cosine_mean_16,0.4666666666666666,0.17393859716506654
equal_total,wells,30,anomaly_relative_frobenius_so,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,30,anomaly_ssim_p,anomaly_pearson,0.5151515151515151,0.12755286970323432
equal_total,wells,30,anomaly_ssim_p,temporal_spatial_mean_pearson,0.7939393939393938,0.0060999233136969115
equal_total,wells,30,anomaly_ssim_p,subspace_cosine_mean_16,0.5878787878787878,0.07387770688865809
equal_total,wells,30,anomaly_ssim_p,property_rank1_energy,0.5151515151515151,0.12755286970323432
equal_total,wells,30,anomaly_ssim_so,anomaly_pearson,0.19999999999999998,0.5795840000000001
equal_total,wells,30,anomaly_ssim_so,temporal_spatial_mean_pearson,0.006060606060606061,0.9867429111949892
equal_total,wells,30,anomaly_ssim_so,subspace_cosine_mean_16,0.11515151515151514,0.7514196523258484
equal_total,wells,30,anomaly_ssim_so,property_rank1_energy,0.19999999999999998,0.5795840000000001
equal_total,wells,30,relative_frobenius_p,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,30,relative_frobenius_p,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,30,relative_frobenius_p,subspace_cosine_mean_16,0.38181818181818183,0.27625533338543623
equal_total,wells,30,relative_frobenius_p,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,30,relative_frobenius_so,anomaly_pearson,0.406060606060606,0.24428229408662652
equal_total,wells,30,relative_frobenius_so,temporal_spatial_mean_pearson,0.13939393939393938,0.7009318849100583
equal_total,wells,30,relative_frobenius_so,subspace_cosine_mean_16,0.3939393939393939,0.2599977668348876
equal_total,wells,30,relative_frobenius_so,property_rank1_energy,0.406060606060606,0.24428229408662652
equal_total,wells,30,ssim_p,anomaly_pearson,0.04242424242424241,0.9073638178128159
equal_total,wells,30,ssim_p,temporal_spatial_mean_pearson,0.49090909090909085,0.14965567342083683
equal_total,wells,30,ssim_p,subspace_cosine_mean_16,0.5030303030303029,0.13833369839449194
equal_total,wells,30,ssim_p,property_rank1_energy,0.04242424242424241,0.9073638178128159
equal_total,wells,30,ssim_so,anomaly_pearson,0.3696969696969697,0.29305007529282234
equal_total,wells,30,ssim_so,temporal_spatial_mean_pearson,0.11515151515151514,0.7514196523258484
equal_total,wells,30,ssim_so,subspace_cosine_mean_16,0.4666666666666666,0.17393859716506654
equal_total,wells,30,ssim_so,property_rank1_energy,0.3696969696969697,0.29305007529282234
equal_total,wells,30,rmse_p,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,30,rmse_p,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,30,rmse_p,subspace_cosine_mean_16,0.38181818181818183,0.27625533338543623
equal_total,wells,30,rmse_p,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,30,rmse_so,anomaly_pearson,0.406060606060606,0.24428229408662652
equal_total,wells,30,rmse_so,temporal_spatial_mean_pearson,0.13939393939393938,0.7009318849100583
equal_total,wells,30,rmse_so,subspace_cosine_mean_16,0.3939393939393939,0.2599977668348876
equal_total,wells,30,rmse_so,property_rank1_energy,0.406060606060606,0.24428229408662652
equal_total,wells,30,train_range_nrmse_p,anomaly_pearson,0.38181818181818183,0.27625533338543623
equal_total,wells,30,train_range_nrmse_p,temporal_spatial_mean_pearson,0.709090909090909,0.021665923367532442
equal_total,wells,30,train_range_nrmse_p,subspace_cosine_mean_16,0.38181818181818183,0.27625533338543623
equal_total,wells,30,train_range_nrmse_p,property_rank1_energy,0.38181818181818183,0.27625533338543623
equal_total,wells,30,train_range_nrmse_so,anomaly_pearson,0.406060606060606,0.24428229408662652
