outer_fold,test_run,capacity_regime,geometry,budget,role,candidate,variant,selected_4d_variant,solver,iterations,condition_number,relative_frobenius_p,anomaly_relative_frobenius_p,rmse_p,train_range_nrmse_p,ssim_p,anomaly_ssim_p,relative_frobenius_so,anomaly_relative_frobenius_so,rmse_so,train_range_nrmse_so,ssim_so,anomaly_ssim_so
10,10,equal_total,wells,5,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1020,66504271.97181208,0.0026355301951527647,0.30680057473462496,0.4239199556327157,0.010238936542375742,0.9977968602844661,0.91134622223626,0.017883732206862225,5.272747005230296,0.004814090999812323,0.007360983983628074,0.9990227097206342,0.7344808571179918
10,10,equal_total,wells,5,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",1430,6164397.594393439,0.0028449739842073534,0.3311818073893397,0.4576085856954126,0.011052617853737214,0.9980060835584589,0.9561775218352223,0.0033917296219830905,1.0,0.0009130138417483303,0.0013960434620372156,0.999898669933763,0.8438653820467352
10,10,equal_total,wells,10,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",6310,2227593286.375824,0.0020790854628889768,0.24202515915389425,0.3344168922084508,0.008077169504583205,0.9986674119288645,0.8758884223055415,0.004464522736052737,1.3162967670289714,0.0012017971681460274,0.0018376074957115183,0.9998097938843259,0.806411642829435
10,10,equal_total,wells,10,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",14010,4575731456.4678135,0.0014505211951372516,0.16885434936444313,0.23331354040937297,0.005635220760398259,0.9980979096424567,0.9676162747285264,0.0033917296219830905,1.0,0.0009130138417483303,0.0013960434620372156,0.999898669933763,0.8438653820467352
10,10,equal_total,wells,15,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",4110,13147662695.32508,0.0012303673858086166,0.1432263693260178,0.197902224214015,0.004779931419595423,0.9990282109618963,0.9639881474144267,0.004914516941735808,1.4489707286462201,0.001322930331542165,0.0020228261124098593,0.9997939879472102,0.8248409263323977
10,10,equal_total,wells,15,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",13330,41234675760.42101,0.0011473990582413097,0.1335680733864621,0.18455692852894137,0.004457602560472084,0.9976599371748242,0.9762678622109338,0.0033604234692570013,0.9907698560276792,0.0009045865925402722,0.001383157779890996,0.9998991405009685,0.8453771688869868
10,10,equal_total,wells,20,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",4130,666150.8888198569,0.000783011019133489,0.09114986849155578,0.1259458142811208,0.0030419686147530735,0.9994517228340646,0.9810743752359762,0.00471814531587308,1.391073535252629,0.0012700693925754363,0.0019419991141024322,0.9998112232259352,0.8403037338361455
10,10,equal_total,wells,20,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",1050,1553575.4169478049,0.0018231461402983303,0.21223140781975353,0.29324954513087137,0.007082854779020983,0.9961626508979605,0.9334468492219219,0.0033576013574814372,0.989937799204142,0.0009038269131432618,0.0013819961924024537,0.9998991725637,0.8455376379384315
10,10,equal_total,wells,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1880,16416.35966715984,0.001357011031150847,0.15796888422831135,0.21827261064077036,0.005271937259839298,0.9995779612531394,0.9618140478940426,0.0032058883107666533,0.9452075100527092,0.0008629875400025971,0.0013195507646775596,0.9998810046061688,0.8453414425579552
10,10,equal_total,wells,30,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",530,128653.00926766361,0.0005952441425030653,0.069292032913618,0.09574387383025484,0.0023125012999353923,0.999786039865498,0.9932900067785677,0.003115777286405358,0.9186396422081582,0.0008387307089147824,0.0012824608664729067,0.9999100687311462,0.8629677086115197
10,10,equal_total,grid,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3570,1.3289274363667562e+19,0.005730136480907089,0.6670419367167355,0.9216814162186967,0.022261366580077893,0.9983012325303812,0.7764990396583415,0.003743634349978817,1.1037537679049938,0.001007742467979133,0.0015408882313827084,0.9999191164592122,0.7849102236142613
10,10,equal_total,grid,30,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",2070,2.307397353876848e+18,0.0012691171205238448,0.1477372039593342,0.20413504440764088,0.004930472694179499,0.9993416426832108,0.9725098084904401,0.002460823876673434,0.7255365701098041,0.0006624249312048599,0.001012880585170699,0.9999257424808404,0.8817594727527336
10,10,equal_total,grid,100,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1900,5065.183915615451,0.0006896637100664216,0.0802833612041874,0.11093107941262087,0.002679317799483685,0.9996252627249053,0.9882354400174782,0.0021053608066068344,0.6207336790530678,0.0005667384410148167,0.0008665711943083429,0.9999532282453597,0.8343816446374867
10,10,equal_total,grid,100,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",2000,16499.190299075082,0.0010728801906610237,0.12489337429014612,0.17257071220839415,0.004168099538360048,0.9997712042502204,0.9855276602387865,0.001942647780390164,0.5727602129011476,0.0005229380023814685,0.000799598150535691,0.9999430776037219,0.9107319555766066
10,10,equal_total,grid,300,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",970,5177.428407262488,0.0009663532365512573,0.11249263200090402,0.1554360568199049,0.0037542462935030887,0.9995820391139166,0.9859124654456033,0.0014873951539128437,0.4385358857240476,0.0004003893337694198,0.0006122151561337567,0.9999583310621459,0.8977576449061153
10,10,equal_total,grid,300,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",920,17339.04813371536,0.0007426784903541945,0.08645478169924867,0.11945840471088713,0.002885278244244605,0.9997925996179772,0.9908965673506983,0.001538582704179673,0.4536277580050995,0.00041416842205991845,0.0006332840657616203,0.9999540163473568,0.9309970896693195
10,10,equal_per_property,wells,5,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1020,62032734.439275816,0.002635530195073227,0.30680057472536604,0.4239199556199223,0.010238936542066743,0.9977968602840771,0.9113462223122234,0.017883732206861937,5.272747005230212,0.00481409099981225,0.007360983983627963,0.9990227097206342,0.7344808571179917
10,10,equal_per_property,wells,5,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",1430,5786838.7444426445,0.0028449739942317657,0.3311818085562759,0.4576085873078199,0.011052617892681681,0.9980060835475518,0.9561775217146968,0.0033917296219830905,1.0,0.0009130138417483303,0.0013960434620372156,0.999898669933763,0.8438653820467352
10,10,equal_per_property,wells,10,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",6310,1903392995.5036418,0.0020790854617239985,0.2420251590182798,0.3344168920210661,0.008077169500057303,0.9986674119150045,0.8758884225568867,0.004464522736052738,1.3162967670289716,0.001201797168146028,0.0018376074957115194,0.9998097938843257,0.806411642829433
10,10,equal_per_property,wells,10,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",3100,4306038664.508472,0.0011597545030136616,0.13500636370247943,0.18654427802292595,0.004505603002739682,0.9986783531656785,0.9770370492384599,0.0033917296219830905,1.0,0.0009130138417483303,0.0013960434620372156,0.999898669933763,0.8438653820467352
10,10,equal_per_property,wells,15,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3260,3249444200.707358,0.0012318060952530225,0.14339384867618105,0.1981336378570697,0.004785520752144632,0.9990424598381155,0.9624467030352403,0.004914516941735775,1.4489707286462106,0.0013229303315421563,0.002022826112409846,0.9997939879472102,0.8248409263323943
10,10,equal_per_property,wells,15,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",20000,15713349239.058456,0.0008159623615642234,0.09498571556878525,0.13124597424398762,0.003169983351505055,0.9990149339411141,0.9866089916736742,0.003360423469257004,0.9907698560276799,0.000904586592540273,0.0013831577798909971,0.9998991405009685,0.8453771688869868
10,10,equal_per_property,wells,20,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",4530,5558695557.247094,0.0008034055109525117,0.0935239797132768,0.12922622900866704,0.003121200455060967,0.9994605880582992,0.97863187953434,0.00471814531587306,1.391073535252623,0.0012700693925754305,0.001941999114102423,0.9998112232259352,0.840303733836142
10,10,equal_per_property,wells,20,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",5900,27165599710.0748,0.00042283618330068263,0.04922212019950895,0.06801238566509474,0.0016427028066681286,0.999691851497347,0.9942478893015747,0.0033576005566148177,0.9899375630807746,0.0009038266975593592,0.0013819958627639707,0.9998991725702262,0.8455376849467817
10,10,equal_per_property,wells,30,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",5620,28799551081.30369,0.001048739971693692,0.12208322509625014,0.16868780448363482,0.004074315687740484,0.999729874257648,0.9768930822174514,0.0032058883107667115,0.9452075100527263,0.0008629875400026127,0.0013195507646775835,0.999881004606169,0.8453414425579241
10,10,equal_per_property,wells,30,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",6360,96093070168.85457,0.00016654326511956455,0.019387207003295874,0.026788163417843566,0.0006470143754207452,0.9999673989379603,0.9992515674838591,0.0031157279056130563,0.9186250830310405,0.0008387174161845509,0.001282440541228881,0.999910070396651,0.8629676515008281
10,10,equal_per_property,grid,30,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3570,14850.487638727544,0.005730136488256933,0.6670419375723269,0.9216814174009053,0.02226136660863177,0.9983012325287424,0.7764990397298067,0.0037436343499541985,1.1037537678977356,0.0010077424679725072,0.0015408882313725772,0.9999191164592142,0.784910223614876
