outer_fold,test_run,capacity_regime,geometry,budget,role,candidate,variant,selected_4d_variant,solver,iterations,condition_number,relative_frobenius_p,anomaly_relative_frobenius_p,rmse_p,train_range_nrmse_p,ssim_p,anomaly_ssim_p,relative_frobenius_so,anomaly_relative_frobenius_so,rmse_so,train_range_nrmse_so,ssim_so,anomaly_ssim_so
7,7,equal_total,wells,5,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1900,24298046.76298996,0.0029006234444794803,0.6322510351344405,0.46414357633739733,0.011210457449630815,0.9978779573108608,0.8251211284523825,0.018547010806280798,5.973065125297558,0.004990386107791332,0.007630547950382349,0.9987163300635084,0.7212962836282389
7,7,equal_total,wells,5,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",4170,10335541.673902506,0.0023353980064799353,0.5090484288327944,0.3736989663245804,0.009025949241851397,0.9977730046854919,0.9081120668782581,0.003105107749073278,1.0,0.0008354816167424106,0.0012774928433418333,0.9999151987905541,0.8357670174935662
7,7,equal_total,wells,10,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3510,1436958978.1512935,0.0017611972452016029,0.38388946468522406,0.2818181689799229,0.006806752808716484,0.9984817773685473,0.8948407744704346,0.003851714560145751,1.240444735386493,0.0010363687730003202,0.0015846592720173008,0.9998476978300411,0.783184820432664
7,7,equal_total,wells,10,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",3100,9771826178.319267,0.0013472798541494981,0.29366758516104385,0.21558513257638365,0.005207026615755057,0.9981917120467867,0.9483105043275885,0.003105107749073278,1.0,0.0008354816167424106,0.0012774928433418333,0.9999151987905541,0.8357670174935662
7,7,equal_total,wells,15,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",9920,11214121155.725304,0.0016837800609951115,0.36701478384896974,0.26943024981862684,0.006507547459925392,0.9985776483738209,0.8789606967156446,0.003901315199728781,1.2564186221534928,0.0010497146617420732,0.0016050657980424957,0.9998487495824551,0.7859547966304756
7,7,equal_total,wells,15,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",10700,212421985103.04742,0.0015887867126206405,0.3463090135239893,0.25422987883400106,0.006140412976482966,0.9972216647002251,0.944383512564251,0.003105107749073278,1.0,0.0008354816167424106,0.0012774928433418333,0.9999151987905541,0.8357670174935662
7,7,equal_total,wells,20,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",4780,1502781.1638265136,0.0011740732436058816,0.2559136122981578,0.1878694579285772,0.004537610066292383,0.999287596459816,0.9120617195492879,0.00375810690029078,1.2102983870406399,0.001011182053145447,0.0015461475277525837,0.9998617768115348,0.8065595600623986
7,7,equal_total,wells,20,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",90,4069339.8091166946,0.0006564304689495126,0.14308263427884996,0.10503879297222479,0.0025370014349174767,0.999226221079224,0.9721215995752271,0.003105107749073278,1.0,0.0008354816167424106,0.0012774928433418333,0.9999151987905541,0.8357670174935662
7,7,equal_total,wells,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",2000,30762.627823859308,0.0010265515412572345,0.22375819785019088,0.1642637566625966,0.003967461683114922,0.9996070736084139,0.9314774111539021,0.0029623360041882933,0.9540203572878928,0.0007970664705120628,0.0012187541788377047,0.9998996658826519,0.8388134142100839
7,7,equal_total,wells,30,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",140,144817.51298372852,0.0005624997706923858,0.12260849058501852,0.09000846206184518,0.002173973928527521,0.999774687438601,0.9739670902030334,0.0029957413665428105,0.9647785547657378,0.0008060547467340862,0.0012324976991229088,0.9999185055470896,0.8392694759238469
7,7,equal_total,grid,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-D,"lasso(l1=0.001,max_iter=20000)",1270,9.618481502790035e+18,0.011001287298742926,2.3979587201087984,1.7603721851148582,0.04251826047550035,0.9963511855006987,-0.4153898307391031,0.0040300129942695065,1.2978657489332754,0.0010843429742333744,0.0016580142058807506,0.9998722980926724,0.800259411299446
7,7,equal_total,grid,30,4D,4D-D-2ecf0e4138e3,4D-D,4D-D,"lasso(l1=0.001,max_iter=20000)",7030,8.024660569007027e+17,0.0023437729911598665,0.5108739304308041,0.3750390904101497,0.009058317252106008,0.9991256718397096,0.558189201085859,0.002057428758561321,0.6625949644341207,0.0005535859121307994,0.0008464603250989259,0.9999420118243496,0.9250612491540124
7,7,equal_total,grid,100,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1190,5215.612014907324,0.001241812003595851,0.27067867985764826,0.19870868298491565,0.004799409814206429,0.9995218159000966,0.9110522964112081,0.0018970484527188127,0.6109444843854416,0.0005104328855542086,0.0007804772064815702,0.999940788638221,0.8779140909864552
7,7,equal_total,grid,100,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",540,18226.82043937779,0.0007966608718950894,0.17364875880921654,0.12747777617022285,0.003078970082505264,0.9997843071145683,0.9547675931815147,0.0021766963302138806,0.7010050877827082,0.0005856768640853538,0.0008955289827886251,0.9999328891990421,0.8890194980235203
7,7,equal_total,grid,300,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-D,"lasso(l1=0.001,max_iter=20000)",1060,5110.6306696615475,0.0009847918508481784,0.21465580728023625,0.15758157525428904,0.0038060669893874534,0.9995785230082856,0.928997696688346,0.001646109071740976,0.5301294527483816,0.0004429134122649888,0.0006772365819307824,0.9999515308804918,0.9015230356339048
7,7,equal_total,grid,300,4D,4D-D-2ecf0e4138e3,4D-D,4D-D,"lasso(l1=0.001,max_iter=20000)",20,515.7769853045106,0.0006098398658075621,0.13292724609149348,0.09758359253689149,0.0023569360165435304,0.999128210105768,0.9668305765274192,0.0012508486982475615,0.4028358431751292,0.00033656194153775085,0.0005146199066978032,0.9999678040045669,0.9368683081854888
7,7,equal_per_property,wells,5,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-D,"lasso(l1=0.001,max_iter=20000)",1900,22756894.04428541,0.0029006235748371034,0.6322510635485878,0.4641435971965866,0.011210457953442709,0.9978779569828049,0.8251211437720379,0.01854701080627959,5.973065125297169,0.004990386107791007,0.007630547950381853,0.9987163300635085,0.7212962836282495
7,7,equal_per_property,wells,5,4D,4D-D-ff94f89c821d,4D-D,4D-D,"lasso(l1=0.001,max_iter=20000)",5310,6049.243727931614,0.002306882881599376,0.5028329659959916,0.36913611551160785,0.008915742729264313,0.9965617966764242,0.8875384980616988,0.003819306469903227,1.2300077094081847,0.0010276488296619831,0.001571326046024243,0.9998731443484822,0.84815394524234
7,7,equal_per_property,wells,10,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3510,1253871447.998326,0.0017611972579673473,0.3838894674677828,0.2818181710226349,0.006806752858054096,0.9984817774110226,0.8948407675027458,0.003851714560145882,1.240444735386535,0.0010363687730003558,0.0015846592720173552,0.9998476978300411,0.7831848204326586
7,7,equal_per_property,wells,10,4D,4D-B-643a4d560541,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",6550,8938544467.241354,0.0013410245679487025,0.29230411580653587,0.21458419227378178,0.0051828509096934015,0.9982432097855041,0.9475452173828957,0.003105107749073278,1.0,0.0008354816167424106,0.0012774928433418333,0.9999151987905541,0.8357670174935662
7,7,equal_per_property,wells,15,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",13740,2493898037.6174936,0.001679977935814564,0.3661860318144073,0.2688218523438218,0.006492852838796331,0.9985802527927758,0.8821610444469137,0.003901315199728737,1.2564186221534785,0.0010497146617420613,0.0016050657980424773,0.9998487495824553,0.7859547966304691
