outer_fold,test_run,capacity_regime,geometry,budget,role,candidate,variant,selected_4d_variant,solver,iterations,condition_number,relative_frobenius_p,anomaly_relative_frobenius_p,rmse_p,train_range_nrmse_p,ssim_p,anomaly_ssim_p,relative_frobenius_so,anomaly_relative_frobenius_so,rmse_so,train_range_nrmse_so,ssim_so,anomaly_ssim_so
4,4,equal_total,wells,5,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",1060,40750878.23599718,0.0030664509034121264,0.9063641733657751,0.4904266354237008,0.011845272042688875,0.9978056690424567,0.758500524595184,0.031230320649614063,10.891443247283961,0.00840059143016619,0.012844921081231591,0.9973983718238905,0.6882199957749388
4,4,equal_total,wells,5,4D,4D-E-4f4328240852,4D-E,4D-E,"lasso(l1=0.001,max_iter=20000)",20000,40618.54188988095,0.002490774532788184,0.7362090154253077,0.3983569971249515,0.009621514534945757,0.993158174764921,0.8470866603222689,0.002855827141950129,0.9959577293353011,0.000768184140145828,0.0011745916627481671,0.9998777142395726,0.8678121659238412
4,4,equal_total,wells,10,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-C,"lasso(l1=0.001,max_iter=20000)",8440,1156250430.8170273,0.0026492572987289226,0.7830524528939342,0.4237036183887951,0.010233711350018498,0.9976810604083981,0.6462773460865602,0.004405841908453326,1.5365188734627244,0.0011851200054610218,0.001812107286550231,0.9998375698844587,0.7890393916404023
4,4,equal_total,wells,10,4D,4D-C-44adce3e7a5f,4D-C,4D-C,"lasso(l1=0.001,max_iter=20000)",20000,2301668.8081997945,0.0031453863041131626,0.9296954515956276,0.5030510093990203,0.012150188483406063,0.9961996083314252,0.8667601225868126,0.004056385277242758,1.4146473400603294,0.0010911202539279402,0.0016683770027797315,0.9998081943412407,0.8254438152131817
4,4,equal_total,wells,15,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-A,"lasso(l1=0.001,max_iter=20000)",6520,1870060218.8138406,0.0016436224798862327,0.48581261439726187,0.2628694435708787,0.0063490843398364746,0.9981735321637301,0.8594349598840304,0.004264023176493156,1.4870601859303225,0.0011469724232537175,0.0017537777407121797,0.9998457099915286,0.8137434056196772
4,4,equal_total,wells,15,4D,4D-A-4ea76ef087a9,4D-A,4D-A,"lasso(l1=0.001,max_iter=20000)",20000,40880791.07001745,0.0013808059528718853,0.40813079533106944,0.22083641283362915,0.005333860761224612,0.9982804054154203,0.9281974759031446,0.0029717942284417788,1.0364007640145585,0.0007993779317143778,0.0012222885176962103,0.9998863123165778,0.8473544930245266
4,4,equal_total,wells,20,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-A,"lasso(l1=0.001,max_iter=20000)",8540,1914561.1785481356,0.0010733645126256772,0.31725899740432895,0.17166638667668338,0.0041462573683706296,0.9991253732460764,0.9006071467968836,0.0042247486635808625,1.47336336439435,0.0011364080380750759,0.0017376242716356934,0.9998535430978319,0.8203997821378965
4,4,equal_total,wells,20,4D,4D-A-4ea76ef087a9,4D-A,4D-A,"lasso(l1=0.001,max_iter=20000)",650,1856.923116695025,0.0011609949495953776,0.34316030515960577,0.18568138372618376,0.004484761521158721,0.9983047034219829,0.9206577659912447,0.0062783389760048824,2.189544366564584,0.0016887998426028527,0.0025822587469654895,0.9993970423335685,0.8248703476751428
4,4,equal_total,wells,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",1420,48481.84054803086,0.0009645255461431705,0.28508899273341304,0.15425944627023047,0.0037258276248531884,0.9995087797506488,0.9300593665913611,0.002821782095034298,0.9840846621165859,0.0007590264202309574,0.0011605890546498695,0.9999079326179453,0.8254511706407437
4,4,equal_total,wells,30,4D,4D-E-4f4328240852,4D-E,4D-E,"lasso(l1=0.001,max_iter=20000)",150,647.9825531252585,0.002979270579059951,0.8805959073461577,0.476483626227105,0.011508506612147563,0.9510172177116473,0.7301893084128815,0.004750101958214074,1.6565781208954806,0.0012777219372892327,0.0019537002346409612,0.9996015467873639,0.830149611946459
4,4,equal_total,grid,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3750,1.131711354848553e+19,0.014119032161291274,4.173223481045789,2.2580989086100094,0.05453985150842353,0.9948494412950699,-0.15151781309591922,0.005492419938418032,1.9154584008496276,0.0014773968023962215,0.0022590130100004096,0.9999139904682836,0.7617464063382239
4,4,equal_total,grid,30,4D,4D-B-934096b5cda8,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",3670,4.6994484088738726e+17,0.00276421113132572,0.8170298550238326,0.4420885275640161,0.010677761968257198,0.998278239240256,0.5546280519703672,0.00203935886323339,0.7112178439969519,0.0005485637109436337,0.000838781130313716,0.99993225900973,0.8974368136518366
4,4,equal_total,grid,100,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",2620,5396.457579983152,0.001053464620714713,0.3113771001719684,0.1684837376330186,0.0040693868621306025,0.999582224689128,0.8583100468308427,0.0022044993135621345,0.76880988292495,0.0005929845629537638,0.0009067028169204768,0.9999563469311176,0.8350157370596921
4,4,equal_total,grid,100,4D,4D-B-934096b5cda8,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",300,381.02183829659157,0.0009980299906586674,0.29499204649617744,0.1596179119731026,0.003855250619848356,0.9995988601986076,0.8678963741718863,0.0015161095447131516,0.5287368403344547,0.00040781575672575965,0.0006235705252863956,0.9999499799974679,0.9096021027800512
4,4,equal_total,grid,300,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-D,"lasso(l1=0.001,max_iter=20000)",960,5302.142654013948,0.0007095390606218594,0.20972153294078957,0.11347869741376523,0.002740850404168451,0.9995490838818802,0.9405963449527295,0.0019097744275579972,0.666025815944326,0.000513707011519029,0.0007854835075233168,0.9999597002249585,0.8563163744006493
4,4,equal_total,grid,300,4D,4D-D-2ecf0e4138e3,4D-D,4D-D,"lasso(l1=0.001,max_iter=20000)",90,470.7652086151096,0.000484431986989497,0.14318566031861385,0.07747665198438912,0.0018712931831668393,0.9995445376023725,0.954604998707762,0.0014437085696916401,0.5034873041756077,0.0003883407402145565,0.0005937922588129435,0.9999524830300035,0.9109712945482912
4,4,equal_per_property,wells,5,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",1060,38430866.095134,0.0030664508972401195,0.9063641715414882,0.49042663443659307,0.011845272018847268,0.9978056690536038,0.7585005241078948,0.03123032064961237,10.89144324728337,0.008400591430165725,0.01284492108123088,0.9973983718238908,0.6882199957749404
4,4,equal_per_property,wells,5,4D,4D-E-6ca320f290f9,4D-E,4D-E,"lasso(l1=0.001,max_iter=20000)",20000,21478.439585019645,0.0014712286929142702,0.434857436198135,0.23529799123862966,0.005683151191231358,0.9982400880572256,0.9266925802652157,0.0034220024811180407,1.1934090025304502,0.0009204786924671819,0.0014074575891452788,0.9998383095786663,0.8585331986215223
4,4,equal_per_property,wells,10,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",8440,965570772.1711473,0.0026492573036415,0.7830524543459659,0.4237036191744782,0.010233711368995098,0.9976810604068892,0.6462773456063238,0.004405841908453326,1.5365188734627244,0.0011851200054610216,0.0018121072865502305,0.9998375698844589,0.7890393916404091
