outer_fold,test_run,capacity_regime,geometry,budget,role,candidate,variant,selected_4d_variant,solver,iterations,condition_number,relative_frobenius_p,anomaly_relative_frobenius_p,rmse_p,train_range_nrmse_p,ssim_p,anomaly_ssim_p,relative_frobenius_so,anomaly_relative_frobenius_so,rmse_so,train_range_nrmse_so,ssim_so,anomaly_ssim_so
3,3,equal_total,wells,5,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",210,23625830.60581018,0.002057657733238913,0.26221588667146306,0.33072036628998636,0.007987893220590889,0.9981925636143896,0.9598626628221089,0.02113052584043325,7.426477914268662,0.0056888748971354935,0.008698571963909841,0.9987951614786956,0.7038826114044106
3,3,equal_total,wells,5,4D,4D-E-4f4328240852,4D-E,4D-E,"lasso(l1=0.001,max_iter=20000)",3920,38044.624232441995,0.0038029515631709553,0.4846259414270211,0.6112355391463653,0.014763179764533606,0.9962280007050247,0.8659154499555648,0.003554092432139315,1.2491117898280772,0.0009568520618927472,0.0014630742756147725,0.9998524720640637,0.8329154665353388
3,3,equal_total,wells,10,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",5070,2280701433.253193,0.0016578484782280706,0.2112665297358445,0.2664603773096131,0.006435820888034602,0.9986482621011123,0.9693901440563216,0.0035377351006187848,1.2433628859820054,0.000952448252286971,0.0014563406322382077,0.9999007031301322,0.7999717622985559
3,3,equal_total,wells,10,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",20000,3181370962.4124947,0.0008142943402266569,0.10376891597903813,0.13087877450042082,0.0031611167079879034,0.9993208927813986,0.9921942326179563,0.002845295722193516,1.0,0.0007660259631561428,0.001171291703055771,0.9999377156252488,0.8479489263951621
3,3,equal_total,wells,15,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",6100,5594708702.321335,0.0008349564828284337,0.10640197878406006,0.1341997307795972,0.0032413278073099563,0.9994267355518152,0.9904297514195196,0.003036025571892395,1.0670334012071827,0.0008173752888795078,0.001249807369717354,0.9999116134502912,0.8424393904080222
3,3,equal_total,wells,15,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",20000,14494397367.001215,0.0006442831701340664,0.0821036851732764,0.10355345428892661,0.002501127900777639,0.9991883528179416,0.991697573060973,0.002845295722193516,1.0,0.0007660259631561428,0.001171291703055771,0.9999377156252488,0.8479489263951621
3,3,equal_total,wells,20,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",2120,597032.3430311559,0.0009200392504858585,0.11724442988822692,0.14787479618531799,0.003571621836283404,0.9994875045449914,0.9888296599896627,0.0028714536546484994,1.0091933967534372,0.0007730683437588726,0.0011820598523959744,0.9999170856203774,0.8476031950029872
3,3,equal_total,wells,20,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",330,2249689.2630733517,0.0007912396150643079,0.10083095642300621,0.12717326652052707,0.0030716175265389895,0.9989058034690446,0.9888476522171364,0.002660871156204926,0.9351826368872433,0.0007163741801484521,0.0010953716634278464,0.9999440297061141,0.8552870958046971
3,3,equal_total,wells,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",920,25618.659687027357,0.0007145100636024766,0.09105299041560919,0.11484078529451701,0.002773750950363475,0.9997401118501759,0.993300453804504,0.0024834363550296805,0.8728218777607873,0.0006686042195754618,0.001022329023666771,0.9999256388330139,0.8709511041738746
3,3,equal_total,wells,30,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",160,174414.50369062205,0.0005412859849644773,0.06897832530528868,0.08699906516197209,0.002101289529280808,0.9998526920603145,0.995859407665387,0.0023585414376539587,0.8289266452190407,0.0006349793317897077,0.00097091490198692,0.9999533402814892,0.87348907110075
3,3,equal_total,grid,30,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",3190,5.4620966739634364e+19,0.005004420885335809,0.6377341763539808,0.8043436386586597,0.019427322152374665,0.9987284621266863,0.8164049370363318,0.002435113632750467,0.8558385034484822,0.000655594513910235,0.0010024365382448747,0.9999626111940721,0.8284715068405375
3,3,equal_total,grid,30,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",1990,5.408462509424862e+18,0.0019683705057110578,0.25083764375163586,0.3163695322732189,0.007641277343745107,0.9993048971174779,0.9503247365307769,0.0020866885780248105,0.7333819686117284,0.0005617896288671494,0.0008590042150056286,0.9999598205138402,0.8998816136786704
3,3,equal_total,grid,100,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-B,"lasso(l1=0.001,max_iter=20000)",1100,5395.0356043410175,0.0005099181853858424,0.06498099608645036,0.08195742485475367,0.001979518726706842,0.9997757808355314,0.9947075898329811,0.001260859279467337,0.44313821921304763,0.0003394553811839728,0.0005190441194711522,0.999982751396576,0.904768652613818
3,3,equal_total,grid,100,4D,4D-B-2828b82824ed,4D-B,4D-B,"lasso(l1=0.001,max_iter=20000)",900,16782.543907883777,0.0006457511512049284,0.08229075610927077,0.10378939792018259,0.0025068266503094376,0.999877428739392,0.9947466585925085,0.0016065935308970617,0.5646490515433997,0.0004325358335537364,0.0006613687492110962,0.9999712657257503,0.9192681961875439
3,3,equal_total,grid,300,3D,3D-independent-7db5f3bc9ad5,3D-independent,4D-D,"lasso(l1=0.001,max_iter=20000)",470,5293.4719388486155,0.0006374344672313568,0.0812309264655604,0.1024526854409267,0.0024745410167673985,0.9997624962439677,0.9921813172455802,0.0009380235797172074,0.32967525041441365,0.00025253980122744456,0.00038614588551323756,0.9999877694058861,0.9509724022164631
3,3,equal_total,grid,300,4D,4D-D-2ecf0e4138e3,4D-D,4D-D,"lasso(l1=0.001,max_iter=20000)",50,461.9840895261527,0.0005251820561688295,0.06692613465189072,0.08441073516715752,0.0020387735619390736,0.9994197412322914,0.9913003805723093,0.0008391560680915593,0.29492754006062716,0.00022592215293621456,0.0003454461806756623,0.9999811138308002,0.9653034872844648
3,3,equal_per_property,wells,5,3D,3D-independent-fa9b36e31dc0,3D-independent,4D-E,"lasso(l1=0.001,max_iter=20000)",210,22919958.812534343,0.0020576577332389752,0.262215886671471,0.3307203662899964,0.007987893220591132,0.9981925636143926,0.9598626628221076,0.02113052584559926,7.426477916084295,0.005688874898526318,0.00869857196603648,0.9987951614780922,0.7038826112970158
