method,regime,budget,placement,rmse_p_mean,rmse_p_median,rmse_p_sd,rmse_so_mean,rmse_so_median,rmse_so_sd,score_mean,score_median,score_sd,condition_mean,condition_median,condition_sd,online_seconds_per_snapshot_mean,online_seconds_per_snapshot_median,online_seconds_per_snapshot_sd,basis_seconds_mean,basis_seconds_median,basis_seconds_sd,basis_clustering_placement_seconds_mean,basis_clustering_placement_seconds_median,basis_clustering_placement_seconds_sd
POD-E,well_joint,22,dg_joint,0.10532776622440583,0.1175886769461119,0.0428282329763198,0.00057687365294843,0.00057844147378365,0.00012901545726203746,0.41743865517348366,0.3893697098642446,0.13156414699184962,25618.931910342308,21782.805982702703,8944.77159842169,0.0005803770992431657,6.464586586208271e-07,0.0009358728164463036,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,22,dg_pressure,0.12379969863564966,0.13669541034394894,0.053955607187011846,0.00057664238040058,0.00060518854023865,0.00012632669728427227,0.4263378399542804,0.41487338701053644,0.12605477548728672,32176.028965564175,29140.463327716716,15008.375633439702,0.0005589235593974821,6.481842094108014e-07,0.0008992279624177136,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,23,condition_joint,0.09582542625259861,0.09103602870104116,0.03822836069937818,0.0005743739296305,0.0005793936264572,0.0001318819957103446,0.41117723468839007,0.37644450036338,0.13371069498119414,21884.669354042566,20420.253075529286,4807.75629125247,0.000556824936840458,5.991541569583342e-07,0.0008956485065844387,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,23,condition_pressure,0.12464437108838386,0.1361461121331684,0.05317372088303921,0.000577447626305,0.0005769481976459999,0.00013161593464031243,0.4277517951844335,0.40305342583425535,0.13450535179129638,25770.10141463064,21825.457989375005,8805.935215102025,0.0005560278812043708,5.545112881214266e-07,0.0008944059776781621,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,23,configured,0.10416501258254848,0.10823304850258636,0.012500155105048148,0.0006619884757327,0.00068538731007275,0.00011512399954739306,0.46770384951265065,0.4682257273513927,0.1257969403878424,165468.9885609501,151819.22218987174,47498.82209355337,0.000556634491729874,7.496842010737977e-07,0.0008952739504150215,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,23,dg_joint,0.09286319927988188,0.09103602870101479,0.032854987117632066,0.00057336961119462,0.00057622793778345,0.0001302860009179863,0.4082256710665571,0.37571164883092895,0.12888641518874652,24398.080123827647,21082.177497648176,7901.0160262711,0.0005582688278273337,5.885037962046164e-07,0.0008979730843058851,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,23,dg_pressure,0.12464437108838858,0.13614611213318362,0.053173720883042855,0.00057744762630499,0.0005769481976459999,0.00013161593464029609,0.42775179518443646,0.40305342583425535,0.13450535179130008,25770.101414630662,21825.457989375027,8805.935215102032,0.0005833437338331713,5.670413624362221e-07,0.0009408397281031265,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,24,condition_joint,0.09161073161437855,0.0881052425222601,0.03230261166821567,0.00057410839487628,0.0005766033181062,0.00013182792106253649,0.4078308268162608,0.37428260407269726,0.12947754121044008,20634.98492796564,18869.943087284893,4661.014025297549,0.0005568794789450398,5.551353245763515e-07,0.000895774833742671,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,24,condition_pressure,0.10703048347391261,0.11050178693642546,0.040827669161679535,0.00057514431045369,0.000576017250303,0.0001317588766193384,0.4168958521139513,0.38956069196577436,0.1313585631648357,24694.821082621977,21327.06152371694,7877.204229100752,0.0005638973383474345,6.027556192112345e-07,0.0009074721832441472,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
POD-E,well_joint,24,configured,0.10729855118143501,0.10653008821866095,0.013585304365906615,0.0006526178515083,0.0006776357415957,9.95190827774628e-05,0.46776165704373796,0.46584067384806405,0.13233917743860368,84443.88582673264,86224.56966302145,14738.937777385447,0.0005563393481221416,5.850526399182198e-07,0.0008948687804757522,1.313853704200301,1.2764763754967134,0.13878942460393157,13.38655334149953,13.366374561999692,0.5581624266571243
