outer_fold,test_run,label,candidate,family,architecture,rank,rmse_p,rmse_so,mae_p,mae_so,prior_rmse_p,prior_rmse_so,score,storage_floats,storage_bytes,explicit_basis_floats,basis_compression,training_compression,fit_seconds,elapsed_seconds,config_json
2,2,POD,POD-matrix-6ec0ff3d4617,POD,matrix,32,0.011461921677223335,0.000322242039866478,0.005854218397436597,0.00010527519605009808,0.5111096403933716,0.000747129353980463,0.22686622791837627,316800,2534400,316800,1.0,37.40625,1.4684522919997107,1.5741833749998477,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
2,2,POD-E,POD-E-matrix-e7c774107192,POD-E,matrix,32,0.011461921677223211,0.0003222420398664799,0.005854218397436996,0.00010527519605011016,0.5111096403933716,0.000747129353980463,0.22686622791837743,316800,2534400,316800,1.0,37.40625,1.2637748750057654,1.3528315420044237,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
2,2,original_tbmd,TBMD-HOOI-joint-original-7339ef1b8352,TBMD-HOOI,joint-original,16,0.36874811103927313,0.004166301112818728,0.17548222126034527,0.0018446592627193378,0.5111096403933716,0.000747129353980463,3.1489388976268247,101860,814880,158400,1.5550755939524838,116.33909287257019,11.741834124994057,12.464130875006958,"{""architecture"": ""joint-original"", ""family"": ""TBMD-HOOI"", ""id"": ""TBMD-HOOI-joint-original-7339ef1b8352"", ""modal_energy"": 0.999999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
3,3,final_accuracy,TBMD-independent-22aa05a294a7,TBMD,independent,32,0.03243530311647723,0.0001870525862505937,0.01514723613519094,6.245552138449477e-05,1.2176595210497159,0.0006973114644613222,0.14744283741063524,149728,1197824,316800,2.115836717247275,79.14551720453088,0.6195140409981832,0.7469359169990639,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-22aa05a294a7"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
3,3,final_pareto,TBMD-independent-313e1ecbdfa8,TBMD,independent,32,0.03661312987008501,0.00018836215225469659,0.018440095169461084,6.466262690405338e-05,1.2176595210497159,0.0006973114644613222,0.15009736338634533,120704,965632,316800,2.6246023329798516,98.17653101802757,0.5428610419985489,0.6825321669966797,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-313e1ecbdfa8"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [64, 48]}"
3,3,rank_optimized_joint,TBMD-joint-acd9116c1da9,TBMD,joint,32,0.020563062426988875,0.00036515193430221695,0.01170475999130206,0.00015533438683686823,1.2176595210497159,0.0006973114644613222,0.27027211488408154,259188,2073504,316800,1.22227880920413,45.72086670679198,0.9435388329948182,1.0510027080017608,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
3,3,property_decoupled,TBMD-independent-22aa05a294a7,TBMD,independent,32,0.03243530311647723,0.0001870525862505937,0.01514723613519094,6.245552138449477e-05,1.2176595210497159,0.0006973114644613222,0.14744283741063524,149728,1197824,316800,2.115836717247275,79.14551720453088,0.44604149999941,0.5324367499997607,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-22aa05a294a7"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
3,3,hybrid,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,24,0.03964187462888931,0.00041442653024678004,0.01924020287965398,0.000140504521121849,1.2176595210497159,0.0006973114644613222,0.3134381708305853,188708,1509664,237600,1.2590881149712785,62.79701973419251,0.7569234159964253,0.8450699169989093,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
3,3,POD,POD-matrix-6ec0ff3d4617,POD,matrix,32,0.009236117360381671,0.0002758022432603156,0.004225240612044533,8.376896580977746e-05,1.2176595210497159,0.0006973114644613222,0.20155372623004744,316800,2534400,316800,1.0,37.40625,1.5281991670053685,1.6346089169965126,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
3,3,POD-E,POD-E-matrix-e7c774107192,POD-E,matrix,32,0.009236117360381602,0.0002758022432603158,0.004225240612047548,8.376896580977017e-05,1.2176595210497159,0.0006973114644613222,0.20155372623004758,316800,2534400,316800,1.0,37.40625,1.9365098329944885,2.0183452499986743,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
3,3,original_tbmd,TBMD-HOOI-joint-original-7339ef1b8352,TBMD-HOOI,joint-original,16,0.32894430942317254,0.004160560790623045,0.14882977068347014,0.001846671142132058,1.2176595210497159,0.0006973114644613222,3.1183596093704047,101860,814880,158400,1.5550755939524838,116.33909287257019,11.36914133400569,12.103074750004453,"{""architecture"": ""joint-original"", ""family"": ""TBMD-HOOI"", ""id"": ""TBMD-HOOI-joint-original-7339ef1b8352"", ""modal_energy"": 0.999999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
4,4,final_accuracy,TBMD-independent-49ddb52e8039,TBMD,independent,32,0.04935391890858393,0.00039271958816259434,0.02522121232174925,0.0001279519191561192,0.5244420464371482,0.0006994927465492347,0.32777115233168036,149728,1197824,316800,2.115836717247275,79.14551720453088,0.6701784589968156,0.8923622080037603,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
4,4,final_pareto,TBMD-independent-313e1ecbdfa8,TBMD,independent,32,0.052892741532643284,0.0003930475577407564,0.028548610406413464,0.00013000817057319433,0.5244420464371482,0.0006994927465492347,0.3313794791268451,120704,965632,316800,2.6246023329798516,98.17653101802757,0.4748284590023104,0.5664826249994803,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-313e1ecbdfa8"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [64, 48]}"
4,4,rank_optimized_joint,TBMD-joint-acd9116c1da9,TBMD,joint,32,0.030614259229831124,0.0005191463034132359,0.01771151989083203,0.0002093276010504698,0.5244420464371482,0.0006994927465492347,0.4002751529070381,259188,2073504,316800,1.22227880920413,45.72086670679198,0.8363864999992074,0.9327345000056084,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
4,4,property_decoupled,TBMD-independent-49ddb52e8039,TBMD,independent,32,0.04935391890858393,0.00039271958816259434,0.02522121232174925,0.0001279519191561192,0.5244420464371482,0.0006994927465492347,0.32777115233168036,149728,1197824,316800,2.115836717247275,79.14551720453088,0.46691220800130395,0.5459329999939655,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
4,4,hybrid,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,24,0.05559194069806643,0.000574238283536559,0.028629407439534894,0.00019890948746388706,0.5244420464371482,0.0006994927465492347,0.4634686802635497,188708,1509664,237600,1.2590881149712785,62.79701973419251,0.6718338749997201,0.7573955830011982,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
4,4,POD,POD-matrix-6ec0ff3d4617,POD,matrix,32,0.020889650787843595,0.00046031922988495796,0.010172901577149437,0.00014700626825962944,0.5244420464371482,0.0006994927465492347,0.3489539581837253,316800,2534400,316800,1.0,37.40625,1.3990704999960144,1.5057796249966486,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
4,4,POD-E,POD-E-matrix-e7c774107192,POD-E,matrix,32,0.020889650787843557,0.0004603192298849595,0.0101729015771511,0.0001470062682596011,0.5244420464371482,0.0006994927465492347,0.3489539581837263,316800,2534400,316800,1.0,37.40625,1.2840527079970343,1.3816583750012796,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
4,4,original_tbmd,TBMD-HOOI-joint-original-7339ef1b8352,TBMD-HOOI,joint-original,16,0.3303509134178032,0.004179685245106086,0.16549016632754168,0.0018581226954490486,0.5244420464371482,0.0006994927465492347,3.302609099453637,101860,814880,158400,1.5550755939524838,116.33909287257019,11.5429059579983,12.387263582997548,"{""architecture"": ""joint-original"", ""family"": ""TBMD-HOOI"", ""id"": ""TBMD-HOOI-joint-original-7339ef1b8352"", ""modal_energy"": 0.999999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
5,5,final_accuracy,TBMD-independent-49ddb52e8039,TBMD,independent,32,0.0403286291733615,0.00020320920790051176,0.019134846826830112,6.808259485170526e-05,1.9247124491318006,0.0007229611551406942,0.1510160400539496,149728,1197824,316800,2.115836717247275,79.14551720453088,0.5395181670028251,0.7038705419981852,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
5,5,final_pareto,TBMD-independent-313e1ecbdfa8,TBMD,independent,32,0.04319501742632551,0.00020403489030896858,0.021555862715351006,7.03307230917113e-05,1.9247124491318006,0.0007229611551406942,0.152331709741636,120704,965632,316800,2.6246023329798516,98.17653101802757,0.4527751249988796,0.5629236249951646,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-313e1ecbdfa8"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [64, 48]}"
5,5,rank_optimized_joint,TBMD-joint-acd9116c1da9,TBMD,joint,32,0.02385718695741559,0.0003667437727523005,0.013946310032556437,0.00016463544860034488,1.9247124491318006,0.0007229611551406942,0.25983762397781074,259188,2073504,316800,1.22227880920413,45.72086670679198,0.8387839999995776,0.9707836669986136,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
5,5,property_decoupled,TBMD-independent-49ddb52e8039,TBMD,independent,32,0.0403286291733615,0.00020320920790051176,0.019134846826830112,6.808259485170526e-05,1.9247124491318006,0.0007229611551406942,0.1510160400539496,149728,1197824,316800,2.115836717247275,79.14551720453088,0.586818083000253,0.7016380419954658,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
5,5,hybrid,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,24,0.0481486873002498,0.0003898231711412288,0.02284736353448252,0.00013939262413568067,1.9247124491318006,0.0007229611551406942,0.28210976122304887,188708,1509664,237600,1.2590881149712785,62.79701973419251,0.9287168750015553,1.0318649589971756,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
5,5,POD,POD-matrix-6ec0ff3d4617,POD,matrix,32,0.011438622890939148,0.0002753280548719426,0.0064663393139839315,9.066574370519228e-05,1.9247124491318006,0.0007229611551406942,0.19338842230044953,316800,2534400,316800,1.0,37.40625,1.7661273339981562,1.8543427920012618,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
5,5,POD-E,POD-E-matrix-e7c774107192,POD-E,matrix,32,0.011438622890939224,0.0002753280548719413,0.00646633931398383,9.066574370519213e-05,1.9247124491318006,0.0007229611551406942,0.19338842230044864,316800,2534400,316800,1.0,37.40625,1.366162999998778,1.4969190409974544,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
5,5,original_tbmd,TBMD-HOOI-joint-original-7339ef1b8352,TBMD-HOOI,joint-original,16,0.3470098947178322,0.00416725560248884,0.15186471011136657,0.0018552811735016138,1.9247124491318006,0.0007229611551406942,2.9722202558725743,101860,814880,158400,1.5550755939524838,116.33909287257019,11.135687791997043,12.294509125000332,"{""architecture"": ""joint-original"", ""family"": ""TBMD-HOOI"", ""id"": ""TBMD-HOOI-joint-original-7339ef1b8352"", ""modal_energy"": 0.999999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
6,6,final_accuracy,TBMD-independent-22aa05a294a7,TBMD,independent,32,0.0553436615196766,0.00029066545261587556,0.025317955347630063,9.828535741513563e-05,1.2559117006811824,0.0008688250755707971,0.18930827494302652,149728,1197824,316800,2.115836717247275,79.14551720453088,0.5427724589972058,0.695451999999932,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-22aa05a294a7"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
6,6,final_pareto,TBMD-independent-313e1ecbdfa8,TBMD,independent,32,0.05828422086271638,0.0002908232125732966,0.028228915301268937,0.00010082494565670847,1.2559117006811824,0.0008688250755707971,0.1905697513306702,120704,965632,316800,2.6246023329798516,98.17653101802757,0.4861059999966528,0.5747379579988774,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-313e1ecbdfa8"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [64, 48]}"
6,6,rank_optimized_joint,TBMD-joint-acd9116c1da9,TBMD,joint,32,0.032283445636061524,0.0004972134759524738,0.016274196285753967,0.0002014445034661626,1.2559117006811824,0.0008688250755707971,0.2989938952929908,259188,2073504,316800,1.22227880920413,45.72086670679198,0.9443167079953128,1.0275686669992865,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
6,6,property_decoupled,TBMD-independent-22aa05a294a7,TBMD,independent,32,0.0553436615196766,0.00029066545261587556,0.025317955347630063,9.828535741513563e-05,1.2559117006811824,0.0008688250755707971,0.18930827494302652,149728,1197824,316800,2.115836717247275,79.14551720453088,0.4635277089982992,0.544657250000455,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-22aa05a294a7"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
6,6,hybrid,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,24,0.06225032670861611,0.0006139624305562397,0.02885522916642781,0.00020628929369278018,1.2559117006811824,0.0008688250755707971,0.3781120615960249,188708,1509664,237600,1.2590881149712785,62.79701973419251,1.208724207994237,1.330502874996455,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
6,6,POD,POD-matrix-6ec0ff3d4617,POD,matrix,32,0.018821642454619546,0.0004390718751249198,0.007477004632713551,0.0001398112409642564,1.2559117006811824,0.0008688250755707971,0.26017462012830556,316800,2534400,316800,1.0,37.40625,1.308055957997567,1.4444997919999878,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
6,6,POD-E,POD-E-matrix-e7c774107192,POD-E,matrix,32,0.018821642454619716,0.0004390718751249182,0.0074770046327093664,0.00013981124096423584,1.2559117006811824,0.0008688250755707971,0.26017462012830467,316800,2534400,316800,1.0,37.40625,1.7077180419946671,1.8053410830034409,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
6,6,original_tbmd,TBMD-HOOI-joint-original-7339ef1b8352,TBMD-HOOI,joint-original,16,0.3299592531626293,0.004186227243229403,0.16517086192431224,0.0018691794504124566,1.2559117006811824,0.0008688250755707971,2.540493669366037,101860,814880,158400,1.5550755939524838,116.33909287257019,11.303409667001688,12.044222832999367,"{""architecture"": ""joint-original"", ""family"": ""TBMD-HOOI"", ""id"": ""TBMD-HOOI-joint-original-7339ef1b8352"", ""modal_energy"": 0.999999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
7,7,final_accuracy,TBMD-independent-49ddb52e8039,TBMD,independent,32,0.045639018221190195,0.00034866281215709165,0.023898055217362827,0.00010738531978268995,0.6071516920506138,0.0008050174710090958,0.2541405798650067,149728,1197824,316800,2.115836717247275,79.14551720453088,0.5540929589988082,0.6773624999987078,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
7,7,final_pareto,TBMD-independent-313e1ecbdfa8,TBMD,independent,32,0.04814175917696504,0.0003492942567625024,0.026262031855079106,0.00011045013165326732,0.6071516920506138,0.0008050174710090958,0.25659382376695705,120704,965632,316800,2.6246023329798516,98.17653101802757,0.5268979999964358,0.6183007920044474,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-313e1ecbdfa8"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [64, 48]}"
