regime,budget,metric,left,right,left_mean,right_mean,mean_delta,median_delta,left_wins,ties,wilcoxon_p,wilcoxon_p_holm
well_joint,3,score,final_accuracy,prior+IDW,0.9224187108298907,1.740493446691131,-0.8180747358612404,-0.9076207680711478,9,0,0.005859375,0.703125
well_joint,4,rmse_p,final_accuracy,POD-E,0.3769265239271159,0.4362733969038318,-0.05934687297671596,-0.10561637784940689,7,0,0.275390625,1.0
well_joint,4,rmse_so,final_accuracy,POD-E,0.00142676112555884,0.0008259191201311101,0.00060084200542773,0.0005189378891604999,0,0,0.001953125,0.703125
well_joint,4,score,final_accuracy,POD-E,1.0584148286218822,0.7316753978456215,0.32673943077626066,0.26118717509581274,1,0,0.00390625,0.703125
well_joint,4,rmse_p,final_pareto,POD-E,0.34049948775700006,0.4362733969038318,-0.09577390914683173,-0.1087062651638814,8,0,0.02734375,1.0
well_joint,4,rmse_so,final_pareto,POD-E,0.0012063755438259,0.0008259191201311101,0.00038045642369478996,0.00038836586420505,0,0,0.001953125,0.703125
well_joint,4,score,final_pareto,POD-E,0.9152845932494946,0.7316753978456215,0.1836091954038733,0.20198373341130507,2,0,0.009765625,1.0
well_joint,4,rmse_p,final_accuracy,rank_optimized_joint,0.3769265239271159,0.362300538461524,0.014625985465591903,-0.02645565157365845,6,0,0.4921875,1.0
well_joint,4,rmse_so,final_accuracy,rank_optimized_joint,0.00142676112555884,0.00152006979002383,-9.330866446499e-05,-4.04681036148e-05,5,0,0.76953125,1.0
well_joint,4,score,final_accuracy,rank_optimized_joint,1.0584148286218822,1.1261931723830712,-0.06777834376118899,-0.08707027381254895,6,0,0.625,1.0
well_joint,4,rmse_p,final_accuracy,original_basis_optimized_recovery,0.3769265239271159,4.081354541962289,-3.7044280180351747,-5.489777039802623,9,0,0.005859375,1.0
well_joint,4,rmse_so,final_accuracy,original_basis_optimized_recovery,0.00142676112555884,0.0458903775035978,-0.04446361637803896,-0.062024399456777304,10,0,0.001953125,0.703125
well_joint,4,score,final_accuracy,original_basis_optimized_recovery,1.0584148286218822,31.658898944491547,-30.600484115869666,-41.388884376537774,10,0,0.001953125,0.703125
well_joint,4,rmse_p,final_accuracy,prior+IDW,0.3769265239271159,0.5756361450640839,-0.19870962113696797,-0.19182774695598492,9,0,0.064453125,1.0
well_joint,4,rmse_so,final_accuracy,prior+IDW,0.00142676112555884,0.0023345293037416097,-0.0009077681781827698,-0.00100830819922195,7,0,0.048828125,1.0
well_joint,4,score,final_accuracy,prior+IDW,1.0584148286218822,1.6628463106102775,-0.6044314819883954,-0.6321160540331782,8,0,0.013671875,1.0
well_joint,5,rmse_p,final_accuracy,POD-E,0.2880192678166632,0.40620841201959185,-0.11818914420292866,-0.10554379381156337,9,0,0.01953125,1.0
well_joint,5,rmse_so,final_accuracy,POD-E,0.001078533367692,0.00072679542814674,0.00035173793954526003,0.0003418443274298,1,0,0.009765625,0.99609375
well_joint,5,score,final_accuracy,POD-E,0.7968805335373712,0.6691788655652082,0.12770166797216304,0.17330548282898536,3,0,0.083984375,1.0
well_joint,5,rmse_p,final_pareto,POD-E,0.30254522578948684,0.40620841201959185,-0.10366318623010502,-0.10250193602529112,8,0,0.037109375,1.0
well_joint,5,rmse_so,final_pareto,POD-E,0.0011033155483423699,0.00072679542814674,0.00037652012019563,0.00025621072895214993,1,0,0.005859375,0.703125
well_joint,5,score,final_pareto,POD-E,0.8374632518522755,0.6691788655652082,0.16828438628706724,0.19403931892772533,2,0,0.01953125,1.0
well_joint,5,rmse_p,final_accuracy,rank_optimized_joint,0.2880192678166632,0.32243139123123987,-0.03441212341457671,-0.030676590642427337,7,0,0.16015625,1.0
well_joint,5,rmse_so,final_accuracy,rank_optimized_joint,0.001078533367692,0.00108788149182576,-9.348124133760036e-06,2.691479307555001e-05,4,0,1.0,1.0
well_joint,5,score,final_accuracy,rank_optimized_joint,0.7968805335373712,0.8441976804808469,-0.04731714694347575,-0.003983633959827537,5,0,0.76953125,1.0
well_joint,5,rmse_p,final_accuracy,original_basis_optimized_recovery,0.2880192678166632,7.163461376934999,-6.875442109118334,-7.774476259412425,10,0,0.001953125,0.703125
well_joint,5,rmse_so,final_accuracy,original_basis_optimized_recovery,0.001078533367692,0.041306892222849105,-0.04022835885515711,-0.053240189339708005,10,0,0.001953125,0.703125
well_joint,5,score,final_accuracy,original_basis_optimized_recovery,0.7968805335373712,30.929944828718,-30.133064295180624,-36.47850210805835,10,0,0.001953125,0.703125
well_joint,5,rmse_p,final_accuracy,prior+IDW,0.2880192678166632,0.5222130855526135,-0.23419381773595038,-0.1684399843887165,10,0,0.001953125,0.703125
well_joint,5,rmse_so,final_accuracy,prior+IDW,0.001078533367692,0.00228759084386339,-0.00120905747617139,-0.0012253201897626,9,0,0.00390625,0.703125
well_joint,5,score,final_accuracy,prior+IDW,0.7968805335373712,1.6111462594906698,-0.8142657259532984,-0.7819895721571772,9,0,0.00390625,0.703125
well_joint,6,rmse_p,final_accuracy,POD-E,0.2757775986722084,0.3093404418017305,-0.03356284312952205,-0.046453296589779966,8,0,0.322265625,1.0
well_joint,6,rmse_so,final_accuracy,POD-E,0.0008980408673882701,0.00075495895767695,0.00014308190971132,0.00011580817499195003,3,0,0.048828125,1.0
well_joint,6,score,final_accuracy,POD-E,0.6878836517373702,0.634217353620232,0.053666298117138134,0.017104645930655082,5,0,0.375,1.0
well_joint,6,rmse_p,final_pareto,POD-E,0.28529901505753485,0.3093404418017305,-0.024041426744195567,-0.04160087434648366,7,0,0.232421875,1.0
well_joint,6,rmse_so,final_pareto,POD-E,0.0009513179835284701,0.00075495895767695,0.00019635902585152,0.00013700907716844996,2,0,0.013671875,1.0
well_joint,6,score,final_pareto,POD-E,0.7509332796749663,0.634217353620232,0.11671592605473417,0.06506584631171333,2,0,0.01953125,1.0
well_joint,6,rmse_p,final_accuracy,rank_optimized_joint,0.2757775986722084,0.31419528801483015,-0.03841768934262178,-0.05379660191050971,6,0,0.375,1.0
