method,regime,budget,n_folds,rmse_p_mean,rmse_p_median,rmse_p_sd,rmse_p_q25,rmse_p_q75,rmse_so_mean,rmse_so_median,rmse_so_sd,rmse_so_q25,rmse_so_q75,mae_p_mean,mae_p_median,mae_p_sd,mae_p_q25,mae_p_q75,mae_so_mean,mae_so_median,mae_so_sd,mae_so_q25,mae_so_q75,score_mean,score_median,score_sd,score_q25,score_q75,condition_mean,condition_median,condition_sd,condition_q25,condition_q75,online_seconds_per_snapshot_mean,online_seconds_per_snapshot_median,online_seconds_per_snapshot_sd,online_seconds_per_snapshot_q25,online_seconds_per_snapshot_q75,storage_floats_mean,storage_floats_median,storage_floats_sd,storage_floats_q25,storage_floats_q75,memory_bytes_mean,memory_bytes_median,memory_bytes_sd,memory_bytes_q25,memory_bytes_q75,basis_seconds_mean,basis_seconds_median,basis_seconds_sd,basis_seconds_q25,basis_seconds_q75,measurements_mean,measurements_median,measurements_sd,measurements_q25,measurements_q75,pareto_accuracy_storage,pareto_pressure_storage,pareto_accuracy_measurements
hybrid,well_joint,9,10,0.31269994311661503,0.2837180218879894,0.10197441685191572,0.2337231459448105,0.403836379025896,0.00090909797909007,0.000821680700599,0.00025075358376612717,0.0007844119532531,0.0010825208062165,0.23978611070570643,0.23678881191935575,0.07719149668754877,0.1766627772049744,0.2875355592105282,0.00031676087929454,0.0003075105490982,7.814741351919673e-05,0.0002807922678364,0.0003348754799335,0.7092956624739074,0.70322980661172,0.12863117942998134,0.5944167413054637,0.7837539134087583,19895.908316243665,13291.128702493392,14346.354599979846,9061.25599599229,32574.513691087355,0.0007416860909788363,0.0007352946428765738,0.0007809413494312159,8.408570923856495e-07,0.0014701350301038,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,18.0,18.0,0.0,18.0,18.0,False,False,False
original_basis_optimized_recovery,well_joint,9,10,1.8199868788836517,1.0452371119199966,1.5592051090695092,0.5446098381167214,3.093770358532583,0.00628853367205557,0.0046119071890673505,0.0029615282657459953,0.0042606785991708,0.00909792195744,1.3055159743094018,0.8334916564214635,1.16942676346794,0.408219940041067,2.194512935181294,0.0027047255279298603,0.00205244065751355,0.001126057025818428,0.001905825532412,0.0039797856571994,4.989200061421332,3.9784683562230723,3.1826548172376614,2.759214142845164,6.348604739443827,70552.15094321358,31246.18134158228,78922.37224814776,28131.202307689287,80679.20901269549,0.0005878094932338906,0.0005271582105391346,0.0006235518860626603,8.477443606851804e-07,0.0011751622857028,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,18.0,18.0,0.0,18.0,18.0,False,False,False
rank_optimized_joint,well_joint,9,10,0.31051727608451263,0.2799224952058321,0.07060577702856749,0.2597860436317649,0.3822839161320042,0.00116903337911632,0.0011557308426933,0.0003178432300262527,0.0009937599976029,0.0013125543664188,0.24428672779140706,0.2272920582242452,0.06068476810942945,0.2061426379222655,0.2868345825584363,0.00039442641464627,0.0003767365618587,8.339911298366533e-05,0.0003495565021483,0.0004661941058504,0.8798458402957066,0.9567376256983011,0.18146860013587698,0.7418952692980587,1.001366027816117,1777492.835951696,64283.24115232933,2786350.6091870056,54835.04837412482,5325335.444653317,0.0009311278526368111,0.0009275391654172949,0.0009803952247751063,1.0930451203865887e-06,0.0018588436767021,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,18.0,18.0,0.0,18.0,18.0,False,False,False
POD,well_joint,10,10,9.74634816830756,5.924043595677606,9.863536980914905,4.443116819398329,6.409659041682959,0.034567332814684215,0.03755975142223525,0.011059109766731422,0.0282939801292391,0.0411739585337077,9.329825743522278,5.615027305755898,9.593170741014841,4.166691931729486,5.904435403519612,0.01576489566320537,0.0177591716187172,0.006120978087838959,0.0134922724747909,0.0195965599309813,26.80089547442041,25.994286846864284,7.457980413636577,19.60397225182804,31.095749565203988,inf,inf,,inf,inf,0.0018760341466220096,0.0018633124962338,3.932784338354677e-05,0.0018472459248317,0.0018975341428772,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,20.0,20.0,0.0,20.0,20.0,False,False,False
POD-E,well_joint,10,10,0.25630332361412567,0.2577693124872662,0.041517451833452124,0.2213424381856633,0.2977047444442177,0.0006589265814127699,0.00064519457517245,0.00021009580725905622,0.0005442460092385,0.0006987102968963,0.18044914300761677,0.19211910823206835,0.04593725741869816,0.1373637037089303,0.2249960237203741,0.00020647036500331001,0.00020031697277630002,6.88334257268971e-05,0.0001623891869217,0.0002189846391648,0.5327326675791842,0.5085044278767994,0.14795372227424608,0.3988784531204878,0.6311938323357562,inf,inf,,inf,inf,7.920729344766727e-07,7.764699278465872e-07,8.893608059557021e-08,7.161653961258051e-07,8.546391237681186e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,20.0,20.0,0.0,20.0,20.0,False,False,False
final_accuracy,well_joint,10,10,0.2955917269143956,0.2590085857309852,0.1094083314497455,0.223628627246595,0.328079166289016,0.0010613156258115698,0.0009086596907576,0.00047952973300450586,0.000738024874983,0.0012332409265699,0.2148200360910728,0.20946655099440215,0.08217293352766623,0.1508967558000287,0.2503278486820408,0.00030727256904776,0.0002629560017065,0.00012668895140881926,0.0002275219677517,0.0003618184242203,0.7797579786783468,0.7594724196170111,0.24315064630584207,0.5994940630284781,0.9291550535843104,805944422.8307545,600636911.4367578,609772298.0041381,481932938.07981986,1084735132.794111,0.0009301748436000519,0.0009190095563946526,0.0009793143494717252,1.2343383089576224e-06,0.0018641293834224,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,20.0,20.0,0.0,20.0,20.0,False,False,False
final_pareto,well_joint,10,10,0.22745151027976585,0.20596078264086184,0.049073201188282595,0.1889683614584832,0.2771523786442831,0.00107753634067951,0.00098382319266915,0.0004162866734128945,0.0007751805400729,0.0011269697972113,0.16928522479720254,0.15474074798337595,0.03302243374060889,0.1459484218968788,0.2020609853070762,0.00030612538429291,0.0002864069151424,0.00010794304338547888,0.0002270770883857,0.000324058878218,0.7959031556658854,0.7878558885614362,0.29642663480255693,0.5972756232956185,0.8304104347950189,49103627.56081894,29712452.326050855,55705868.57709452,12488512.51402267,38314396.08828278,0.0009420046368477847,0.0009186760639168325,0.0009930720693711913,1.204887201967544e-06,0.0018557863458452,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,20.0,20.0,0.0,20.0,20.0,False,False,False
hybrid,well_joint,10,10,0.32095524722903335,0.30378849491514526,0.09694045157829338,0.2938294032224376,0.3931498451255762,0.00093456259387987,0.0008909530203749501,0.00022958879758194293,0.0007946661261617,0.001087025401611,0.24399341211218922,0.2614021568892119,0.07741880338360164,0.1817764863038678,0.2961004656664549,0.00032575656772676,0.00031996983575695,7.329966385388676e-05,0.0002862061096736,0.0003369027297504,0.731206872958927,0.6895475078140582,0.15222257603823242,0.601654888997446,0.7820917697412999,111351984.73420343,22502.005395053,180251251.09582603,16278.21259706838,331935287.4493444,0.0007349292616544752,0.0007167900977290704,0.0007735375772837205,1.3311428461693003e-06,0.0014723120300476,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,20.0,20.0,0.0,20.0,20.0,False,False,False
original_basis_optimized_recovery,well_joint,10,10,1.2339045385739282,0.6216418859766204,1.039167056205604,0.5425574778325285,2.3821109492418353,0.006242343333736669,0.0043511327105492,0.002986721491036964,0.0042596349378054,0.0092270479129346,0.6831598223451383,0.44614320638283855,0.4078920423593841,0.4036755104906033,1.0697697718315535,0.00266967004232927,0.0019624089041918,0.0011328490511085935,0.0019138907190828,0.0040517724937862,4.658800531396944,3.2974830332794376,2.8674633716324593,2.772885927755384,6.500930260732401,42115.46770478302,16229.811111259245,52547.50482217189,12628.994326188998,68822.92997255643,0.000594285305260518,0.000527308112799405,0.0006307093593787407,9.89345874798421e-07,0.0011762713007296,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,20.0,20.0,0.0,20.0,20.0,False,False,False
rank_optimized_joint,well_joint,10,10,0.3231987156050055,0.347624645150523,0.06296227947127173,0.2823305698613572,0.3598709446689194,0.00106964621926446,0.0010479488593634501,0.00021072864283590019,0.0009512148369249,0.0012356771090206,0.24925554400783265,0.2497949062467413,0.05061255292050003,0.2326549185701282,0.2964199546186889,0.00036537250273763997,0.00036841115921874997,5.845846433304317e-05,0.0003261370685536,0.0003910696246852,0.8495234859064642,0.8103803039874743,0.24738152796184562,0.7101402908662285,0.9245363471123946,206713895.49088258,76970.19368886732,345745919.43570507,65460.04084738221,506288507.565234,0.0009294745924793105,0.0009213363082654016,0.0009786928320774523,9.718045257066929e-07,0.0018665322631727,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,20.0,20.0,0.0,20.0,20.0,False,False,False
POD,well_joint,11,10,9.274894261178542,5.257036537927292,10.032838245168625,3.8198673794464426,6.121395318346444,0.02704155825572623,0.0296009016456949,0.007786026193973002,0.0228837407738594,0.0326692390690721,8.870408775746599,4.960400878820861,9.76474693144904,3.5928358330360455,5.746855539598177,0.01224393908917018,0.01403402152163715,0.004533454079814606,0.0107691337864884,0.0152696654265632,21.618667019018496,21.485346668788942,4.648071081167564,18.042856645486907,24.54053177990413,inf,inf,,1.8973878117870332e+33,inf,0.00185802904286665,0.0018518406955115498,1.9783723227693367e-05,0.0018425802030067,0.0018745958646435,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,22.0,22.0,0.0,22.0,22.0,False,False,False
POD-E,well_joint,11,10,0.24693670216919825,0.24040304416764074,0.038031828368401695,0.2245901400827057,0.2731589792556785,0.00070855170559095,0.000654638405931,0.00021008248488568545,0.000597473843858,0.0007584269162053,0.15691407786764483,0.1547657994529515,0.04390948231828335,0.1090377716142785,0.1970373720076327,0.00022152294847890998,0.0002035505107327,6.713622704794234e-05,0.0001753648895224,0.0002393326952965,0.5570918646174776,0.5581182970656587,0.13191102926445278,0.4449580688967184,0.6611734220039263,inf,inf,,inf,inf,8.70238333770697e-07,8.47274432294911e-07,1.2836489346440207e-07,7.938571415204359e-07,1.0253759245458237e-06,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,22.0,22.0,0.0,22.0,22.0,False,False,False
final_accuracy,well_joint,11,10,0.2739687575923921,0.2498626815957959,0.10112252849913643,0.1954876369452048,0.294647128504802,0.00108610660380628,0.0009116547114311,0.0004825737618627065,0.0007186874476443,0.0013229544701086,0.1914279146230425,0.17019663598670987,0.07967372827913007,0.1430421826873331,0.2163128895339349,0.00031466016356336004,0.0002679537730026,0.00012858917991375495,0.000226383421525,0.0004036954405467,0.7894917048569666,0.7598572012656163,0.2518102727660048,0.5902524304359967,0.9520024671276685,946724437.7801273,731361151.5262759,681391010.4266725,628822016.8588172,1331670089.7579713,0.0009400307338271472,0.0009194685150206134,0.0009899811439280425,1.3480601588061036e-06,0.0018673621579134,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,22.0,22.0,0.0,22.0,22.0,False,False,False
final_pareto,well_joint,11,10,0.2305388068256191,0.2105417559311683,0.061634594072720664,0.1799427589156336,0.2992674010557274,0.00100418534095986,0.0009045669212999,0.00031903459183544767,0.0007844472385222,0.0011102756297407,0.17154444781851402,0.15792823587500526,0.04188783726793116,0.1328306876015264,0.2100928536000144,0.00029041849850631004,0.00027125171351350004,8.080928540226963e-05,0.0002466935738518,0.000302663944319,0.7508394106483094,0.7563785662486002,0.22345674645056404,0.6247990587147917,0.8409054709854465,65039551.83891175,36817424.37916746,67945279.41473569,16819118.193422794,115928841.8996243,0.0009534035721807475,0.0009218612180585176,0.0010059365313208044,1.4448646413113334e-06,0.0018625125263032,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,22.0,22.0,0.0,22.0,22.0,False,False,False
hybrid,well_joint,11,10,0.4985804993022375,0.3137387996361438,0.5658401066480077,0.2701165237550434,0.4361319772984727,0.00109753333155809,0.00100377564199535,0.0005471365280309054,0.0008561520638892,0.0010850608027498,0.3772510485883759,0.2307314136043212,0.45183783477282796,0.1644597104890583,0.3516349991477319,0.00037883696225479,0.00034041784030680003,0.0001741555855643811,0.0002940564662969,0.0003851690945416,1.0302019790455579,0.7127233275706676,0.996298603572794,0.6097256414867347,0.8512333060020785,128733744.29757747,66592.84078394373,208326681.5566745,41642.44485813769,387108127.6733371,0.0007410082691845628,0.0007277960488918305,0.0007802742228641906,7.985564254231303e-07,0.0014745056390879,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,22.0,22.0,0.0,22.0,22.0,False,False,False
original_basis_optimized_recovery,well_joint,11,10,0.9598180055386146,0.5779262647344536,0.6773855841662451,0.5127747090640268,1.3158610652811151,0.005233935328731201,0.0043329874235328,0.00138055075428913,0.0042628109150022,0.0067292483280388,0.6545830448901178,0.40347025240578704,0.4122891684577731,0.3613261832959367,0.889550542663632,0.00231590319474834,0.0019508766954542001,0.0005797899138853656,0.0019144764267432,0.0030109254607466,3.834156227307038,3.280676284546993,1.5806562917572813,2.765124646575834,4.858508038032386,23665.58571884067,9509.433757412593,27430.340336573197,4171.203820310258,46487.94084258051,0.000606373933845663,0.0005229166654180079,0.0006460323642386187,9.533158250510188e-07,0.0012797534435591,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,22.0,22.0,0.0,22.0,22.0,False,False,False
rank_optimized_joint,well_joint,11,10,0.3340009107130183,0.35496505865801387,0.07375507813896791,0.3070951277654603,0.3856158297141938,0.0010535993352314798,0.0010943882199599,0.0002253446450141632,0.0009171568958382,0.0011864176235902,0.2564744693808197,0.265218647619155,0.0636812812581,0.2172669634283571,0.322146148013867,0.00036269636749187,0.00037976698076175005,5.388348275020225e-05,0.000325616624141,0.0004120314069397,0.835329818508457,0.8126786125166362,0.23303073098687713,0.6571067977697252,0.9277542133256288,235773386.8070709,95537.29571473663,387978025.06191623,75508.79967828227,663424509.4002582,0.0009391217413524314,0.0009213109323238096,0.000989126730438687,1.1331503628753126e-06,0.0018655657895168,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,22.0,22.0,0.0,22.0,22.0,False,False,False
POD,well_joint,12,10,8.766876407186354,4.226048867328454,10.164390507525361,3.4931911948287167,4.880598428587578,0.0226480287420145,0.025335752147871052,0.007868049493980128,0.0222089241685385,0.0275322397724159,8.369649516801479,3.9749304012711284,9.829517733861222,3.2873771642756813,4.606253762805292,0.01051878089906794,0.011773935181732649,0.003910022199836378,0.0104009261730165,0.0130203183785979,18.742349413897827,19.040961564146016,3.550894189334361,17.254263925228223,20.30204326006326,5.918768830425526e+32,6.142326823476698e+32,4.138905858744542e+32,3.5709191872026294e+32,8.608776144042997e+32,0.0018770744037563101,0.00185717481202255,5.835123941537685e-05,0.0018447963683909,0.0018837806992245,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,24.0,24.0,0.0,24.0,24.0,False,False,False
POD-E,well_joint,12,10,0.261323615807185,0.25585842599874553,0.05063474727865254,0.2272682442084616,0.283266413522564,0.0007063898039992599,0.00068761337907515,0.00016534563302243003,0.0006079972369948,0.0008412935617413,0.17310448363187708,0.1651740743305973,0.05304209956574485,0.1406956083725052,0.1931991755910921,0.00022019331177404,0.00021789235607195,5.128737790878073e-05,0.0001798405384754,0.0002376277940215,0.5675315043372487,0.570225840141207,0.14250492991947952,0.4591214135111165,0.669244110454402,3.46422872736459e+35,3.353865468435427e+35,2.002827271060804e+35,2.6024283467921297e+35,4.6382351204733535e+35,8.508458607077347e-07,8.347443579801155e-07,1.4958172238858885e-07,7.484361281639483e-07,9.088345590621736e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,24.0,24.0,0.0,24.0,24.0,False,False,False
final_accuracy,well_joint,12,10,0.2473634127095327,0.2339040022055239,0.07492327831394192,0.2093311988025619,0.2999655296087248,0.0010169101907357599,0.00090601416160075,0.00042285215908329714,0.0007960586249584,0.001080856235896,0.16644740241633693,0.1606328469949745,0.04906777829540576,0.1256106755323731,0.1959138851085833,0.00029734818634676,0.00026635795035775,0.00011041002532563213,0.0002488260819302,0.0003152147277107,0.7277191137853707,0.7296555364610848,0.16500753931388012,0.6377119080390968,0.8560641030826639,1241299264.1684563,1040363903.5862651,781493934.8269167,904601367.3618436,1568289886.339245,0.0009336612165388404,0.0009199072706919396,0.0009829680734978093,1.3859624273311769e-06,0.0018666215563504,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,24.0,24.0,0.0,24.0,24.0,False,False,False
final_pareto,well_joint,12,10,0.22622728976405188,0.1886419410222248,0.08139969590879037,0.1494811717632572,0.3116239346187777,0.00096716310215147,0.00085922987335575,0.00028214542295759194,0.0007913031682544,0.0009937449521146,0.16738632784111135,0.14163416566246975,0.05904022314095701,0.1160520703524537,0.2287003852417382,0.00028411259621014,0.0002605510653048,7.670263783287759e-05,0.0002467720861108,0.0003043376456869,0.7111221901609455,0.6606058044811727,0.16665852624742084,0.6272935016129102,0.797417806433559,78784857.54645845,48555084.56399338,74448773.04884781,17619646.001749218,121467711.951857,0.0009283785082734731,0.0009189967105547139,0.0009774752562518496,1.467105274305756e-06,0.0018412672330956,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,24.0,24.0,0.0,24.0,24.0,False,False,False
hybrid,well_joint,12,10,0.49873784995777076,0.32436306804036213,0.47646289810397907,0.2637838505749365,0.4610832447946892,0.0011888052812502,0.00103515670634625,0.0006657722748373581,0.000775316043871,0.001225001051168,0.3776706541834147,0.2424424838050008,0.3805397992616262,0.1802444835974303,0.3183089359485108,0.00041986639687604003,0.00035047845422075,0.00022252897601064776,0.0002864751509532,0.0004387848846741,1.0751880700353689,0.7682097541145104,0.9916866827965635,0.6673021403417715,1.075657838773883,410265170.03590125,118688.97451631512,760905578.7091498,80124.45573482497,573087210.9384629,0.0007286261601442965,0.0007113903533932908,0.0007670135552627054,1.0504360731754144e-06,0.0014641412857244,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,24.0,24.0,0.0,24.0,24.0,False,False,False
original_basis_optimized_recovery,well_joint,12,10,0.7635854164253888,0.6004657506454039,0.3964126145661481,0.5071872902921729,0.8821156662308425,0.00468307530792682,0.0043834572315932,0.0006505861140427675,0.0042806828459783,0.0047913803992057,0.5293708917915736,0.444653581123831,0.28659506987534655,0.3458625997990178,0.5185804736175573,0.00211742903405266,0.0019673154543819503,0.0003271295414479972,0.0019222146855453,0.0022399968843312,3.340636723239922,3.2616701274440647,0.9644301202973278,2.810382220534405,3.9200179209230894,9048.082764568097,3675.588552261527,10094.248204129655,2958.933035280738,15586.843097020066,0.000491054041339125,0.0002485380601389357,0.0005531839423689814,7.355939535620181e-07,0.0010643264435667,101860.0,101860.0,0.0,101860.0,101860.0,814880.0,814880.0,0.0,814880.0,814880.0,10.209926687399275,10.074531104499329,0.8754358776760668,9.508314083002915,10.710296749995903,24.0,24.0,0.0,24.0,24.0,False,False,False
rank_optimized_joint,well_joint,12,10,0.32894494164241894,0.2936038287935025,0.07965568265531096,0.2853930043738343,0.4017474253778823,0.0009859030455559,0.00100888835444725,0.00026443054246236183,0.0007612438383009,0.0011558267753419,0.2528472259742134,0.2401335062992398,0.05407244426152335,0.226289966927487,0.2974322287601401,0.00034505119579283,0.0003435702363551,7.23602498188947e-05,0.0002768568873412,0.0004126233534608,0.7905916744352616,0.7475236856564637,0.26763673627593115,0.6405141419477293,1.0074754538697863,275401984.96047646,109409.15487826652,461398680.0762936,84177.6737575496,715376822.5127141,0.0009498627811951911,0.000921214285724113,0.0010008743554160543,1.0288195313423648e-06,0.0018790369623938,259188.0,259188.0,0.0,259188.0,259188.0,2073504.0,2073504.0,0.0,2073504.0,2073504.0,1.1137917291998747,1.0975723335031944,0.17525642300395397,0.9818984160010586,1.2366713330047787,24.0,24.0,0.0,24.0,24.0,False,False,False
POD,well_joint,13,10,8.763879449654004,4.308221580497403,10.039752696348069,3.40044950388247,5.182424870976795,0.020878875096992468,0.0221736804405854,0.006355304517809175,0.0195975360291108,0.0246687332122829,8.324862932154296,4.0254603022472875,9.67463932519229,3.1600772955921355,4.781470641422493,0.00960469787629155,0.01047526076046925,0.0035048900313462863,0.009208656075151,0.0117493331210975,17.550759849487015,17.86418031015264,3.4461085728331207,15.051444218325033,20.00417313642558,1.0523031056406868e+19,9.74209903571341e+18,8.072299282541948e+18,4.5091744623087775e+18,1.5704703245210675e+19,0.00187603536992385,0.00185703430450065,5.987345304003659e-05,0.0018393186090493,0.0018863396014916,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.292954733499937,1.29505272949973,0.10029715001858687,1.2014440409984672,1.352346416999353,26.0,26.0,0.0,26.0,26.0,False,False,False
POD-E,well_joint,13,10,0.2686118452835746,0.2717697993507666,0.057736683218411494,0.2545957770047442,0.3017356803602643,0.00073352657029649,0.00068835953545625,0.00014732484673847334,0.0006266347651856,0.000845228167617,0.16926079940306726,0.17327057294565468,0.05011632279427,0.1440634788526782,0.1989252482804148,0.00022468889059493,0.00021698985041454998,4.9949859580988344e-05,0.0001887121756525,0.0002537881818913,0.591554113062144,0.5496800275592544,0.14848695353365832,0.4619978143459485,0.6761411086262431,3.212911729561895e+21,3.375402756828832e+21,1.4220304898085856e+21,3.017099396432578e+21,4.075225250737307e+21,8.127518789054952e-07,7.988722183955202e-07,1.8752162095605601e-07,6.954887110732944e-07,8.12969933337483e-07,316800.0,316800.0,0.0,316800.0,316800.0,2534400.0,2534400.0,0.0,2534400.0,2534400.0,1.25942648339842,1.241910395994637,0.08394504072825856,1.2020911250001518,1.3391447919930215,26.0,26.0,0.0,26.0,26.0,False,False,False
final_accuracy,well_joint,13,10,0.2558173871454159,0.23160717451765195,0.10818537545391882,0.1790272805374096,0.3272621094097659,0.0008919030322699899,0.00089471977687915,0.0002217843578415687,0.0007648679835197,0.0009230040377785,0.17200794420546656,0.17054783144228744,0.06513891097813775,0.1117119405687682,0.2103770730027199,0.00026246870361671,0.00026091172092925,5.6571008964284255e-05,0.0002270872596812,0.0002904904725519,0.6820647674009852,0.643605603934341,0.1776159856736031,0.5869005387538047,0.8641640889579985,1674163081.4174294,1321476488.67377,1366338449.0463479,1060066157.4426184,2013809465.1495984,0.0009902080203033387,0.0009312973045034959,0.0010544889071909692,1.4285714198359029e-06,0.001866516917248,149728.0,149728.0,0.0,149728.0,149728.0,1197824.0,1197824.0,0.0,1197824.0,1197824.0,0.6617432206992817,0.623701541499031,0.1423143578430971,0.5486494580036378,0.6849100419931347,26.0,26.0,0.0,26.0,26.0,False,False,False
final_pareto,well_joint,13,10,0.19295272960826404,0.18471176724263,0.07472809918397869,0.1225153986845594,0.211543368849483,0.0010407911785423499,0.00102903178428605,0.00029363963818015515,0.0007328808702684,0.0012547061580417,0.1455199198194463,0.14234896667940644,0.0530962540222869,0.0910326537486339,0.1777025756065569,0.00029276660368097,0.00030740768402515,8.084305118336973e-05,0.0002161051267221,0.0003285999513524,0.7622202511283407,0.7119294011000535,0.2609517035300913,0.5730048098251206,0.92423348615418,122445471.06671491,55260534.87128684,149222966.43419614,24491002.49489312,153105162.05120847,0.0009320229338306686,0.000922169646612965,0.0009810423478598634,1.5316390794792905e-06,0.00185594893981,120704.0,120704.0,0.0,120704.0,120704.0,965632.0,965632.0,0.0,965632.0,965632.0,0.5578846539989172,0.5259898334988975,0.12132465539589683,0.5040131669957191,0.586913375002041,26.0,26.0,0.0,26.0,26.0,False,False,False
hybrid,well_joint,13,10,0.5016188850809093,0.332774367920649,0.435160459731815,0.267411527714417,0.5361374568623503,0.0011377796886667699,0.00103289978514645,0.0005407868228278944,0.0008382804253593,0.0011830069261771,0.3695135477336649,0.26562072052776986,0.34615824291921843,0.1939851465874973,0.3436179397776174,0.00040906149526084005,0.00037363048988324997,0.0001855118267952383,0.0002988994707489,0.0004148484276482,1.0415280854986089,0.7666338503319362,0.8707460135509975,0.6991956730794717,1.0277489684249066,82390.01939983187,67301.50455371857,70996.94769866257,46316.493540469106,94218.580022516,0.0007365421376048907,0.0007254144774398825,0.0007756414175320687,8.066992614159179e-07,0.0014574921654258,188708.0,188708.0,0.0,188708.0,188708.0,1509664.0,1509664.0,0.0,1509664.0,1509664.0,0.9716671417983889,0.939834520999284,0.13759173929647145,0.8862405830004718,1.0541672090039356,26.0,26.0,0.0,26.0,26.0,False,False,False
