stage,outer_fold,inner_fold,candidate,family,architecture,scaling,rank_strategy,score,rmse_p,rmse_so,mae_p,mae_so,prior_rmse_p,prior_rmse_so,storage_floats,fit_seconds,elapsed_seconds,status,error,config_json
A2-scaling-weight,6,3,TBMD-independent-5b5ea30ff732,TBMD,independent,minmax,fixed,0.258284504315704,0.07950128601832751,0.0004900287792992793,0.047276650561185345,0.00015863902918304267,1.511671081745276,0.0010929816961693347,119008,0.3003135420003673,0.4101184169994667,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-5b5ea30ff732"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-d4eee310092b,TBMD,independent,standard,fixed,0.25860193113670527,0.07692943759364486,0.0004919734402234447,0.04542036444898775,0.00017351149614082731,1.511671081745276,0.0010929816961693347,119008,0.28860270899895113,0.4003910419996828,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-d4eee310092b"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-5365cb22ff65,TBMD,independent,standard,fixed,0.25860193113670527,0.07692943759364486,0.0004919734402234447,0.04542036444898775,0.00017351149614082731,1.511671081745276,0.0010929816961693347,119008,0.29744845800451003,0.4159322499981499,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-5365cb22ff65"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 0.5], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-39a239eebd81,TBMD,independent,standard,fixed,0.25860193113670527,0.07692943759364486,0.0004919734402234447,0.04542036444898775,0.00017351149614082731,1.511671081745276,0.0010929816961693347,119008,0.27044054200086975,0.382623750003404,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-39a239eebd81"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-16f746e51cbd,TBMD,independent,standard,fixed,0.25860193113670527,0.07692943759364486,0.0004919734402234447,0.04542036444898775,0.00017351149614082731,1.511671081745276,0.0010929816961693347,119008,0.2836888750025537,0.42014366700459505,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-16f746e51cbd"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-1b3aadb800d2,TBMD,independent,standard,fixed,0.25860193113670527,0.07692943759364486,0.0004919734402234447,0.04542036444898775,0.00017351149614082731,1.511671081745276,0.0010929816961693347,119008,0.26601337500324007,0.37837733299966203,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-1b3aadb800d2"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-abc95bc72cf7,TBMD,independent,rms,fixed,0.2571655434631645,0.0759275115646842,0.0004900287793024892,0.043849119163215704,0.0001586390290391185,1.511671081745276,0.0010929816961693347,119008,0.36513920899596997,0.469237332996272,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-abc95bc72cf7"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-5e6e346f0f8c,TBMD,independent,rms,fixed,0.2571655434631645,0.0759275115646842,0.0004900287793024892,0.043849119163215704,0.0001586390290391185,1.511671081745276,0.0010929816961693347,119008,0.3156936249943101,0.42897283299680566,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-5e6e346f0f8c"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 0.5], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-5f690739c795,TBMD,independent,rms,fixed,0.2571655434631645,0.0759275115646842,0.0004900287793024892,0.043849119163215704,0.0001586390290391185,1.511671081745276,0.0010929816961693347,119008,0.43036045799817657,0.5385659579987987,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-5f690739c795"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-5894ff50f769,TBMD,independent,rms,fixed,0.2571655434631645,0.0759275115646842,0.0004900287793024892,0.043849119163215704,0.0001586390290391185,1.511671081745276,0.0010929816961693347,119008,0.2491219169969554,0.372597166999185,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-5894ff50f769"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,6,3,TBMD-independent-8f55ebfa03c8,TBMD,independent,rms,fixed,0.2571655434631645,0.0759275115646842,0.0004900287793024892,0.043849119163215704,0.0001586390290391185,1.511671081745276,0.0010929816961693347,119008,0.290225458003988,0.3944029580015922,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-8f55ebfa03c8"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,POD-matrix-cba43a8fe005,POD,matrix,minmax,fixed,0.4993101439760294,0.10585508076241906,0.0007077024206160034,0.0570532831450995,0.00022790882135074087,0.9678219443354807,0.0008072539665932545,79200,0.5601020410031197,0.06344741700013401,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-cba43a8fe005"", ""modal_rank"": 8, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-ca33e984beea,POD,matrix,minmax,fixed,0.3562752206778142,0.05246302748674419,0.0005253373925768607,0.024245955246265178,0.00016867085578705886,0.9678219443354807,0.0008072539665932545,158400,0.5601020410031197,0.07167270799982361,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-ca33e984beea"", ""modal_rank"": 16, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-e4f3a1e03edd,POD,matrix,minmax,fixed,0.29685132910302503,0.033684099602619665,0.00044732331057136275,0.016290934882815588,0.00014823696826472387,0.9678219443354807,0.0008072539665932545,237600,0.5601020410031197,0.08149108399811666,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-e4f3a1e03edd"", ""modal_rank"": 24, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-6ec0ff3d4617,POD,matrix,minmax,fixed,0.22329848017273926,0.012549158691055972,0.0003486673667442511,0.005771881194847422,0.00011564260112524979,0.9678219443354807,0.0008072539665932545,316800,0.5601020410031197,0.08260683399566915,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-99da0acb2b55,POD,matrix,minmax,energy,8.297870456431935,1.0356451023538027,0.012426874119991667,0.6796601062074868,0.005778498626797455,0.9678219443354807,0.0008072539665932545,9900,0.5601020410031197,0.048873708001337945,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-99da0acb2b55"", ""modal_energy"": 0.99, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-d84037e08250,POD,matrix,minmax,energy,3.8177549121425187,0.5419554525167617,0.0056561385276636955,0.4211557033855388,0.002426663284945645,0.9678219443354807,0.0008072539665932545,19800,0.5601020410031197,0.04882170900236815,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-d84037e08250"", ""modal_energy"": 0.999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-matrix-22d4adeec94a,POD,matrix,minmax,energy,1.4755022150173989,0.16509287571172224,0.0022328575262717874,0.10338870169364585,0.0008905635436661542,0.9678219443354807,0.0008072539665932545,39600,0.5601020410031197,0.05052525000064634,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-22d4adeec94a"", ""modal_energy"": 0.9999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-cc474ae47f6b,POD-E,matrix,minmax,fixed,0.49931014397602985,0.10585508076241905,0.0007077024206160043,0.05705328314509946,0.00022790882135074144,0.9678219443354807,0.0008072539665932545,79200,0.5601020410031197,0.05801329200039618,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-cc474ae47f6b"", ""modal_rank"": 8, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-52af124c387a,POD-E,matrix,minmax,fixed,0.3562752206778142,0.052463027486744196,0.000525337392576861,0.024245955246265133,0.00016867085578705786,0.9678219443354807,0.0008072539665932545,158400,0.5601020410031197,0.06813749999855645,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-52af124c387a"", ""modal_rank"": 16, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-265b2d511e9e,POD-E,matrix,minmax,fixed,0.29685132910302553,0.033684099602619644,0.0004473233105713635,0.016290934882815498,0.00014823696826472452,0.9678219443354807,0.0008072539665932545,237600,0.5601020410031197,0.06872541700431611,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-265b2d511e9e"", ""modal_rank"": 24, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-e7c774107192,POD-E,matrix,minmax,fixed,0.22329848017273926,0.012549158691055981,0.000348667366744251,0.005771881194847363,0.00011564260112524901,0.9678219443354807,0.0008072539665932545,316800,0.5601020410031197,0.08427195900003426,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-077a72e2ec99,POD-E,matrix,minmax,energy,8.297870456431935,1.0356451023538027,0.012426874119991667,0.6796601062074865,0.005778498626797455,0.9678219443354807,0.0008072539665932545,9900,0.5601020410031197,0.047983874996134546,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-077a72e2ec99"", ""modal_energy"": 0.99, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-064258efae72,POD-E,matrix,minmax,energy,3.8177549121425183,0.5419554525167619,0.005656138527663693,0.42115570338553887,0.002426663284945644,0.9678219443354807,0.0008072539665932545,19800,0.5601020410031197,0.045990916005393956,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-064258efae72"", ""modal_energy"": 0.999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,POD-E-matrix-171e9fa7f660,POD-E,matrix,minmax,energy,1.475502215017398,0.1650928757117222,0.002232857526271786,0.10338870169364595,0.0008905635436661538,0.9678219443354807,0.0008072539665932545,39600,0.5601020410031197,0.04821904099662788,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-171e9fa7f660"", ""modal_energy"": 0.9999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,7,1,TBMD-joint-59361fabc7c7,TBMD,joint,minmax,fixed,7.966793346497457,1.3370080006789269,0.011646624546392918,0.6481384888517835,0.006625398420369483,0.9678219443354807,0.0008072539665932545,30180,0.21028570899943588,0.3075586659979308,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-59361fabc7c7"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [32, 24]}"
A1-structure,7,1,TBMD-joint-2e059ecb0898,TBMD,joint,minmax,fixed,5.299396087851135,0.8280568175138798,0.007801791654634644,0.32881546656557287,0.0037426002255136277,0.9678219443354807,0.0008072539665932545,57364,0.20911999999952968,0.29881529200065415,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2e059ecb0898"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 32]}"
A1-structure,7,1,TBMD-joint-547df7fea89b,TBMD,joint,minmax,fixed,2.813131759132306,0.33978428495575014,0.004229862686919112,0.16653697413806526,0.0018859549676424388,0.9678219443354807,0.0008072539665932545,82708,0.23029341700021178,0.3300307919998886,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-547df7fea89b"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,7,1,TBMD-joint-4677f07dd08b,TBMD,joint,minmax,fixed,0.7773720738930575,0.07161477317176425,0.0011881168395600006,0.038588532494657844,0.0005413918928123403,0.9678219443354807,0.0008072539665932545,109508,0.3168497500009835,0.4177093749967753,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-4677f07dd08b"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-joint-485191ba8e1f,TBMD,joint,minmax,fixed,0.38931773292026667,0.05611597645204127,0.0005753620088732917,0.028752710372928262,0.00022860360693392398,0.9678219443354807,0.0008072539665932545,136308,0.42003041700081667,0.5144313330019941,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-485191ba8e1f"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-joint-b56a0d74debf,TBMD,joint,minmax,fixed,0.3631816745371219,0.052941038594761715,0.0005360688167019605,0.02514608988233796,0.00018666416726122528,0.9678219443354807,0.0008072539665932545,163108,0.374951207995764,0.4680461249954533,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b56a0d74debf"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [96, 48]}"
A1-structure,7,1,TBMD-joint-2e810a40b202,TBMD,joint,minmax,fixed,0.35627522040711684,0.052463027517654075,0.0005253373921128088,0.02424595525637133,0.00016867085563232183,0.9678219443354807,0.0008072539665932545,235133,0.5117512079959852,0.6137368330018944,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2e810a40b202"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [139, 48]}"
A1-structure,7,1,TBMD-joint-92029b032b97,TBMD,joint,minmax,fixed,0.8620730327596805,0.11461302702118932,0.0012854867898966533,0.06474059451992709,0.0005785256641022344,0.9678219443354807,0.0008072539665932545,60356,0.3368750000008731,0.4346181250002701,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-92029b032b97"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-joint-d964c0ccb709,TBMD,joint,minmax,fixed,0.7514048383846809,0.06014882751606208,0.001157314318780854,0.03309352035577965,0.0005280717693003848,0.9678219443354807,0.0008072539665932545,158660,0.3458949159976328,0.4723963329961407,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-d964c0ccb709"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-joint-35d31a161997,TBMD,joint,minmax,fixed,0.726161646912709,0.05141074021283793,0.0011248809765305302,0.0275816278630968,0.0005131584301616105,0.9678219443354807,0.0008072539665932545,207812,0.365490125004726,0.47186737500305753,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-35d31a161997"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-joint-3777c1410e57,TBMD,joint,minmax,fixed,0.5246061972672277,0.10740546803141116,0.0007470728977057719,0.0592176321519777,0.0002820346170281308,0.9678219443354807,0.0008072539665932545,74868,0.2674899169942364,0.3546355419966858,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-3777c1410e57"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-joint-b91e1456e8af,TBMD,joint,minmax,fixed,0.3380223008615444,0.04003427065182818,0.0005078966817761746,0.021807672491214302,0.00021046445471376872,0.9678219443354807,0.0008072539665932545,197748,0.3789104169991333,0.5119674999950803,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b91e1456e8af"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-joint-acd9116c1da9,TBMD,joint,minmax,fixed,0.2788890064088994,0.02502987753212164,0.0004267159946010836,0.013981137575117366,0.0001837570316970994,0.9678219443354807,0.0008072539665932545,259188,0.4669944580018637,0.5866228750019218,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-joint-2bc56fb4a5fe,TBMD,joint,minmax,fixed,146.13273228404896,4.277556576960425,0.23197015218645664,3.540600991624746,0.19200901777709367,0.9678219443354807,0.0008072539665932545,60354,0.21481641600257717,0.31683737500134157,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2bc56fb4a5fe"", ""modal_rank"": 16, ""property_rank"": 1, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-shared-independent-62966562b5d5,TBMD,shared-independent,minmax,fixed,2.8081941611868095,0.34532853954117343,0.004216996392083987,0.17358117834404718,0.00187666102841527,0.9678219443354807,0.0008072539665932545,45840,0.24870991699572187,0.3521240839982056,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-62966562b5d5"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,7,1,TBMD-shared-independent-57c004793f9c,TBMD,shared-independent,minmax,fixed,2.800866968804653,0.3400529905313539,0.004209862339425951,0.1672786535228393,0.00187373958498041,0.9678219443354807,0.0008072539665932545,64272,0.24933883299672743,0.3754012909994344,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-57c004793f9c"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,7,1,TBMD-shared-independent-c56b0377282c,TBMD,shared-independent,minmax,fixed,2.798756122727253,0.33867248391611,0.004207811792719836,0.16561005741279214,0.001871310954520103,0.9678219443354807,0.0008072539665932545,82704,0.26161020799918333,0.41175449999718694,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-c56b0377282c"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,7,1,TBMD-shared-independent-e9be86e375d4,TBMD,shared-independent,minmax,fixed,0.7604829719632719,0.09533531474694511,0.0011404285993098832,0.05420903986998279,0.0005212085191538284,0.9678219443354807,0.0008072539665932545,60352,0.27728862499498064,0.38804220800375333,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-e9be86e375d4"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-shared-independent-a4e5a614f616,TBMD,shared-independent,minmax,fixed,0.7314266462885207,0.07414574384195206,0.001111626682763919,0.04148657507675142,0.0005062167668232136,0.9678219443354807,0.0008072539665932545,84928,0.23889520800003083,0.3376897089983686,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-a4e5a614f616"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-shared-independent-5cd0e7fcecd2,TBMD,shared-independent,minmax,fixed,0.7194792767259225,0.06582851294542125,0.0011005686558516325,0.037038657332425846,0.0004999185853728459,0.9678219443354807,0.0008072539665932545,109504,0.4436120829996071,0.5591280419976101,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-5cd0e7fcecd2"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-shared-independent-7e72c28f4110,TBMD,shared-independent,minmax,fixed,0.3346396342807954,0.08487875185479843,0.00046245244469766473,0.04730057569719228,0.000196525143724836,0.9678219443354807,0.0008072539665932545,74864,0.25632783300534356,0.3600646249979036,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-7e72c28f4110"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-shared-independent-38a2062d6de1,TBMD,shared-independent,minmax,fixed,0.2770724012262096,0.060434976286933194,0.00039002559752770614,0.032487632406733725,0.0001712786859071223,0.9678219443354807,0.0008072539665932545,105584,0.2951808330035419,0.4109971249999944,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-38a2062d6de1"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-shared-independent-85dad870dc87,TBMD,shared-independent,minmax,fixed,0.2496664588044072,0.048863643309120554,0.00035734678834686585,0.027152007713778414,0.00016045545419993756,0.9678219443354807,0.0008072539665932545,136304,0.27459270899998955,0.3815530840001884,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-85dad870dc87"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,7,1,TBMD-independent-89acd749f20b,TBMD,independent,minmax,fixed,0.2893317957578263,0.08475119906695683,0.0003894270508990236,0.04686316541692315,0.00013230108531673112,0.9678219443354807,0.0008072539665932545,71552,0.1965248749984312,0.28240420799556887,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-89acd749f20b"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,7,1,TBMD-independent-914899a1c032,TBMD,independent,minmax,fixed,0.2212277907221801,0.060717850983779305,0.0002996008670539479,0.0320375226849069,0.00010315561981436998,0.9678219443354807,0.0008072539665932545,96128,0.22285912499501137,0.3203595410013804,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-914899a1c032"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
