stage,outer_fold,inner_fold,candidate,family,architecture,scaling,rank_strategy,score,rmse_p,rmse_so,mae_p,mae_so,prior_rmse_p,prior_rmse_so,storage_floats,fit_seconds,elapsed_seconds,status,error,config_json
A1-structure,1,1,POD-matrix-cba43a8fe005,POD,matrix,minmax,fixed,0.4319568175988393,0.09328294478020682,0.0006709791904352581,0.048023242657413194,0.00021237398637173504,0.9733231977800255,0.0008844994759070124,79200,0.5665805829994497,0.05648625000321772,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-cba43a8fe005"", ""modal_rank"": 8, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-ca33e984beea,POD,matrix,minmax,fixed,0.345767511890755,0.05771128087897174,0.0005517513801428386,0.028461777744157462,0.00017245383835542882,0.9733231977800255,0.0008844994759070124,158400,0.5665805829994497,0.07550916699983645,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-ca33e984beea"", ""modal_rank"": 16, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-e4f3a1e03edd,POD,matrix,minmax,fixed,0.27808219206846446,0.033031970211728344,0.0004572494430272558,0.015945809475925513,0.00014723146428415748,0.9733231977800255,0.0008844994759070124,237600,0.5665805829994497,0.08393270799570018,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-e4f3a1e03edd"", ""modal_rank"": 24, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-6ec0ff3d4617,POD,matrix,minmax,fixed,0.21541485038871522,0.014500207274836313,0.00036421943838923734,0.007461661249917417,0.00011752683630169432,0.9733231977800255,0.0008844994759070124,316800,0.5665805829994497,0.08787799999845447,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-6ec0ff3d4617"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-99da0acb2b55,POD,matrix,minmax,energy,7.302573760513919,1.0625945776793764,0.011846146396011155,0.7261064562850602,0.005478849793629782,0.9733231977800255,0.0008844994759070124,9900,0.5665805829994497,0.05279066700313706,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-99da0acb2b55"", ""modal_energy"": 0.99, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-d84037e08250,POD,matrix,minmax,energy,3.2902823451809486,0.5792766861882382,0.005236739788610675,0.472989689523945,0.002194933925411082,0.9733231977800255,0.0008844994759070124,19800,0.5665805829994497,0.05328737500531133,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-d84037e08250"", ""modal_energy"": 0.999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-matrix-22d4adeec94a,POD,matrix,minmax,energy,1.37941541940502,0.17225967491127278,0.0022717019376399263,0.11337079193748956,0.0009115567108614102,0.9733231977800255,0.0008844994759070124,39600,0.5665805829994497,0.05797770899516763,ok,,"{""architecture"": ""matrix"", ""family"": ""POD"", ""id"": ""POD-matrix-22d4adeec94a"", ""modal_energy"": 0.9999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-cc474ae47f6b,POD-E,matrix,minmax,fixed,0.4319568175988384,0.09328294478020688,0.0006709791904352564,0.04802324265741331,0.0002123739863717284,0.9733231977800255,0.0008844994759070124,79200,0.5665805829994497,0.06114474999776576,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-cc474ae47f6b"", ""modal_rank"": 8, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-52af124c387a,POD-E,matrix,minmax,fixed,0.34576751189075433,0.05771128087897179,0.0005517513801428374,0.028461777744156758,0.00017245383835542014,0.9733231977800255,0.0008844994759070124,158400,0.5665805829994497,0.06869312500202795,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-52af124c387a"", ""modal_rank"": 16, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-265b2d511e9e,POD-E,matrix,minmax,fixed,0.27808219206846424,0.03303197021172843,0.0004572494430272553,0.015945809475924503,0.00014723146428415672,0.9733231977800255,0.0008844994759070124,237600,0.5665805829994497,0.07830174999980954,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-265b2d511e9e"", ""modal_rank"": 24, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-e7c774107192,POD-E,matrix,minmax,fixed,0.21541485038871513,0.014500207274836299,0.00036421943838923723,0.007461661249918296,0.00011752683630168394,0.9733231977800255,0.0008844994759070124,316800,0.5665805829994497,0.08660400000371737,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-e7c774107192"", ""modal_rank"": 32, ""rank_strategy"": ""fixed"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-077a72e2ec99,POD-E,matrix,minmax,energy,7.302573760513961,1.0625945776793737,0.011846146396011226,0.7261064562850569,0.005478849793629813,0.9733231977800255,0.0008844994759070124,9900,0.5665805829994497,0.05329245900065871,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-077a72e2ec99"", ""modal_energy"": 0.99, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-064258efae72,POD-E,matrix,minmax,energy,3.2902823451809895,0.5792766861882369,0.005236739788610749,0.47298968952394543,0.00219493392541111,0.9733231977800255,0.0008844994759070124,19800,0.5665805829994497,0.0524323329955223,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-064258efae72"", ""modal_energy"": 0.999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,POD-E-matrix-171e9fa7f660,POD-E,matrix,minmax,energy,1.3794154194050154,0.17225967491127228,0.002271701937639918,0.11337079193749301,0.0009115567108614157,0.9733231977800255,0.0008844994759070124,39600,0.5665805829994497,0.050166790999355726,ok,,"{""architecture"": ""matrix"", ""family"": ""POD-E"", ""id"": ""POD-E-matrix-171e9fa7f660"", ""modal_energy"": 0.9999, ""rank_strategy"": ""energy"", ""scaling"": ""minmax""}"
A1-structure,1,1,TBMD-joint-59361fabc7c7,TBMD,joint,minmax,fixed,7.3423297355524575,1.3489732914699306,0.011646608908300415,0.6611118931601778,0.006627147104879022,0.9733231977800255,0.0008844994759070124,30180,0.3685407910015783,0.5468861249973997,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-59361fabc7c7"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [32, 24]}"
A1-structure,1,1,TBMD-joint-2e059ecb0898,TBMD,joint,minmax,fixed,4.88739276514294,0.8416593335760082,0.007806987675079369,0.343307462095882,0.003727871037648728,0.9733231977800255,0.0008844994759070124,57364,0.3039165000009234,0.402999332996842,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2e059ecb0898"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 32]}"
A1-structure,1,1,TBMD-joint-547df7fea89b,TBMD,joint,minmax,fixed,2.593254280770099,0.36090838383306406,0.004224284969918373,0.18609842317562686,0.0018684485230115854,0.9733231977800255,0.0008844994759070124,82708,0.2919766659979359,0.3995399580016965,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-547df7fea89b"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-joint-4677f07dd08b,TBMD,joint,minmax,fixed,0.7225774842167308,0.07672487923183026,0.0011994804008159895,0.0423960923939552,0.0005437516504796055,0.9733231977800255,0.0008844994759070124,109508,0.35699645800195867,0.4521134590031579,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-4677f07dd08b"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-485191ba8e1f,TBMD,joint,minmax,fixed,0.3723672379408571,0.06238718711995459,0.0005941113075039417,0.0336457744672517,0.00023022769995936787,0.9733231977800255,0.0008844994759070124,136308,0.3318407919941819,0.43760645799920894,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-485191ba8e1f"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-joint-b56a0d74debf,TBMD,joint,minmax,fixed,0.3519109725277912,0.058240518629813075,0.0005621038869580339,0.029378388717513155,0.00019204685874702366,0.9733231977800255,0.0008844994759070124,163108,0.4453467919956893,0.5445597919970169,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b56a0d74debf"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [96, 48]}"
A1-structure,1,1,TBMD-joint-2e810a40b202,TBMD,joint,minmax,fixed,0.3457675107342766,0.0577112813641556,0.000551751377441761,0.028461778107823233,0.00017245383807160263,0.9733231977800255,0.0008844994759070124,235133,0.557900542000425,0.6716894589990261,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2e810a40b202"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [139, 48]}"
A1-structure,1,1,TBMD-joint-92029b032b97,TBMD,joint,minmax,fixed,0.772915765635369,0.10467413999334459,0.0012620706084271295,0.058232050759943775,0.0005672687761867041,0.9733231977800255,0.0008844994759070124,60356,0.2720596250001108,0.3754681249993155,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-92029b032b97"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-d964c0ccb709,TBMD,joint,minmax,fixed,0.6925014533851064,0.06244236574586485,0.0011612577530759553,0.03472816137718308,0.0005254939235932688,0.9733231977800255,0.0008844994759070124,158660,0.39213295900117373,0.5154855829969165,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-d964c0ccb709"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-35d31a161997,TBMD,joint,minmax,fixed,0.6715973215142178,0.05483665594374703,0.0011318102537765781,0.030254700940624907,0.0005143083141160054,0.9733231977800255,0.0008844994759070124,207812,0.45208570799877634,0.5866244170028949,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-35d31a161997"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-3777c1410e57,TBMD,joint,minmax,fixed,0.4536659727443652,0.09615931918847066,0.0007063554136556644,0.051735991143258005,0.0002640089561515497,0.9733231977800255,0.0008844994759070124,74868,0.3092967080010567,0.3999067499971716,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-3777c1410e57"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-joint-b91e1456e8af,TBMD,joint,minmax,fixed,0.3120833310128651,0.04154038732301494,0.0005089080191028714,0.02324202078160482,0.00020631027166499445,0.9733231977800255,0.0008844994759070124,197748,0.35706645799655234,0.4705105840039323,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b91e1456e8af"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-joint-acd9116c1da9,TBMD,joint,minmax,fixed,0.26215483718853955,0.02907769056656126,0.00043257665471204055,0.016927543448110132,0.00018265572234585774,0.9733231977800255,0.0008844994759070124,259188,0.46035358399967663,0.6083130829938455,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-joint-2bc56fb4a5fe,TBMD,joint,minmax,fixed,133.80998807079632,4.27527543169898,0.23228636352753504,3.5401299795102594,0.1923656592878886,0.9733231977800255,0.0008844994759070124,60354,0.24201808399811853,0.36061016700114124,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2bc56fb4a5fe"", ""modal_rank"": 16, ""property_rank"": 1, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-shared-independent-62966562b5d5,TBMD,shared-independent,minmax,fixed,2.588351594218808,0.3656882256721297,0.004210963658990696,0.19212936905934122,0.001859361937313366,0.9733231977800255,0.0008844994759070124,45840,0.2279390420007985,0.3474270000006072,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-62966562b5d5"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-shared-independent-57c004793f9c,TBMD,shared-independent,minmax,fixed,2.5835497807147836,0.3611285897274314,0.004206904005008761,0.18650968894221429,0.0018598437050140462,0.9733231977800255,0.0008844994759070124,64272,0.2625138750008773,0.38932037499762373,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-57c004793f9c"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-shared-independent-c56b0377282c,TBMD,shared-independent,minmax,fixed,2.581665853778056,0.35984776266602414,0.004204962558620519,0.1849982902464075,0.0018580745499620743,0.9733231977800255,0.0008844994759070124,82704,0.2530240420019254,0.3759214579986292,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-c56b0377282c"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-shared-independent-e9be86e375d4,TBMD,shared-independent,minmax,fixed,0.700468762369964,0.09980027593474182,0.0011385865140215196,0.055770192499075354,0.0005150338439514836,0.9733231977800255,0.0008844994759070124,60352,0.25175900000613183,0.3620403329987312,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-e9be86e375d4"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-shared-independent-a4e5a614f616,TBMD,shared-independent,minmax,fixed,0.6799365946327461,0.08054358721508222,0.0011204075770991529,0.04486024166758439,0.0005084551369225007,0.9733231977800255,0.0008844994759070124,84928,0.2731032499941648,0.38955245800025295,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-a4e5a614f616"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-shared-independent-5cd0e7fcecd2,TBMD,shared-independent,minmax,fixed,0.6713649034575023,0.07167834355305713,0.001114541222939671,0.04037364454479734,0.0005061862913841539,0.9733231977800255,0.0008844994759070124,109504,0.30684104099782417,0.43522712500271155,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-5cd0e7fcecd2"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-shared-independent-7e72c28f4110,TBMD,shared-independent,minmax,fixed,0.3062921489756723,0.09060508415998303,0.00045059205049150837,0.049151750277997924,0.0001852897538749197,0.9733231977800255,0.0008844994759070124,74864,0.2650025420007296,0.37414704199909465,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-7e72c28f4110"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-shared-independent-38a2062d6de1,TBMD,shared-independent,minmax,fixed,0.26627891486722394,0.06771769709290867,0.00040087310496367165,0.036559578218123424,0.00017174644756865585,0.9733231977800255,0.0008844994759070124,105584,0.28827499999897555,0.39555008300521877,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-38a2062d6de1"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-shared-independent-85dad870dc87,TBMD,shared-independent,minmax,fixed,0.2509946813795874,0.05517774485556792,0.00038694396788132803,0.030964952711002653,0.00016809387703675606,0.9733231977800255,0.0008844994759070124,136304,0.34382008299871814,0.4723684580021654,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-85dad870dc87"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-independent-89acd749f20b,TBMD,independent,minmax,fixed,0.2680542499286699,0.0900132137065945,0.00038355485477823504,0.04820946867411382,0.0001239267876859131,0.9733231977800255,0.0008844994759070124,71552,0.23908708400267642,0.35757941699557705,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-89acd749f20b"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-independent-914899a1c032,TBMD,independent,minmax,fixed,0.21977527961136634,0.06674221978355573,0.00031951681321089657,0.035247141432095785,0.0001072286528424747,0.9733231977800255,0.0008844994759070124,96128,0.2314570000016829,0.3426297080004588,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-914899a1c032"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-independent-6dfc3aa03607,TBMD,independent,minmax,fixed,0.20224070329453855,0.05458271227402897,0.0003011757398831557,0.029708390642083738,0.00010249973285209967,0.9733231977800255,0.0008844994759070124,120704,0.28540458300267346,0.40480779099743813,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-6dfc3aa03607"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-independent-afffe25a8ac6,TBMD,independent,minmax,fixed,0.26654132577697903,0.0877814497465198,0.00038315425618888,0.04578843034231828,0.00012206092584851863,0.9733231977800255,0.0008844994759070124,88288,0.2214239590030047,0.3255457090053824,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-afffe25a8ac6"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-independent-b93428985231,TBMD,independent,minmax,fixed,0.2177758354748561,0.06386638357573432,0.00031882040376279624,0.031950723948448216,0.00010504751576902954,0.9733231977800255,0.0008844994759070124,119008,0.3040951250004582,0.41510091700183693,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-b93428985231"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-independent-2e7504c4caf6,TBMD,independent,minmax,fixed,0.19897580542716176,0.04987182802306961,0.0003001666279434652,0.026050024504028605,0.0001000295007806928,0.9733231977800255,0.0008844994759070124,149728,0.3360631250034203,0.45540025000082096,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-2e7504c4caf6"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,1,1,TBMD-joint-residual-f7f6fcb6ea00,TBMD,joint-residual,minmax,fixed,0.362494268570305,0.06979994192327815,0.0005702435042785879,0.0353962914446831,0.00021636987283090844,0.9733231977800255,0.0008844994759070124,122308,0.3252384999941569,0.43076687500433763,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-f7f6fcb6ea00"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 4, ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-joint-residual-34a11b56e487,TBMD,joint-residual,minmax,fixed,0.3427309101615261,0.058917391446736266,0.0005455280123715618,0.030601252146070585,0.0001939375869418926,0.9733231977800255,0.0008844994759070124,161908,0.4261137499997858,0.5592859160024091,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-34a11b56e487"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,1,1,TBMD-joint-residual-fad77c0e3d98,TBMD,joint-residual,minmax,fixed,0.3586626659987527,0.06273144745069234,0.0005697216417833052,0.0319323998860827,0.00019936991006567809,0.9733231977800255,0.0008844994759070124,149108,0.39471083299577003,0.5260790829997859,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-fad77c0e3d98"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 4, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,minmax,fixed,0.3277914416781664,0.05487827480579243,0.0005237969236731222,0.02787344001041123,0.0001851168229380395,0.9733231977800255,0.0008844994759070124,188708,0.47359833299560705,0.5958542089938419,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,1,1,TBMD-joint-dd2685b17b74,TBMD,joint,minmax,energy,16.25335554200026,2.844767250608147,0.025923680743992455,1.6637625027455065,0.014588934583648827,0.9733231977800255,0.0008844994759070124,2699,0.12712008300150046,0.2141559590018005,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-dd2685b17b74"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.99, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.99}"
A1-structure,1,1,TBMD-joint-d285b7f8d405,TBMD,joint,minmax,energy,7.23222833310767,1.0452952273398906,0.011746141146560874,0.6750312640195933,0.00616612592845182,0.9733231977800255,0.0008844994759070124,11344,0.22422674999688752,0.31927174999873387,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-d285b7f8d405"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.999}"
A1-structure,1,1,TBMD-joint-007f1b029a14,TBMD,joint,minmax,energy,2.8222110655597317,0.3705515886780458,0.004623036850627432,0.21384330213675581,0.0022046570608288776,0.9733231977800255,0.0008844994759070124,27184,0.3832802079996327,0.48025958400103264,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-007f1b029a14"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.9999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.9999}"
