sensors,subject,slice_idx,error_mean,error_std,ssim_mean,ssim_std,psnr_mean,psnr_std,error_ci_lower,error_ci_upper,ssim_ci_lower,ssim_ci_upper,psnr_ci_lower,psnr_ci_upper,num_samples
11,case3,10,0.031240273267030716,0.015492256730794907,0.9989018139444054,0.0011549031340258554,33.92137145996094,8.891024589538574,0.02208493459843679,0.040395611935624645,0.9982193098066828,0.9995843180821279,28.6671116937761,39.175631226145775,11
12,case3,10,0.0301577877253294,0.019561484456062317,0.9988050991043186,0.0014551445524832085,34.48448181152344,8.955411911010742,0.01859768914397203,0.04171788630668677,0.9979451636267931,0.9996650345818441,29.192171569911764,39.77679205313511,11
13,case3,10,0.031456079334020615,0.023851608857512474,0.9984322653262968,0.0023826664144148313,35.075233459472656,9.601229667663574,0.01736067924635651,0.04555147942168472,0.9970241994558875,0.9998403311967061,29.401269312746226,40.74919760619909,11
14,case3,10,0.03514527902007103,0.02122003212571144,0.9987040725599947,0.001117970773834543,34.57859802246094,11.919145584106445,0.0226050414003861,0.04768551663975596,0.9980433940524084,0.999364751067581,27.534833104348124,41.62236294057375,11
15,case3,10,0.024022795259952545,0.016527339816093445,0.999155491546432,0.000918739976210937,37.11800003051758,9.88871955871582,0.014255761577474418,0.03378982894243067,0.9986125509163644,0.9996984321764997,31.27414021512794,42.96185984590722,11
16,case3,10,0.029300492256879807,0.015959637239575386,0.9991551102365761,0.0006678906472493644,34.90332794189453,9.905036926269531,0.01986894935804747,0.03873203515571214,0.9987604120866933,0.9995498083864589,29.049825178499958,40.756830705289104,11
17,case3,10,0.019303569570183754,0.011898239143192768,0.9995130157326811,0.0004228595012327823,38.45695495605469,8.780357360839844,0.012272159569126969,0.02633497957124054,0.9992631217365842,0.9997629097287781,33.26809534272412,43.64581456938525,11
18,case3,10,0.03170102834701538,0.017910422757267952,0.999035658199213,0.0007696416223961108,34.56065368652344,10.223875999450684,0.021116644877915307,0.042285411816115455,0.9985808290656062,0.9994904873328199,28.51872907171766,40.60257830132922,11
19,case3,10,0.02852690778672695,0.020801633596420288,0.9988988302123303,0.0015427925410676584,35.621734619140625,10.00783920288086,0.016233927897188454,0.040819887676265446,0.997987098083545,0.9998105623411155,29.70747959255845,41.5359896457228,11
20,case3,10,0.03406638279557228,0.022748976945877075,0.9983534828974983,0.0015384905996331133,34.52714920043945,10.730167388916016,0.020622596527201192,0.04751016906394337,0.9974442930536396,0.9992626727413569,28.18602549436544,40.86827290651347,11
21,case3,10,0.019721461459994316,0.014401759952306747,0.9996178619308196,0.0004131387389442514,38.62334442138672,9.274944305419922,0.011210565205282172,0.02823235771470646,0.9993737125381341,0.999862011323505,33.142202601701094,44.104486241072344,11
22,case3,10,0.024754434823989868,0.020201222971081734,0.9990806921914849,0.0009758420900504371,38.18280029296875,10.884001731872559,0.012816274939742795,0.03669259470823694,0.9985040063685782,0.9996573780143916,31.75076629970409,44.61483428623341,11
23,case3,10,0.029753707349300385,0.01471311878412962,0.9989761063992636,0.0006631788195235678,34.698177337646484,9.737120628356934,0.021058809783331252,0.03844860491526952,0.9985841927616264,0.9993680200369008,28.9439067650218,40.45244791027117,11
24,case3,10,0.030363982543349266,0.01967528462409973,0.999081980539529,0.0008375919540289542,35.0316162109375,10.172937393188477,0.01873663236030275,0.04199133272639578,0.9985869953260461,0.9995769657530119,29.01979438875519,41.043438033119806,11
25,case3,10,0.0282357856631279,0.01520200353115797,0.9992324720472167,0.0005395859811960379,35.16244125366211,9.68949031829834,0.019251975674215414,0.03721959565204039,0.9989135971095934,0.9995513469848399,29.436318395541132,40.88856411178308,11
26,case3,10,0.027423741295933723,0.017178630456328392,0.9990222529937146,0.0008135398869701947,36.04574966430664,10.16052532196045,0.017271819440825217,0.03757566315104223,0.9985414816435461,0.9995030243438832,30.04126290748285,42.050236421130435,11
27,case3,10,0.028259117156267166,0.015756001695990562,0.999230229742706,0.0007445655596497337,35.153953552246094,9.58771800994873,0.018947915173472996,0.03757031913906134,0.9987902196151941,0.999670239870218,29.487974284966413,40.819932819525775,11
28,case3,10,0.023051124066114426,0.01041210163384676,0.9992701023136583,0.0004925620708683031,36.728023529052734,8.83712100982666,0.016897965209651554,0.029204282922577297,0.9989790167311983,0.9995611878961184,31.50561874282902,41.95042831527645,11
29,case3,10,0.02311372570693493,0.012649347074329853,0.9993715358568416,0.000463624838387504,36.590782165527344,8.97952938079834,0.01563843928388742,0.030589012129982437,0.9990975510859739,0.9996455206277093,31.284219410058462,41.897344920996225,11
30,case3,10,0.028582565486431122,0.013555559329688549,0.998917150658946,0.000678636162812011,35.098487854003906,9.66541576385498,0.02057174184323496,0.036593389129627285,0.9985161023151661,0.999318199002726,29.386592148392374,40.81038355961544,11
