fold,sensing,placement,N,basis,estimator,sigma_p,sigma_so,draw,rmse_p,rmse_so
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,2,0.2381715646699992,0.0012725104029766895
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,3,0.3453303148438026,0.004154214020480962
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,3,0.34657292339534623,0.0016908998588900212
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,3,0.21408333754438902,0.0014447718835157123
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,4,0.3409355034018552,0.004121225784737203
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,4,0.34511275381320616,0.0016737287336850472
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,4,0.2350295439919403,0.001373209689905564
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,5,0.33670085525354126,0.0041492369796253285
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,5,0.3600064139810397,0.00167130071687969
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,5,0.22694102030629776,0.001399162404769341
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,6,0.34381299595813003,0.004295373181073254
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,6,0.33262289568340414,0.0017287268990429285
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,6,0.23417417048870606,0.001458028729972809
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,7,0.33003869381326006,0.0040866177051533505
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,7,0.33960592918139887,0.0017074749726233723
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,7,0.22759218835903156,0.0013593533355509984
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,8,0.3393108137786199,0.004148775687101453
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,8,0.3530764971852881,0.0016298297056149345
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,8,0.23047795623795214,0.0013487821046419505
P2-run3,wells-joint,DG-POD-E,30,none,IDW,0.5,0.01,9,0.3440565068069418,0.004090373134057768
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,0.5,0.01,9,0.3404658900427204,0.0017893851250758036
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,0.5,0.01,9,0.2293789586991421,0.0015023567927650388
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,0,0.4908482206589792,0.00807135904165998
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,0,0.6813271703463981,0.003330387390324712
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,0,0.35002339388110276,0.00264274019642075
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,1,0.49766786159126913,0.008176215822890449
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,1,0.6571209862971733,0.0031862850087380767
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,1,0.3430017208416885,0.0025220711642041397
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,2,0.4834191439371171,0.007918231960876316
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,2,0.6419133408863081,0.003319239740130649
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,2,0.33675608942154855,0.0024909376378850854
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,3,0.49847721201055134,0.008041762118926732
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,3,0.6507766256919444,0.003397243588554144
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,3,0.35922669519919526,0.0026566439536005143
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,4,0.48755347836859847,0.00809575824222913
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,4,0.6530860375809374,0.0033702708643112258
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,4,0.3296073692240316,0.002617626911440992
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,5,0.4824170848711281,0.007981793015710129
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,5,0.6256517391646207,0.00313515329710235
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,5,0.3362724462909244,0.0024709291786198222
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,6,0.47312730602919584,0.008192806114203949
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,6,0.6304883084635583,0.003229488293023803
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,6,0.3404936678764498,0.0025598247844846145
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,7,0.48397548518585953,0.008221893743977422
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,7,0.6825150953185574,0.0031827707071701524
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,7,0.3586723643254817,0.002421631939744101
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,8,0.4887369859408375,0.008105279233018178
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,8,0.6395496685524192,0.0033310205787931194
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,8,0.3484897002104057,0.0026694436757709783
P2-run3,wells-joint,DG-POD-E,30,none,IDW,1.0,0.02,9,0.4947420963015124,0.008043795953850286
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,1.0,0.02,9,0.6672896467755769,0.0031923580113801574
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,1.0,0.02,9,0.35109276699695824,0.0024770406989549666
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,0,0.841148338690724,0.020209617901648623
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,0,1.2127176581326227,0.007591719725171139
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,0,0.6661488829272665,0.006142241891093591
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,1,0.8535755394932563,0.02104140063748749
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,1,1.279369648669443,0.008291228720843175
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,1,0.6729504451287904,0.006877443327313972
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,2,0.8802299256172385,0.020156041596210296
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,2,1.3293037363632771,0.0077598010750171585
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,2,0.7240766930339378,0.006352202000447218
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,3,0.8478010615360987,0.020331448966306936
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,3,1.5232407657488756,0.007811154599308504
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,3,0.7595900987766145,0.0063257764899241195
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,4,0.8305595400962893,0.020653292815199394
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,4,1.2099953291358727,0.007880991851019988
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,4,0.6702975151354624,0.006491048984891225
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,5,0.8649493026305081,0.020296883458047595
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,5,1.4715158225211347,0.008424034420756944
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,5,0.7343980805858602,0.006982544029192227
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,6,0.8364382037779173,0.020008777754725603
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,6,1.2682782563653776,0.007900064470892568
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,6,0.686102158273902,0.006458848447483787
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,7,0.8359099844004156,0.01960229803029388
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,7,1.3236947057039261,0.0077420018318662236
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,7,0.6817279398682576,0.006184976305370709
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,8,0.8584550125930351,0.020453173445389772
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,8,1.3609998589121557,0.008577114470729248
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,8,0.725003803633608,0.007247818295195046
P2-run3,wells-joint,DG-POD-E,30,none,IDW,2.0,0.05,9,0.8505629274430653,0.02060290611309418
P2-run3,wells-joint,DG-POD-E,30,POD-E,LS,2.0,0.05,9,1.359030508014654,0.00839721802530818
P2-run3,wells-joint,DG-POD-E,30,POD-E,L1,2.0,0.05,9,0.7240154747095388,0.0069124943416223805
P2-run3,grid,QR-TBMD,30,none,IDW,0.0,0.0,0,0.4489928343800261,0.0015103503279586265
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.0,0.0,0,0.3898876734158998,0.0047014485510396995
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.0,0.0,0,0.387410443429364,0.0046029361985562185
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,0,0.45101982227670895,0.00275338085049868
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,0,0.3932338298409083,0.004884038949897456
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,0,0.38769437429630527,0.004732396497507682
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,1,0.45276319277392546,0.002582636680497647
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,1,0.3924253427906666,0.0049023713820541045
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,1,0.3884885594229745,0.004766980319156955
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,2,0.451388925076272,0.0027318844737540863
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,2,0.3940839113320956,0.004841942571748664
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,2,0.3875443719295479,0.004693703280069668
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,3,0.4484110195782464,0.002558274235948607
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,3,0.3985423367531842,0.004835120059700782
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,3,0.39032410291405284,0.004703545792319808
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,4,0.44971404201665605,0.002714427010454444
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,4,0.3950772759660774,0.004829036366306148
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,4,0.39069915022249535,0.004710416098767841
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,5,0.45049060944607733,0.002700361307918095
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,5,0.39556635722862155,0.004820562356134185
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,5,0.39029757074177396,0.004679616033753407
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,6,0.4518909055546573,0.0029338323936408395
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,6,0.3957826402674781,0.004886379797371642
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,6,0.38888583283015166,0.00472496409034775
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,7,0.44940767833710704,0.002558538562205776
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,7,0.39368845816722303,0.004821531850744044
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,7,0.3900899216314095,0.0046929774043192405
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,8,0.45283912470106386,0.0026871713205680863
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,8,0.39188848604977594,0.004803688940621191
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,8,0.3886499267756334,0.004670394206868694
P2-run3,grid,QR-TBMD,30,none,IDW,0.1,0.005,9,0.45140368519665336,0.00257847371198938
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.1,0.005,9,0.3939433899180776,0.004837084824665514
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.1,0.005,9,0.3890828142769169,0.004705587225672326
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,0,0.4771929718449147,0.004754011210373829
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,0,0.47412587345482327,0.005279720343856787
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,0,0.42096677964149326,0.0049879614075974375
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,1,0.4910265979849151,0.0043834609194157775
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,1,0.4759057298031882,0.005180762357948824
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,1,0.42206884809058276,0.004911113202925925
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,2,0.4953966864761292,0.00498605104408408
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,2,0.4769881737581563,0.005207416276993725
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,2,0.4217922383469484,0.004904657925408534
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,3,0.4840367792638159,0.004343914611690575
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,3,0.4799115875897902,0.00517324676817378
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,3,0.4204337131050256,0.004867881819473521
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,4,0.4930683623606633,0.004845037351256773
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,4,0.47482432346279296,0.005304893250300575
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,4,0.4222091371651071,0.0049871936511986705
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,5,0.4889321380321385,0.004643431214161791
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,5,0.4725488510291491,0.005383913439820346
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,5,0.41589163958627345,0.005088999756027202
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,6,0.488428086707716,0.004584285725094223
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,6,0.4650751242659274,0.005258604506684461
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,6,0.41437892078813765,0.00496006136685588
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,7,0.494532371164265,0.004833249450000419
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,7,0.48421708005139985,0.005260428980096963
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,7,0.4337665433459202,0.005006823466230271
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,8,0.48971747976035923,0.004739464377618381
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,8,0.4802193600943614,0.005158289811993756
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,8,0.4251597332971985,0.004986232856961681
P2-run3,grid,QR-TBMD,30,none,IDW,0.5,0.01,9,0.49807419232579686,0.004756528450119806
P2-run3,grid,QR-TBMD,30,TBMD,LS,0.5,0.01,9,0.4664659358697369,0.00520778631375802
P2-run3,grid,QR-TBMD,30,TBMD,L1,0.5,0.01,9,0.4141310434055634,0.004948158895304409
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,0,0.5790861917058305,0.008872249271577799
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,0,0.6614255224396429,0.006635967149843163
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,0,0.5237415978681573,0.006013572352723879
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,1,0.6121341739071147,0.00862867961098873
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,1,0.6888562198959554,0.006581266182391354
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,1,0.5208676909006086,0.006040808350944082
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,2,0.6155145050542311,0.009011300841835285
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,2,0.674029085922065,0.006587219509229097
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,2,0.5233141737570965,0.006039938877610509
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,3,0.6074266634282939,0.0092079172390412
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,3,0.6623865230513724,0.006658756434652885
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,3,0.5248404826963203,0.006057024836585302
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,4,0.612860500065888,0.009283949667657563
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,4,0.6704121484593044,0.0066332239316289655
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,4,0.5130605727586832,0.006046465018006707
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,5,0.6069588230819104,0.008630687889891742
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,5,0.6799830771739773,0.006279814150481659
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,5,0.5132207141768688,0.0057713850562846536
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,6,0.6198955702806934,0.008701370900121807
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,6,0.6747622987699934,0.00645233471302506
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,6,0.5318103197537619,0.005863898501932839
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,7,0.6080796055039848,0.008944674456380681
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,7,0.6695264795265696,0.006541592611304761
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,7,0.5074188476566055,0.00594161303471411
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,8,0.6029893924279566,0.008953731981600384
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,8,0.6828247067822893,0.006505745281166791
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,8,0.5259052010592988,0.005972502953053194
P2-run3,grid,QR-TBMD,30,none,IDW,1.0,0.02,9,0.6126667237276152,0.009030078158965211
P2-run3,grid,QR-TBMD,30,TBMD,LS,1.0,0.02,9,0.6662387880602305,0.006717303135635446
P2-run3,grid,QR-TBMD,30,TBMD,L1,1.0,0.02,9,0.5185332574513373,0.006149222376792281
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,0,0.9044395115417969,0.02211269223802813
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,0,1.1316699291221577,0.011846873627167595
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,0,0.847891997970077,0.010575024896970453
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,1,0.9248728841071819,0.02380249432712817
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,1,1.1135521413262406,0.013142868494482403
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,1,0.8728020048422367,0.011928730339030844
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,2,0.9302036672397683,0.02332321828669172
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,2,1.0682837193386916,0.012189921894780749
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,2,0.8117246610962884,0.011061619670489421
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,3,0.9155249337112631,0.023407435313418296
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,3,1.108511720667327,0.012759178831682944
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,3,0.8353978274417442,0.01152609435851338
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,4,0.9547010929969653,0.022317179357176725
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,4,1.1868217790649607,0.012120734680985486
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,4,0.8854691233677058,0.010993483047579767
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,5,0.9524127569388847,0.021776324016849175
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,5,1.1600095598932427,0.011830677344840536
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,5,0.8800006013249247,0.010811340867155956
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,6,0.9547593906879396,0.021923297960819838
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,6,1.1921590405513363,0.011591799300027851
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,6,0.8810295572396954,0.010561073420938327
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,7,0.9139496736627328,0.02304294509325922
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,7,1.1474410330108529,0.012046875370383578
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,7,0.8702166475644649,0.011009301633941733
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,8,0.9792638804714853,0.02227365389294169
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,8,1.2064944013464098,0.012270881796581218
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,8,0.9029597283102794,0.01118533033418671
P2-run3,grid,QR-TBMD,30,none,IDW,2.0,0.05,9,0.9300883068410473,0.021826939010418173
P2-run3,grid,QR-TBMD,30,TBMD,LS,2.0,0.05,9,1.1138522994823388,0.011321778191618425
P2-run3,grid,QR-TBMD,30,TBMD,L1,2.0,0.05,9,0.870304530054039,0.010077803092316902
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.0,0.0,0,0.6210682718770566,0.001362690402303343
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.0,0.0,0,0.8257479392492014,0.004332722586032973
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.0,0.0,0,0.5309720947055593,0.004295108897597888
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,0,0.6231894176624596,0.002689661879256465
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,0,1.1534168729256042,0.0046366301560323
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,0,0.5298727273077085,0.0043725740863035135
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,1,0.6212191796281653,0.0025333876736508077
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,1,1.0847620295165918,0.00464557579538326
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,1,0.523641488551765,0.004356414826853726
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,2,0.6211181689787915,0.002768716313540152
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,2,1.0517142517809754,0.004634424076483656
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,2,0.5302970665816545,0.0043904880709520165
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,3,0.6261332067290024,0.002620272984414056
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,3,1.0833958615240293,0.0046241105632944994
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,3,0.5286669391712064,0.004392158883934195
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,4,0.6203924488708152,0.002678368293259998
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,4,1.1066318544774112,0.004627166971311614
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,4,0.5323523714638885,0.00437229219394936
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,5,0.6228411985981721,0.0026355985495186396
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,5,1.1760723993960858,0.004615121736219696
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,5,0.5312240276188058,0.004374275758517928
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,6,0.6281721402217546,0.0025492721439191474
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,6,1.12433145172457,0.0046210409642456025
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,6,0.52747477080675,0.004354559882388545
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,7,0.6238942044766091,0.0025856355891112604
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,7,1.1337848091217586,0.00464442875700707
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,7,0.5251608934604085,0.004389936835205558
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,8,0.619997610494644,0.002575538488754096
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,8,1.1063725633533996,0.004603770107058279
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,8,0.5365246916074357,0.0043927130275183265
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.1,0.005,9,0.6230747426048339,0.002686024178151186
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.1,0.005,9,1.0922179395001765,0.004617897955010745
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.1,0.005,9,0.52986806009716,0.004370072989491419
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.5,0.01,0,0.6375441538227793,0.004783951228276923
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.5,0.01,0,1.859268076019963,0.005540026521521623
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.5,0.01,0,0.5911118864573099,0.004685409312974176
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.5,0.01,1,0.6604679770114845,0.004916120850839403
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.5,0.01,1,1.7582327699613765,0.005504961373683812
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.5,0.01,1,0.5657897619445944,0.004625751408842813
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.5,0.01,2,0.6786246070834343,0.004830741893342839
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.5,0.01,2,1.6903839427112617,0.005411290770690868
P2-run3,wells-joint,DG-TBMD,10,TBMD,L1,0.5,0.01,2,0.5702542021950511,0.004678976805534664
P2-run3,wells-joint,DG-TBMD,10,none,IDW,0.5,0.01,3,0.6480359512076425,0.004729355894195814
P2-run3,wells-joint,DG-TBMD,10,TBMD,LS,0.5,0.01,3,1.646409435845966,0.005295735972572654
