protocol,fold,basis,r,R1,rmse_p,rmse_so,relerr,r_energy,seconds,storage_floats,train_rel_error,R2
P1,P1-run2,POD,2,0,0.11696447240556863,0.005497060433574689,0.011790165714106701,8,0.047155915992334485,19800.0,,
P1,P1-run2,TBMD,2,48,0.30735493497367516,0.006957192363171678,0.01787065447899418,8,0.8407926250074524,18408.0,0.029171518836414875,
P1,P1-run2,POD,5,0,0.03544826704900629,0.0007918768960740343,0.002047608250262865,8,0.0745074579899665,49500.0,,
P1,P1-run2,TBMD,5,48,0.30410440557968627,0.004689395030672754,0.014540352657861398,8,0.8243269170052372,32550.0,0.014829851137448615,
P1,P1-run2,POD,8,0,0.014815671806018029,0.0006886434634479974,0.0014776572046576609,8,0.05258791701635346,79200.0,,
P1,P1-run2,TBMD,8,48,0.30299591981068796,0.004676507939965091,0.014492679955762977,8,0.8820795840001665,46692.0,0.014710967514389151,
P1,P1-run2,POD,10,0,0.014891424085449743,0.00040950870710184376,0.0009829359080200635,8,0.04195874999277294,99000.0,,
P1,P1-run2,TBMD,10,48,0.3030231733596047,0.0046498313211377745,0.014459099445686411,8,0.9253455830039456,56120.0,0.014700297794353839,
P1,P1-run2,POD,16,0,0.0030793156122721536,0.00010715305078730728,0.00024204118663631726,8,0.04146224999567494,158400.0,,
P1,P1-run2,TBMD,16,48,0.3027228053046115,0.004631430814469945,0.014427028290010692,8,0.9000069590110797,84404.0,0.014694362687679912,
P1,P1-run2,POD,20,0,0.002348728758060033,5.640513571016106e-05,0.0001419928086725284,8,0.049241375003475696,198000.0,,
P1,P1-run2,TBMD,20,48,0.3027158779330659,0.004630820001854956,0.014426047776727612,8,0.9760260410257615,103260.0,0.01469431308635813,
P1,P1-run2,POD,30,0,0.001054915109367472,2.9177155249411216e-05,7.012051593056064e-05,8,0.04421612498117611,297000.0,,
P1,P1-run2,TBMD,30,48,0.30270725629749284,0.00463064141358935,0.014425575212270466,8,0.9881636670033913,150400.0,0.014694310990282277,
P1,P1-run2,POD,50,0,0.0008665867588947174,2.2936741650663638e-05,5.590221237818134e-05,8,0.047454999992623925,495000.0,,
P1,P1-run2,TBMD,50,48,0.30270247117902377,0.004630613314185162,0.01442540432952896,8,1.053521499998169,244680.0,0.014694310939068835,
P1,P1-run2,TBMD-R1sweep,8,12,2.0275599708159446,0.01916426515735719,0.08350733752887755,8,0.9451217089954298,5400.0,0.10784324990647656,12.0
P1,P1-run2,TBMD-R1sweep,8,24,1.1681538003568726,0.012257646963535514,0.049268006731607424,8,4.038459959003376,14556.0,0.06255534684640507,24.0
P1,P1-run2,TBMD-R1sweep,8,48,0.30299591981068796,0.004676507939965091,0.014492679955762977,8,0.8608182090101764,46692.0,0.014710967514389151,48.0
P1,P1-run2,TBMD-R1sweep,8,96,0.015150656894699542,0.0007038364269268913,0.001510308851433856,8,1.1734329590108246,90228.0,0.0008089055653289718,48.0
P1,P1-run2,TBMD-R1sweep,8,139,0.014815671806015694,0.0006886434634480053,0.0014776572046576438,8,1.7030008750152774,129229.0,0.0007619693447438438,48.0
P1,P1-run3,prior,0,0,0.1631646152658308,0.0013106934030138939,0.00679418721235346,7,,,,
P1,P1-run3,POD,2,0,0.1833136997621494,0.005750242106223537,0.01339773328983934,7,0.05024487499031238,19800.0,,
P1,P1-run3,TBMD,2,48,0.32805192960715246,0.0071640461370923066,0.01897012307974231,7,0.8707337919913698,18408.0,0.03210690824530729,
P1,P1-run3,POD,5,0,0.0512738763387351,0.0008745534971778876,0.0026253326414425746,7,0.08588433300610632,49500.0,,
P1,P1-run3,TBMD,5,48,0.27639246813750773,0.004575605130065553,0.01394976710693964,7,0.8719279590004589,32550.0,0.01434866017247511,
P1,P1-run3,POD,7,0,0.01173099039500964,0.0006614467875698417,0.0013854944790598499,7,0.06877687497762963,69300.0,,
P1,P1-run3,TBMD,7,48,0.2723828913509976,0.0045465170682387245,0.013795316112016854,7,0.8440399579994846,41978.0,0.01419040932428233,
P1,P1-run3,POD,10,0,0.012174795228753487,0.000283422099188577,0.0007310284996369474,7,0.06181804201332852,99000.0,,
P1,P1-run3,TBMD,10,48,0.27236658399594244,0.004506920937687465,0.013743646261099514,7,0.8776214999961667,56120.0,0.014175773397595277,
P1,P1-run3,POD,16,0,0.00274864315925672,6.26277839454521e-05,0.00016318421151079434,7,0.05044595801155083,158400.0,,
P1,P1-run3,TBMD,16,48,0.272218528587111,0.0045030965647524365,0.013734385007760619,7,0.8807094579969998,84404.0,0.014173356499599795,
P1,P1-run3,POD,20,0,0.0020822027807899223,4.166369522972676e-05,0.00011520678278961978,7,0.05750241698115133,198000.0,,
P1,P1-run3,TBMD,20,48,0.2722133109200995,0.004502939294492826,0.013734029227402958,7,0.9185972919804044,103260.0,0.01417335017672876,
P1,P1-run3,POD,30,0,0.0011617666299754855,2.4887872214480065e-05,6.66489728344362e-05,7,0.05554791699978523,297000.0,,
P1,P1-run3,TBMD,30,48,0.2722063418305597,0.004502823685412987,0.013733676096554943,7,0.9654033330152743,150400.0,0.014173349650647038,
P1,P1-run3,POD,50,0,0.0008423438375335631,1.8331658067535957e-05,4.881345133005959e-05,7,0.053987666993634775,495000.0,,
P1,P1-run3,TBMD,50,48,0.27220217773626837,0.004502815871358833,0.013733544149043389,7,1.0680832080252003,244680.0,0.014173349627061264,
P1,P1-run3,TBMD-R1sweep,7,12,1.9393235616889468,0.019175846999824823,0.08357792245413445,7,0.8825923750118818,5006.0,0.10774746490613876,12.0
P1,P1-run3,TBMD-R1sweep,7,24,1.121729160659665,0.012129650037848317,0.0493086758549435,7,3.9871410420164466,13298.0,0.06252054933861524,24.0
P1,P1-run3,TBMD-R1sweep,7,48,0.2723828913509976,0.0045465170682387245,0.013795316112016854,7,0.8710544579953421,41978.0,0.01419040932428233,48.0
P1,P1-run3,TBMD-R1sweep,7,96,0.012033170333382885,0.0006745583035383024,0.0014137903616315906,7,1.1731884999899194,80906.0,0.0008226854587500748,48.0
P1,P1-run3,TBMD-R1sweep,7,139,0.011730990395012873,0.0006614467875698304,0.0013854944790598692,7,1.5773615830112249,115779.0,0.0007836483422071502,48.0
P1,P1-run4,prior,0,0,0.20287903732806398,0.0013456514014172996,0.00819868707752902,8,,,,
P1,P1-run4,POD,2,0,0.23068054832271379,0.005746160712694661,0.014519557609537692,8,0.04647062500589527,19800.0,,
P1,P1-run4,TBMD,2,48,0.3559253804251003,0.00707250199953806,0.019643705042925466,8,0.954147209005896,18408.0,0.03047553916714537,
P1,P1-run4,POD,5,0,0.033908921485050904,0.0008109879521809554,0.0020835092511314627,8,0.07195949999731965,49500.0,,
P1,P1-run4,TBMD,5,48,0.278989755712213,0.004412576208246839,0.013835338271938329,8,0.7762435830081813,32550.0,0.013677243431633887,
P1,P1-run4,POD,8,0,0.014771500902551435,0.0007106723231980731,0.0015381572403428039,8,0.051271500007715076,79200.0,,
P1,P1-run4,TBMD,8,48,0.2776382950414757,0.004399905411664811,0.013779490954515826,8,0.8527491249842569,46692.0,0.013539886464592137,
P1,P1-run4,POD,10,0,0.013790199384599456,0.00039260477905862643,0.0009491428162220895,8,0.05760270799510181,99000.0,,
P1,P1-run4,TBMD,10,48,0.2776814088320268,0.004363588624971021,0.013733825121886077,8,0.9033430000126828,56120.0,0.01352678091035297,
P1,P1-run4,POD,16,0,0.004046681220312734,0.0001066927216520009,0.0002646681151796937,8,0.057036915997741744,158400.0,,
P1,P1-run4,TBMD,16,48,0.2773652774578884,0.004347933743547626,0.013704387289604766,8,0.8133881670073606,84404.0,0.013522209648663812,
P1,P1-run4,POD,20,0,0.0023718908400916375,4.847789409474285e-05,0.0001334106794974053,8,0.06192429200746119,198000.0,,
P1,P1-run4,TBMD,20,48,0.27735374980635513,0.004346986420817283,0.013702828467895941,8,0.9573516249947716,103260.0,0.013522169340701412,
P1,P1-run4,POD,30,0,0.0012168653291655558,3.1395581366302064e-05,7.861753192789374e-05,8,0.0529363329987973,297000.0,,
P1,P1-run4,TBMD,30,48,0.2773447752704574,0.004346910401570871,0.01370246697367059,8,0.9935063750017434,150400.0,0.013522166363237574,
P1,P1-run4,POD,50,0,0.0008655260738784769,2.229543802939031e-05,5.596172243801491e-05,8,0.052626541000790894,495000.0,,
P1,P1-run4,TBMD,50,48,0.2773388529171771,0.004346851337849749,0.013702217192626712,8,1.0458364590012934,244680.0,0.013522166292431177,
P1,P1-run4,TBMD-R1sweep,8,12,1.9458410112401454,0.01909195418819573,0.08340182634741265,8,0.885085291985888,5400.0,0.10749024966984429,12.0
P1,P1-run4,TBMD-R1sweep,8,24,1.1221932977951008,0.012206278999658688,0.049251723050016634,8,4.044775291986298,14556.0,0.06219648896278042,24.0
P1,P1-run4,TBMD-R1sweep,8,48,0.2776382950414757,0.004399905411664811,0.013779490954515826,8,0.8664391250058543,46692.0,0.013539886464592137,48.0
P1,P1-run4,TBMD-R1sweep,8,96,0.015223188637247555,0.0007222217110836458,0.0015660677341590963,8,1.2028954169945791,90228.0,0.0007972086846820665,48.0
P1,P1-run4,TBMD-R1sweep,8,139,0.014771500902553778,0.0007106723231980568,0.0015381572403428078,8,1.6452865409955848,129229.0,0.0007589368571063675,48.0
P1,P1-run5,prior,0,0,0.24415338163264338,0.0014327380836283684,0.009148383481523798,8,,,,
P1,P1-run5,POD,2,0,0.12204123039979428,0.005672867256109173,0.012496818318167267,8,0.0455980830010958,19800.0,,
P1,P1-run5,TBMD,2,48,0.3087069865633035,0.0069381726964933815,0.018021144425439287,8,0.8945182920142543,18408.0,0.02655373884629777,
P1,P1-run5,POD,5,0,0.026229796506546596,0.0008594811378017054,0.0020055875537672817,8,0.08667354099452496,49500.0,,
P1,P1-run5,TBMD,5,48,0.28777001589469803,0.004328470189934661,0.013542673254434527,8,0.8276234169898089,32550.0,0.014214096200264053,
P1,P1-run5,POD,8,0,0.017067003287311425,0.0007483476794536302,0.001661109555392301,8,0.0466684169950895,79200.0,,
P1,P1-run5,TBMD,8,48,0.2874066796285018,0.004314865954938358,0.013514359098240529,8,0.9013754999905359,46692.0,0.013966420824958149,
P1,P1-run5,POD,10,0,0.015929397944199845,0.00028707000943323805,0.0008193412708668739,8,0.04709958299645223,99000.0,,
P1,P1-run5,TBMD,10,48,0.2873509813059345,0.004262900972036281,0.01344192587923467,8,0.914866000006441,56120.0,0.013954233863933683,
P1,P1-run5,POD,16,0,0.00450299407601522,0.00010695328837773847,0.00027313882815520145,8,0.05498929202440195,158400.0,,
P1,P1-run5,TBMD,16,48,0.2869744186205485,0.004255952044667598,0.013422403458073202,8,0.9289942080213223,84404.0,0.013949394586238069,
P1,P1-run5,POD,20,0,0.002438949750674399,5.677057258323049e-05,0.00014607795062791945,8,0.05707008301396854,198000.0,,
P1,P1-run5,TBMD,20,48,0.2869573604627102,0.0042551949198590885,0.013420915413047307,8,0.9169105000037234,103260.0,0.013949362739387138,
P1,P1-run5,POD,30,0,0.0016841409353548914,3.308865368990668e-05,9.104527202022063e-05,8,0.06186158300261013,297000.0,,
P1,P1-run5,TBMD,30,48,0.2869476723944987,0.004254973211977196,0.013420354442324846,8,0.9137735000113025,150400.0,0.013949359858614894,
P1,P1-run5,POD,50,0,0.0010695658797106608,2.629302509055797e-05,6.648504232892263e-05,8,0.05689062501187436,495000.0,,
P1,P1-run5,TBMD,50,48,0.2869336947692341,0.004254962532503389,0.013419965934600986,8,1.0845202500058804,244680.0,0.013949359771310392,
P1,P1-run5,TBMD-R1sweep,8,12,2.0780493492361733,0.01870537421233834,0.08299808930906678,8,0.9327166249859147,5400.0,0.1070000011113282,12.0
P1,P1-run5,TBMD-R1sweep,8,24,1.1974162630149523,0.011933877552432469,0.04898139690803067,8,4.050812250003219,14556.0,0.061832488959156315,24.0
P1,P1-run5,TBMD-R1sweep,8,48,0.2874066796285018,0.004314865954938358,0.013514359098240529,8,0.8730729170201812,46692.0,0.013966420824958149,48.0
P1,P1-run5,TBMD-R1sweep,8,96,0.017405358323645086,0.0007635707312006011,0.0016947332276444206,8,1.1208143330004532,90228.0,0.000806880395929673,48.0
P1,P1-run5,TBMD-R1sweep,8,139,0.017067003287312064,0.0007483476794535554,0.0016611095553921641,8,1.5587245000060648,129229.0,0.0007618488511588822,48.0
P1,P1-run6,prior,0,0,0.1596537397099235,0.001290293965017158,0.0065206153586587256,7,,,,
P1,P1-run6,POD,2,0,0.2332777766640921,0.0061097163148484115,0.014851886951950067,7,0.04861475000507198,19800.0,,
P1,P1-run6,TBMD,2,48,0.3535340642538945,0.007366964556062672,0.019618428898517944,7,0.8563713750045281,18408.0,0.03379456080436937,
P1,P1-run6,POD,5,0,0.05646028958133904,0.0007651045348933481,0.002601414664383302,7,0.11427300001378171,49500.0,,
P1,P1-run6,TBMD,5,48,0.26865201590851157,0.004438502341146317,0.013319848789168202,7,0.7902047090174165,32550.0,0.013973072003052145,
P1,P1-run6,POD,7,0,0.007119000052473762,0.0006054682855169857,0.0012165264242761306,7,0.05510929101728834,69300.0,,
P1,P1-run6,TBMD,7,48,0.26444883798794666,0.004423429417227125,0.013181173594961283,7,0.8533836670103483,41978.0,0.013782459783778171,
P1,P1-run6,POD,10,0,0.007264009029357606,0.0005984246623419695,0.00120421657335343,7,0.04397895900183357,99000.0,,
P1,P1-run6,TBMD,10,48,0.26445775805787464,0.004422384346820091,0.013180074359690727,7,0.9277414999960456,56120.0,0.013756917017503435,
P1,P1-run6,POD,16,0,0.0021747217788448975,7.695005207522627e-05,0.00017173172563902277,7,0.049631709000095725,158400.0,,
