fold,basis,sensing,N,epsilon,admm_iter,rmse_p,rmse_so
P2-run4,TBMD,grid,10,0.1,910,0.7750397351725983,0.008444881629065273
P2-run4,TBMD,grid,10,0.0,0,0.5417438863346391,0.006564811831829005
P2-run4,TBMD,grid,30,0.0001,620,0.40429198326657995,0.004738227087674897
P2-run4,TBMD,grid,30,0.001,600,0.38750893722799945,0.004674250634277439
P2-run4,TBMD,grid,30,0.01,150,0.39078124395940916,0.004620252416506898
P2-run4,TBMD,grid,30,0.1,310,0.5451297277176451,0.005312375034616509
P2-run4,TBMD,grid,30,0.0,0,0.4073112353522455,0.004746240559649964
P2-run4,TBMD,grid,100,0.0001,180,0.3458385872677263,0.004488015617659179
P2-run4,TBMD,grid,100,0.001,180,0.34421841024418354,0.004490729587901546
P2-run4,TBMD,grid,100,0.01,150,0.3501440215419531,0.004531109783021461
P2-run4,TBMD,grid,100,0.1,580,0.42047548372006976,0.005014112391323113
P2-run4,TBMD,grid,100,0.0,0,0.3460715201288916,0.004487754898832925
P2-run4,TBMD,wells-joint,5,0.0001,5000,0.5646807047440864,0.004346975490822215
P2-run4,TBMD,wells-joint,5,0.001,5000,0.572791193504289,0.004298703920607604
P2-run4,TBMD,wells-joint,5,0.01,300,0.6139880675904535,0.004613692860395142
P2-run4,TBMD,wells-joint,5,0.1,630,0.7662827310293941,0.006119194570377358
P2-run4,TBMD,wells-joint,5,0.0,0,0.6369426823847271,0.004391673884688161
P2-run4,TBMD,wells-joint,10,0.0001,5000,0.5571380776186133,0.004304365978965903
P2-run4,TBMD,wells-joint,10,0.001,3160,0.5713314504824398,0.004294822926843166
P2-run4,TBMD,wells-joint,10,0.01,290,0.5323308433996774,0.0043565636230451475
P2-run4,TBMD,wells-joint,10,0.1,1200,0.6438822622191543,0.005402457222929069
P2-run4,TBMD,wells-joint,10,0.0,0,0.764018447020766,0.004329214673886989
P2-run4,TBMD,wells-joint,30,0.0001,800,0.40960079406724587,0.004253406309481977
P2-run4,TBMD,wells-joint,30,0.001,730,0.39949704296923616,0.004217816179526718
P2-run4,TBMD,wells-joint,30,0.01,190,0.40800543540679773,0.004254506127705031
P2-run4,TBMD,wells-joint,30,0.1,260,0.5223641552038275,0.004827713983007106
P2-run4,TBMD,wells-joint,30,0.0,0,0.4119859170182348,0.004264206063823795
P2-run5,POD,grid,10,0.0001,5000,27.694095856064788,0.25896430879998983
P2-run5,POD,grid,10,0.001,5000,28.815270104995644,0.2572319944503397
P2-run5,POD,grid,10,0.01,5000,28.638167432622712,0.2674469691969584
P2-run5,POD,grid,10,0.1,1670,28.066834494949827,0.26597325510674075
P2-run5,POD,grid,10,0.0,0,27.56265830593794,0.25949372608360705
P2-run5,POD,grid,30,0.0001,5000,0.3493376198783842,0.0006156797817699936
P2-run5,POD,grid,30,0.001,5000,0.384160710177285,0.0036683853679022214
P2-run5,POD,grid,30,0.01,5000,1.6989258121919506,0.023871154661339756
P2-run5,POD,grid,30,0.1,5000,15.342144421285287,0.15373139931938468
P2-run5,POD,grid,30,0.0,0,0.10699464344327116,0.0006939743041720917
P2-run5,POD,grid,100,0.0001,4000,0.08067404776672507,0.0006269410051232174
P2-run5,POD,grid,100,0.001,3980,0.130045138137897,0.0008404200202803315
P2-run5,POD,grid,100,0.01,3620,0.5481331948006428,0.007635346585706485
P2-run5,POD,grid,100,0.1,2650,4.2230718531386,0.05661689827850417
P2-run5,POD,grid,100,0.0,0,0.07571980203955421,0.0006827977940550303
P2-run5,POD,wells-joint,5,0.0001,5000,27.359239326329636,0.013637521353422303
P2-run5,POD,wells-joint,5,0.001,5000,26.59451691814679,0.013021398149433852
P2-run5,POD,wells-joint,5,0.01,5000,21.82055518809026,0.051687107365427386
P2-run5,POD,wells-joint,5,0.1,5000,27.834042144504096,0.2721805250219
P2-run5,POD,wells-joint,5,0.0,0,27.452751183435748,0.015103842104191965
P2-run5,POD,wells-joint,10,0.0001,5000,22.778841594691222,0.011319598895638616
P2-run5,POD,wells-joint,10,0.001,5000,20.727782775694678,0.009586923782894424
P2-run5,POD,wells-joint,10,0.01,5000,8.863233644110991,0.02095544273013802
P2-run5,POD,wells-joint,10,0.1,5000,16.34983639127852,0.14992999387385678
P2-run5,POD,wells-joint,10,0.0,0,0.3288859538161509,0.0006266504541271215
P2-run5,POD,wells-joint,30,0.0001,5000,2.6736363013061406,0.0017317033052952416
P2-run5,POD,wells-joint,30,0.001,5000,1.7411900452186548,0.0013795178381667793
P2-run5,POD,wells-joint,30,0.01,5000,0.7173292680965039,0.008280537052186463
P2-run5,POD,wells-joint,30,0.1,3060,5.801166119946174,0.0668627842778345
P2-run5,POD,wells-joint,30,0.0,0,0.10930397368234797,0.0005292748989621177
P2-run5,POD-E,grid,10,0.0001,5000,0.30498023985039385,0.0007966108814875317
P2-run5,POD-E,grid,10,0.001,5000,0.28404046409324735,0.0008326313076798262
P2-run5,POD-E,grid,10,0.01,230,0.31710306958706846,0.002191585203586242
P2-run5,POD-E,grid,10,0.1,90,0.45192564240674826,0.00518810750585381
P2-run5,POD-E,grid,10,0.0,0,0.25050235735126075,0.0007389643267584647
P2-run5,POD-E,grid,30,0.0001,350,0.10994689935723208,0.0006443718042943718
P2-run5,POD-E,grid,30,0.001,340,0.122212656371828,0.0006070472977217329
P2-run5,POD-E,grid,30,0.01,150,0.14878744280157521,0.0011839078942996585
P2-run5,POD-E,grid,30,0.1,210,0.32459021490474405,0.004351356973822589
P2-run5,POD-E,grid,30,0.0,0,0.1081362187824686,0.0006502604795116434
P2-run5,POD-E,grid,100,0.0001,130,0.07621846206146486,0.0006843277860538655
P2-run5,POD-E,grid,100,0.001,210,0.08070399725722364,0.0006648561863268463
P2-run5,POD-E,grid,100,0.01,360,0.11672599582136535,0.0006297920462791926
P2-run5,POD-E,grid,100,0.1,620,0.21030722952019307,0.002426077849876524
P2-run5,POD-E,grid,100,0.0,0,0.07571430222905937,0.0006871767957529121
P2-run5,POD-E,wells-joint,5,0.0001,5000,0.30931236836943865,0.000576722055001219
P2-run5,POD-E,wells-joint,5,0.001,3210,0.28585136112798226,0.00064401767455837
P2-run5,POD-E,wells-joint,5,0.01,70,0.2928362216148265,0.002183736477698338
P2-run5,POD-E,wells-joint,5,0.1,100,0.43277455479944105,0.0048430405909010675
P2-run5,POD-E,wells-joint,5,0.0,0,0.3972162385403347,0.0006402610706848813
P2-run5,POD-E,wells-joint,10,0.0001,5000,0.39789563802888955,0.00046593309799970517
P2-run5,POD-E,wells-joint,10,0.001,2770,0.2864539692245105,0.00047523391026397887
P2-run5,POD-E,wells-joint,10,0.01,230,0.28082473755103177,0.0010344934854242351
P2-run5,POD-E,wells-joint,10,0.1,130,0.33528353610539735,0.003696119901711264
P2-run5,POD-E,wells-joint,10,0.0,0,0.3542469993572658,0.0004826965452187969
P2-run5,POD-E,wells-joint,30,0.0001,350,0.1066692353510886,0.000525903375133544
P2-run5,POD-E,wells-joint,30,0.001,320,0.10021240515076836,0.0005399124232937443
P2-run5,POD-E,wells-joint,30,0.01,190,0.16125780262226358,0.0006952941737673281
P2-run5,POD-E,wells-joint,30,0.1,270,0.26718222639840783,0.0028487280403169998
P2-run5,POD-E,wells-joint,30,0.0,0,0.10930397368227815,0.0005292748989621488
P2-run5,TBMD,grid,10,0.0001,5000,0.5442109070160739,0.0066986577866720645
P2-run5,TBMD,grid,10,0.001,5000,0.5252297597485537,0.0067821182730802955
P2-run5,TBMD,grid,10,0.01,160,0.5134728515554299,0.007560888760681592
P2-run5,TBMD,grid,10,0.1,90,0.6014975246484866,0.009788873357298543
P2-run5,TBMD,grid,10,0.0,0,0.5494298415072794,0.006520795982339149
P2-run5,TBMD,grid,30,0.0001,570,0.38621074961065843,0.004604667489751983
P2-run5,TBMD,grid,30,0.001,560,0.38695103451028456,0.004565678125721035
P2-run5,TBMD,grid,30,0.01,370,0.460602668990027,0.004623266067086284
P2-run5,TBMD,grid,30,0.1,210,0.5022463596146689,0.0064767224954448135
P2-run5,TBMD,grid,30,0.0,0,0.38658501044472005,0.004611140442406489
P2-run5,TBMD,grid,100,0.0001,180,0.3701795308259828,0.0045201091294291736
P2-run5,TBMD,grid,100,0.001,250,0.3693509541140469,0.004520848463422624
P2-run5,TBMD,grid,100,0.01,310,0.3781727072409494,0.004574809078356071
P2-run5,TBMD,grid,100,0.1,490,0.4647364990983321,0.005716361222445798
P2-run5,TBMD,grid,100,0.0,0,0.3703985198052594,0.004520195041024672
P2-run5,TBMD,wells-joint,5,0.0001,5000,0.6087713450277276,0.004361064434678232
P2-run5,TBMD,wells-joint,5,0.001,5000,0.8716766738258557,0.004262438724744235
P2-run5,TBMD,wells-joint,5,0.01,40,0.6983520187497946,0.004814953704773552
P2-run5,TBMD,wells-joint,5,0.1,670,0.5868664418660351,0.006561808823236025
P2-run5,TBMD,wells-joint,5,0.0,0,0.5906865170666682,0.004363005686848966
P2-run5,TBMD,wells-joint,10,0.0001,5000,0.727722898094138,0.0045600737863748944
P2-run5,TBMD,wells-joint,10,0.001,4000,0.7888746827504219,0.004305058198584555
P2-run5,TBMD,wells-joint,10,0.01,210,0.7749485255099684,0.00438011374151005
P2-run5,TBMD,wells-joint,10,0.1,160,0.5511426658999483,0.005775131317902627
P2-run5,TBMD,wells-joint,10,0.0,0,0.8308643085230243,0.004702205293370441
P2-run5,TBMD,wells-joint,30,0.0001,650,0.42933778052113936,0.004234393528804874
P2-run5,TBMD,wells-joint,30,0.001,630,0.4344123976285585,0.00423380172872326
P2-run5,TBMD,wells-joint,30,0.01,260,0.43791594487278324,0.004236992781562018
P2-run5,TBMD,wells-joint,30,0.1,260,0.4579083400829593,0.005176255829067292
P2-run5,TBMD,wells-joint,30,0.0,0,0.42665301059382427,0.004237167884579915
P2-run6,POD,grid,10,0.0001,5000,29.960418579269696,0.26038077115158254
P2-run6,POD,grid,10,0.001,5000,31.02465772334689,0.257851015779818
P2-run6,POD,grid,10,0.01,5000,31.896292689212004,0.2509667650707913
P2-run6,POD,grid,10,0.1,2690,30.546274650089845,0.2676326620805263
P2-run6,POD,grid,10,0.0,0,29.841802176688272,0.2606954147452902
P2-run6,POD,grid,30,0.0001,5000,0.2419699624560063,0.0010240609464011129
P2-run6,POD,grid,30,0.001,5000,0.5439766592243309,0.00162147010774351
P2-run6,POD,grid,30,0.01,5000,1.9237394776780217,0.013652462493137436
P2-run6,POD,grid,30,0.1,5000,15.241303472923077,0.1309237131778511
P2-run6,POD,grid,30,0.0,0,0.1442487008349468,0.0009190614182173455
P2-run6,POD,grid,100,0.0001,3780,0.08637456589129576,0.0007557004747352557
P2-run6,POD,grid,100,0.001,3750,0.19329740024935943,0.0009786366544047977
P2-run6,POD,grid,100,0.01,3380,0.809433711003425,0.003271201898727889
P2-run6,POD,grid,100,0.1,2440,4.301570120096522,0.035858282230313815
P2-run6,POD,grid,100,0.0,0,0.09638642555830791,0.0007443392608992294
P2-run6,POD,wells-joint,5,0.0001,5000,29.845651725618296,0.008375287896591914
P2-run6,POD,wells-joint,5,0.001,5000,28.929678687429394,0.011848542840771165
P2-run6,POD,wells-joint,5,0.01,5000,21.965497857846515,0.0572659557179947
P2-run6,POD,wells-joint,5,0.1,5000,30.38566680169347,0.27142027222278353
P2-run6,POD,wells-joint,5,0.0,0,29.956319004600932,0.00915283149624674
P2-run6,POD,wells-joint,10,0.0001,5000,26.91169554359831,0.008260575058843143
P2-run6,POD,wells-joint,10,0.001,5000,25.14503876049472,0.007991837189987656
P2-run6,POD,wells-joint,10,0.01,5000,11.441209957670033,0.02380093976681725
P2-run6,POD,wells-joint,10,0.1,5000,20.320720701609506,0.14456702009603373
P2-run6,POD,wells-joint,10,0.0,0,1.2555026787538948,0.0008501521623198202
P2-run6,POD,wells-joint,30,0.0001,5000,2.613937562567277,0.002083350617904402
P2-run6,POD,wells-joint,30,0.001,5000,1.7068364937692453,0.0015198905058451664
P2-run6,POD,wells-joint,30,0.01,5000,1.1190517666319055,0.004373505967133733
P2-run6,POD,wells-joint,30,0.1,3890,6.8945895211089985,0.05409277962263517
P2-run6,POD,wells-joint,30,0.0,0,0.1947273018664611,0.0006761395083202977
P2-run6,POD-E,grid,10,0.0001,5000,0.33427920627319574,0.0018646573914463842
P2-run6,POD-E,grid,10,0.001,5000,0.3315956197105433,0.001751337730213685
P2-run6,POD-E,grid,10,0.01,660,0.38640443805703756,0.0017190244928124534
P2-run6,POD-E,grid,10,0.1,890,0.6291083515536656,0.0034135172772761626
P2-run6,POD-E,grid,10,0.0,0,0.2511388355427821,0.0015235890411759057
P2-run6,POD-E,grid,30,0.0001,280,0.130072383717898,0.0007976440960243727
P2-run6,POD-E,grid,30,0.001,280,0.1040575618103646,0.000836224457595813
P2-run6,POD-E,grid,30,0.01,230,0.2234873518304065,0.0014145335554785789
P2-run6,POD-E,grid,30,0.1,2120,0.466080962701628,0.003210004213603005
P2-run6,POD-E,grid,30,0.0,0,0.13376607542618107,0.0007946620427717782
P2-run6,POD-E,grid,100,0.0001,130,0.09558748636631871,0.0007352899334692778
P2-run6,POD-E,grid,100,0.001,130,0.08940022371189338,0.0007325057084578652
P2-run6,POD-E,grid,100,0.01,100,0.1101818882064566,0.0008332660989267499
P2-run6,POD-E,grid,100,0.1,2080,0.3157314136255306,0.0014776616257214394
P2-run6,POD-E,grid,100,0.0,0,0.09637812088554266,0.00073576786723577
P2-run6,POD-E,wells-joint,5,0.0001,5000,0.5096867168272408,0.0010956401192630948
P2-run6,POD-E,wells-joint,5,0.001,2000,0.4715140131928788,0.0008891534316109019
P2-run6,POD-E,wells-joint,5,0.01,430,0.5570129957305968,0.0017424831335406037
P2-run6,POD-E,wells-joint,5,0.1,640,0.7869468634264434,0.0036268074829562146
P2-run6,POD-E,wells-joint,5,0.0,0,0.4145644644518069,0.000817324141117825
P2-run6,POD-E,wells-joint,10,0.0001,5000,0.4618761448162074,0.0010366839235000094
P2-run6,POD-E,wells-joint,10,0.001,1640,0.38278576424486055,0.0009358526805771683
P2-run6,POD-E,wells-joint,10,0.01,420,0.43361276271327,0.0010372763144159214
P2-run6,POD-E,wells-joint,10,0.1,1350,0.7090972708082277,0.0026736948108089186
P2-run6,POD-E,wells-joint,10,0.0,0,0.7068435623909359,0.0011230134183373883
P2-run6,POD-E,wells-joint,30,0.0001,380,0.18691431346410925,0.0006779594172519896
P2-run6,POD-E,wells-joint,30,0.001,370,0.13864478784637446,0.0006985822416759009
P2-run6,POD-E,wells-joint,30,0.01,170,0.21861153943790915,0.0008960630099391504
P2-run6,POD-E,wells-joint,30,0.1,1970,0.3804319326337598,0.002189320602320789
P2-run6,POD-E,wells-joint,30,0.0,0,0.1947273018664779,0.0006761395083202334
P2-run6,TBMD,grid,10,0.0001,5000,0.5364133863792475,0.006904897631914985
P2-run6,TBMD,grid,10,0.001,5000,0.5378611653442602,0.006846821049820694
P2-run6,TBMD,grid,10,0.01,510,0.6275612030161389,0.007068952324950702
P2-run6,TBMD,grid,10,0.1,850,0.8159484676976662,0.006773852266582582
P2-run6,TBMD,grid,10,0.0,0,0.5401182963145201,0.006908809684283109
P2-run6,TBMD,grid,30,0.0001,520,0.424344193347327,0.0046632955301742695
P2-run6,TBMD,grid,30,0.001,510,0.4063830426224326,0.0046032349182638255
P2-run6,TBMD,grid,30,0.01,150,0.4326520036954152,0.004472772972909731
P2-run6,TBMD,grid,30,0.1,2100,0.6481527234840282,0.005128393391202636
P2-run6,TBMD,grid,30,0.0,0,0.42740211635027653,0.004671030548601073
P2-run6,TBMD,grid,100,0.0001,200,0.3501860597789169,0.004638741827437743
P2-run6,TBMD,grid,100,0.001,200,0.34517255645912354,0.004623697916484721
P2-run6,TBMD,grid,100,0.01,260,0.3470655881049775,0.004618227670066862
P2-run6,TBMD,grid,100,0.1,3870,0.4973637126258895,0.004744900365652551
P2-run6,TBMD,grid,100,0.0,0,0.35089663250197556,0.004640598595886571
P2-run6,TBMD,wells-joint,5,0.0001,5000,1.0645849213859881,0.004583119455818325
P2-run6,TBMD,wells-joint,5,0.001,1630,1.1791996643531575,0.004432704168857788
P2-run6,TBMD,wells-joint,5,0.01,490,0.9874511282597246,0.004606142421357426
P2-run6,TBMD,wells-joint,5,0.1,750,0.8946636583762593,0.005635532305680716
P2-run6,TBMD,wells-joint,5,0.0,0,0.9147119916798,0.004694434765188217
P2-run6,TBMD,wells-joint,10,0.0001,5000,1.2513969458457095,0.004570572145870375
P2-run6,TBMD,wells-joint,10,0.001,4820,0.7607240999728658,0.004466558951282018
P2-run6,TBMD,wells-joint,10,0.01,310,0.8005698948742334,0.004296769659709554
P2-run6,TBMD,wells-joint,10,0.1,1330,0.9251106706691586,0.004987764391514043
P2-run6,TBMD,wells-joint,10,0.0,0,1.5960589837716854,0.004595215136716797
P2-run6,TBMD,wells-joint,30,0.0001,710,0.3873511522527576,0.004248446893452537
P2-run6,TBMD,wells-joint,30,0.001,660,0.38478314876968595,0.004236690982376999
P2-run6,TBMD,wells-joint,30,0.01,230,0.4206512209881299,0.00426865588470181
P2-run6,TBMD,wells-joint,30,0.1,2180,0.5399629730436771,0.004722280422425965
P2-run6,TBMD,wells-joint,30,0.0,0,0.3915470425100964,0.004252609662687266
P2-run7,POD,grid,10,0.0001,5000,29.427630066175126,0.2559367771622527
P2-run7,POD,grid,10,0.001,5000,30.439229909189862,0.2519175225701359
P2-run7,POD,grid,10,0.01,5000,30.724259916035614,0.26966575781823376
P2-run7,POD,grid,10,0.1,1700,30.016225658479918,0.2657937614867973
P2-run7,POD,grid,10,0.0,0,29.317961241006714,0.2564048171635856
P2-run7,POD,grid,30,0.0001,5000,0.3607234005655034,0.0011441272496124164
P2-run7,POD,grid,30,0.001,5000,0.5408769349863616,0.0025865954526559107
P2-run7,POD,grid,30,0.01,5000,1.8845079989453966,0.018193178028189073
P2-run7,POD,grid,30,0.1,5000,15.732540079064364,0.139720989998025
P2-run7,POD,grid,30,0.0,0,0.1290813852471458,0.0010256298545183065
P2-run7,POD,grid,100,0.0001,3720,0.09847390559883415,0.0009018292558188287
P2-run7,POD,grid,100,0.001,3660,0.14133644422043976,0.0011600396101901305
P2-run7,POD,grid,100,0.01,3170,0.7970269706748984,0.005087088099622617
P2-run7,POD,grid,100,0.1,2520,4.196665038557907,0.04039504761395074
P2-run7,POD,grid,100,0.0,0,0.10321352972287995,0.000887079476053765
P2-run7,POD,wells-joint,5,0.0001,5000,29.320674011940383,0.026406741328504277
P2-run7,POD,wells-joint,5,0.001,5000,28.468842527001616,0.027617527245445216
P2-run7,POD,wells-joint,5,0.01,5000,23.396370126130524,0.07340676492802696
P2-run7,POD,wells-joint,5,0.1,1980,29.704377364305817,0.2769671148011348
P2-run7,POD,wells-joint,5,0.0,0,29.424537400258323,0.025254825763141503
P2-run7,POD,wells-joint,10,0.0001,5000,23.552223145299404,0.012059508560008226
P2-run7,POD,wells-joint,10,0.001,5000,21.713972017707004,0.011372557917551025
P2-run7,POD,wells-joint,10,0.01,5000,8.367114179033244,0.02341412578638507
P2-run7,POD,wells-joint,10,0.1,5000,16.399127393421065,0.14090070874779684
P2-run7,POD,wells-joint,10,0.0,0,0.6678137920867111,0.0008429194035617446
P2-run7,POD,wells-joint,30,0.0001,5000,2.512342147514272,0.00186804501672869
P2-run7,POD,wells-joint,30,0.001,5000,1.5829746431829075,0.0015594587364262565
P2-run7,POD,wells-joint,30,0.01,5000,0.9669002265470933,0.006867412956088312
P2-run7,POD,wells-joint,30,0.1,3040,6.537339236845295,0.05726459637595318
P2-run7,POD,wells-joint,30,0.0,0,0.22647849486980245,0.0007888735101101962
P2-run7,POD-E,grid,10,0.0001,5000,0.3127386318161091,0.0010555362826365113
P2-run7,POD-E,grid,10,0.001,3670,0.29255086833521854,0.0011373686125477802
P2-run7,POD-E,grid,10,0.01,210,0.28467238296504493,0.0022638566961596784
P2-run7,POD-E,grid,10,0.1,90,0.5560270772207072,0.0038429556241893112
P2-run7,POD-E,grid,10,0.0,0,0.24215524545177444,0.0010644205209712873
P2-run7,POD-E,grid,30,0.0001,340,0.10784216754104348,0.0009389459723089359
P2-run7,POD-E,grid,30,0.001,340,0.09261657554584528,0.0008874241888096637
P2-run7,POD-E,grid,30,0.01,170,0.19914583121126417,0.0014363814342515152
P2-run7,POD-E,grid,30,0.1,210,0.4235744935004802,0.004100944765690508
P2-run7,POD-E,grid,30,0.0,0,0.11277601373759857,0.0009496528212596856
P2-run7,POD-E,grid,100,0.0001,140,0.10186316778205488,0.000882389396029263
P2-run7,POD-E,grid,100,0.001,140,0.09252464201898054,0.0008587012058763643
P2-run7,POD-E,grid,100,0.01,110,0.11643089871125649,0.000883829897115466
P2-run7,POD-E,grid,100,0.1,600,0.24203678154058353,0.0024518039426245273
P2-run7,POD-E,grid,100,0.0,0,0.10321598899289441,0.0008855163281428773
P2-run7,POD-E,wells-joint,5,0.0001,5000,0.43226277660196244,0.0009028831395189937
P2-run7,POD-E,wells-joint,5,0.001,5000,0.30791792932645784,0.0009359148420931676
P2-run7,POD-E,wells-joint,5,0.01,260,0.49165963148837233,0.0023072705609786036
P2-run7,POD-E,wells-joint,5,0.1,220,0.725612841144092,0.004759474859930305
P2-run7,POD-E,wells-joint,5,0.0,0,0.5149180885848935,0.0008931499709378746
P2-run7,POD-E,wells-joint,10,0.0001,5000,0.3539201569658936,0.0007497321328270543
P2-run7,POD-E,wells-joint,10,0.001,2560,0.28674418438204324,0.0007789928980135229
P2-run7,POD-E,wells-joint,10,0.01,150,0.24617812237498868,0.0011252440518835748
P2-run7,POD-E,wells-joint,10,0.1,130,0.5230913819356019,0.0035326904858867052
P2-run7,POD-E,wells-joint,10,0.0,0,0.7924714166620882,0.0008478634949934759
P2-run7,POD-E,wells-joint,30,0.0001,420,0.20753352475326048,0.000786709047561962
P2-run7,POD-E,wells-joint,30,0.001,410,0.12249663973979759,0.0007908001777430544
P2-run7,POD-E,wells-joint,30,0.01,170,0.17172677342008685,0.0009359142639740276
P2-run7,POD-E,wells-joint,30,0.1,270,0.28967682596163813,0.002859208576904668
P2-run7,POD-E,wells-joint,30,0.0,0,0.22647849486979388,0.0007888735101102535
P2-run7,TBMD,grid,10,0.0001,5000,0.5767002113991944,0.006665638907584557
P2-run7,TBMD,grid,10,0.001,1060,0.6122310289529889,0.006512989841848811
P2-run7,TBMD,grid,10,0.01,340,0.7608524225212616,0.005953021470243269
P2-run7,TBMD,grid,10,0.1,110,0.8547437713108083,0.007010022656846194
P2-run7,TBMD,grid,10,0.0,0,0.5325768302952872,0.00637679812874184
P2-run7,TBMD,grid,30,0.0001,620,0.4304113043812812,0.0046330261949449544
P2-run7,TBMD,grid,30,0.001,600,0.4290562145513698,0.004622607631607104
P2-run7,TBMD,grid,30,0.01,320,0.47238952846236454,0.004704773871838504
P2-run7,TBMD,grid,30,0.1,220,0.6023467540046061,0.005882018543876888
P2-run7,TBMD,grid,30,0.0,0,0.43071422717423813,0.004634576050009093
P2-run7,TBMD,grid,100,0.0001,200,0.3369460680810065,0.004670721271924315
P2-run7,TBMD,grid,100,0.001,190,0.3363410147376485,0.004673779551720331
P2-run7,TBMD,grid,100,0.01,270,0.3482350002082574,0.004708938392338471
P2-run7,TBMD,grid,100,0.1,530,0.45226716538725287,0.005490544836966682
P2-run7,TBMD,grid,100,0.0,0,0.33704164530967823,0.004670403179744986
P2-run7,TBMD,wells-joint,5,0.0001,5000,0.6483102706908056,0.004374722889289556
P2-run7,TBMD,wells-joint,5,0.001,5000,0.6197258515009878,0.00433138941774514
P2-run7,TBMD,wells-joint,5,0.01,530,0.9344073661721785,0.004775111186985101
P2-run7,TBMD,wells-joint,5,0.1,80,0.926810403662198,0.006172502281590412
P2-run7,TBMD,wells-joint,5,0.0,0,0.6116352697406324,0.004399071419361965
P2-run7,TBMD,wells-joint,10,0.0001,5000,0.6996211398280275,0.004391991089406023
P2-run7,TBMD,wells-joint,10,0.001,5000,0.5411316034511381,0.0043293228069004016
P2-run7,TBMD,wells-joint,10,0.01,530,0.6957902462613161,0.004385418847364001
P2-run7,TBMD,wells-joint,10,0.1,1160,0.7505943256012962,0.005421609991489086
P2-run7,TBMD,wells-joint,10,0.0,0,1.1995978075053557,0.0044345722605161194
P2-run7,TBMD,wells-joint,30,0.0001,710,0.35479001875785743,0.004245514921602534
P2-run7,TBMD,wells-joint,30,0.001,670,0.35807567522515527,0.004236565438684487
P2-run7,TBMD,wells-joint,30,0.01,220,0.39510802595636735,0.004255035584192223
P2-run7,TBMD,wells-joint,30,0.1,260,0.4693757841329903,0.00509557017308603
P2-run7,TBMD,wells-joint,30,0.0,0,0.35521916576738194,0.004247994905698882
P2-run8,POD,grid,10,0.0001,5000,27.074865952512535,0.2611466999952371
P2-run8,POD,grid,10,0.001,5000,27.91492540841429,0.2677597108736866
P2-run8,POD,grid,10,0.01,5000,28.010239161977765,0.2664650189331317
P2-run8,POD,grid,10,0.1,2040,27.397147069148474,0.2674811695184914
P2-run8,POD,grid,10,0.0,0,26.977430303869035,0.26073001601469187
P2-run8,POD,grid,30,0.0001,5000,0.27785387401334494,0.0006865282946532374
P2-run8,POD,grid,30,0.001,5000,0.5144262110778163,0.0018676607808383327
P2-run8,POD,grid,30,0.01,5000,2.278343245147681,0.01927429665388489
P2-run8,POD,grid,30,0.1,5000,15.512887689217475,0.15877845677932437
P2-run8,POD,grid,30,0.0,0,0.07889324393879683,0.000715644166626809
P2-run8,POD,grid,100,0.0001,3710,0.06473008843259079,0.0006062234999043209
P2-run8,POD,grid,100,0.001,3700,0.11340383054031569,0.0006409573832883921
P2-run8,POD,grid,100,0.01,3390,0.7695120210780072,0.0044042982693972025
P2-run8,POD,grid,100,0.1,2390,4.538818835894421,0.052116182209623885
P2-run8,POD,grid,100,0.0,0,0.06875407822631406,0.0006230047803770221
P2-run8,POD,wells-joint,5,0.0001,5000,26.842525080121444,0.0109756498533358
P2-run8,POD,wells-joint,5,0.001,5000,26.088599994583905,0.012854307177890751
P2-run8,POD,wells-joint,5,0.01,5000,21.21625569909821,0.05301136440912049
P2-run8,POD,wells-joint,5,0.1,5000,27.228006570917344,0.27232346822668935
P2-run8,POD,wells-joint,5,0.0,0,26.930228837344693,0.0113293141539675
P2-run8,POD,wells-joint,10,0.0001,5000,22.53587220860008,0.012864060645997778
P2-run8,POD,wells-joint,10,0.001,5000,20.21601272785438,0.01098136339478668
P2-run8,POD,wells-joint,10,0.01,5000,5.209285744077017,0.019890219268369494
P2-run8,POD,wells-joint,10,0.1,5000,15.193433729665426,0.1500770341088081
P2-run8,POD,wells-joint,10,0.0,0,0.3907452486073916,0.0006460519452824472
P2-run8,POD,wells-joint,30,0.0001,5000,2.366615642005802,0.0014288944432735429
P2-run8,POD,wells-joint,30,0.001,5000,1.618336210792077,0.0011853191921650562
P2-run8,POD,wells-joint,30,0.01,5000,1.1602283496046228,0.005857307951577483
P2-run8,POD,wells-joint,30,0.1,3190,6.024129153325477,0.06659914542555964
P2-run8,POD,wells-joint,30,0.0,0,0.12340015632275113,0.0008549021672931312
P2-run8,POD-E,grid,10,0.0001,5000,0.27352917243004016,0.0011471800443689645
P2-run8,POD-E,grid,10,0.001,5000,0.2845972181909763,0.0011550274319710552
P2-run8,POD-E,grid,10,0.01,290,0.2562152091675356,0.0021840715090972124
P2-run8,POD-E,grid,10,0.1,80,0.651346756548353,0.004369898151181156
P2-run8,POD-E,grid,10,0.0,0,0.2677085215264695,0.0009613297360765966
P2-run8,POD-E,grid,30,0.0001,240,0.07810737166111768,0.0006883823209126657
P2-run8,POD-E,grid,30,0.001,230,0.07468980815656528,0.0007550680958669663
P2-run8,POD-E,grid,30,0.01,160,0.18907014551408358,0.0013819366200233686
P2-run8,POD-E,grid,30,0.1,200,0.2949233236366216,0.00390385862143703
